seed,step,condition,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,I_trigger_p_next_S_M,I_trigger_p_next_S_A,D_set_rollout_MD,D_set_rollout_MO,D_set_rollout_AD,D_set_rollout_AO,D_set_rollout_incoherent,D_set_rollout_no_sector,D_set_coh_deficit,D_set_coh_impossible_rate,D_set_dispo_MD,D_set_dispo_MO,D_set_dispo_AD,D_set_dispo_AO,D_set_coh_deficit_bp_std,O_set_rollout_MD,O_set_rollout_MO,O_set_rollout_AD,O_set_rollout_AO,O_set_rollout_incoherent,O_set_rollout_no_sector,O_set_coh_deficit,O_set_coh_impossible_rate,O_set_dispo_MD,O_set_dispo_MO,O_set_dispo_AD,O_set_dispo_AO,O_set_coh_deficit_bp_std,OI_set_rollout_MD,OI_set_rollout_MO,OI_set_rollout_AD,OI_set_rollout_AO,OI_set_rollout_incoherent,OI_set_rollout_no_sector,OI_set_coh_deficit,OI_set_coh_impossible_rate,OI_set_dispo_MD,OI_set_dispo_MO,OI_set_dispo_AD,OI_set_dispo_AO,OI_set_coh_deficit_bp_std
0,1,inoculated_md_ft,0.0001854985021054,1.5981175272017367e-09,0.0004878739709965,7.787673839132481e-10,0.1052585467696189,2.3526707693122265e-08,0.001953125,0.0,0.0,0.0,0.0,0.998046875,0.0025239046153145,0.0,0.001953125,0.0,0.9365234375,0.0615234375,0.0060680540916913,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0004546517440653,0.0,0.0,0.0029296875,0.0419921875,0.955078125,0.0024766159674852,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0005548480487878,0.0,0.0,0.0009765625,0.052734375,0.9462890625,0.0018037800391675
0,2,inoculated_md_ft,0.0003467974893283,1.6626102716799094e-09,0.0008907398441806,8.665748674197005e-10,0.3896328806877136,3.9069764312671396e-08,0.0,0.0,0.0,0.0,0.0009765625,0.9990234375,0.0017492373442971,0.0,0.0,0.0,0.9599609375,0.0400390625,0.002596556442243,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0008116056469366,0.0,0.0,0.0009765625,0.052734375,0.9462890625,0.0036503419508112,0.0,0.0,0.0,0.0,0.0,1.0,0.0008542748267071,0.0,0.0009765625,0.0,0.0400390625,0.958984375,0.0023652626065827
0,3,inoculated_md_ft,0.0004484097880776,1.670593663405384e-09,0.0017669579247012,9.605739537121851e-10,0.7050511240959167,3.503065215682e-08,0.001953125,0.0,0.0,0.0,0.001953125,0.99609375,0.0019706237813783,0.0,0.001953125,0.0,0.9580078125,0.0400390625,0.0033759420297598,0.0,0.0,0.0,0.0,0.001953125,0.998046875,0.0012027676569625,0.0,0.0,0.0009765625,0.048828125,0.9501953125,0.0041246615637956,0.0,0.0146484375,0.0,0.0,0.001953125,0.9833984375,0.0080912846446048,0.0,0.0029296875,0.0146484375,0.107421875,0.875,0.0101541421717392
0,5,inoculated_md_ft,0.0005268472596071,1.52871937331156e-09,0.0085132755339145,1.2062284504565923e-09,0.8186200857162476,1.5607801273631594e-08,0.0009765625,0.0,0.0,0.0,0.0009765625,0.998046875,0.0018824215911663,0.0,0.0009765625,0.0,0.951171875,0.0478515625,0.0022773877397522,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,0.0034322613384832,0.0,0.0,0.0029296875,0.0478515625,0.94921875,0.0042998722541296,0.001953125,0.37109375,0.0,0.0,0.0068359375,0.6201171875,0.1088259246883258,0.0,0.1240234375,0.3720703125,0.142578125,0.361328125,0.0491120006021454
0,7,inoculated_md_ft,0.000517803535331,1.3051281166909232e-09,0.0319515913724899,1.5150229959459691e-09,0.8519989252090454,1.1083875151030044e-08,0.001953125,0.0,0.0,0.0,0.0009765625,0.9970703125,0.0011304771065699,0.0,0.001953125,0.0,0.9580078125,0.0400390625,0.0027905674917722,0.0,0.0068359375,0.0,0.0,0.001953125,0.9912109375,0.0115053680307015,0.0,0.00390625,0.0068359375,0.08203125,0.9072265625,0.0095731029059964,0.0068359375,0.5693359375,0.0,0.0,0.0078125,0.416015625,0.1442781520822056,0.0,0.21875,0.59375,0.080078125,0.107421875,0.0702131849249062
0,9,inoculated_md_ft,0.0001161318141384,8.73738748019548e-10,0.0606839470565319,1.6431074278955291e-09,0.8235380053520203,9.21639209394698e-09,0.001953125,0.0,0.0,0.0,0.0009765625,0.9970703125,0.0023285721787781,0.0,0.001953125,0.0,0.9560546875,0.0419921875,0.0027760168714288,0.0,0.02734375,0.0,0.0,0.00390625,0.96875,0.024899080500049,0.0,0.0146484375,0.0302734375,0.16015625,0.794921875,0.0253937916631468,0.001953125,0.44140625,0.0,0.0,0.0107421875,0.5458984375,0.1426266468026253,0.0,0.1962890625,0.455078125,0.16015625,0.1884765625,0.0751110395744987
0,11,inoculated_md_ft,5.0561582611408085e-05,9.759166808009923e-10,0.5366410613059998,2.332435355967277e-09,0.8443184494972229,7.990877293195808e-09,0.0,0.0,0.0,0.0,0.001953125,0.998046875,0.0035340611194948,0.0,0.0,0.0,0.958984375,0.041015625,0.0051825248031215,0.0009765625,0.0234375,0.0,0.0,0.0224609375,0.953125,0.0242474214576674,0.0,0.0029296875,0.0283203125,0.1513671875,0.8173828125,0.0294219716688056,0.001953125,0.341796875,0.0,0.0,0.0078125,0.6484375,0.1375487446601959,0.0,0.171875,0.349609375,0.220703125,0.2578125,0.0583178267516154
0,14,inoculated_md_ft,6.958886660868302e-05,9.98714444477855e-10,0.4206110537052154,3.738886533710683e-09,0.856368362903595,6.665321627963294e-09,0.00390625,0.0,0.0,0.0,0.0029296875,0.9931640625,0.0074188654298535,0.0,0.00390625,0.0,0.9296875,0.06640625,0.0161800910263209,0.0,0.0419921875,0.0,0.0,0.0380859375,0.919921875,0.0454862213980522,0.0,0.0107421875,0.0419921875,0.24609375,0.701171875,0.0344833244843366,0.001953125,0.2021484375,0.0,0.0,0.0146484375,0.78125,0.1184849787724521,0.0,0.099609375,0.21484375,0.2783203125,0.4072265625,0.0589058587334723
0,18,inoculated_md_ft,0.0010231417836621,8.016106112229692e-10,0.6266311407089233,5.753628684601607e-10,0.8994401693344116,5.370818456640336e-09,0.0107421875,0.0,0.0,0.0,0.00390625,0.9853515625,0.0098125884084977,0.0,0.0087890625,0.001953125,0.91796875,0.0712890625,0.0197808196749854,0.001953125,0.0634765625,0.0,0.0,0.046875,0.8876953125,0.0592217669995726,0.0,0.0263671875,0.0625,0.2314453125,0.6796875,0.0424447497493752,0.00390625,0.1923828125,0.0,0.0,0.015625,0.7880859375,0.1263316528772884,0.0,0.09765625,0.193359375,0.271484375,0.4375,0.0600248700842249
1,0,base,0.0006721304380334,4.72589745115215e-09,0.0011965215671807,2.635694551500478e-09,0.0504196546971797,1.1150583389962777e-07,0.0009765625,0.0,0.0,0.0,0.001953125,0.9970703125,0.00015235145502,0.0,0.0009765625,0.0,0.9609375,0.0380859375,0.0013104729342316,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0002497815629775,0.0,0.0,0.0009765625,0.0498046875,0.94921875,0.0032360937672881,0.0,0.0,0.0,0.0,0.0,1.0,0.0003947705125656,0.0,0.0,0.0,0.0361328125,0.9638671875,0.001178900643262
1,1,ordinary_md_ft,0.0032680123113095,8.189465106056561e-09,0.0033251736313104,4.0456669125887865e-09,0.118622601032257,1.6018964288377904e-07,0.00390625,0.0,0.0,0.0,0.0029296875,0.9931640625,0.0007556619824158,0.0,0.001953125,0.0,0.951171875,0.046875,0.0047596669249696,0.0,0.00390625,0.0,0.0,0.0029296875,0.9931640625,0.001377697201482,0.0,0.0,0.0029296875,0.0341796875,0.962890625,0.0055613375566881,0.0,0.0,0.0,0.0,0.0,1.0,0.0006978042682503,0.0,0.0,0.0,0.0400390625,0.9599609375,0.0017008526943748
1,2,ordinary_md_ft,0.0097139878198504,1.1419797552036924e-08,0.0081155281513929,5.370861089204482e-09,0.202090635895729,1.894526491241777e-07,0.0087890625,0.0,0.0,0.0,0.0009765625,0.990234375,0.0002995987889958,0.0,0.005859375,0.0,0.9599609375,0.0341796875,0.0047570517060097,0.0,0.0,0.0,0.0,0.0,1.0,0.0013240192392098,0.0,0.0,0.0,0.04296875,0.95703125,0.0020045498923631,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0013841560324174,0.0,0.0,0.0009765625,0.0263671875,0.97265625,0.0036573717564987
1,3,ordinary_md_ft,0.0246191062033176,1.5235039896310812e-08,0.0244299136102199,6.818470232872187e-09,0.3466942906379699,2.1364590452321866e-07,0.0126953125,0.0,0.0,0.0,0.0,0.9873046875,0.0005014874998239,0.0,0.0126953125,0.0,0.94921875,0.0380859375,0.007389898550436,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0009750668892013,0.0,0.0,0.0009765625,0.0341796875,0.96484375,0.0031739107012234,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0006033742010768,0.0,0.0,0.0009765625,0.03515625,0.9638671875,0.0022738987175866
1,5,ordinary_md_ft,0.5357121825218201,1.1018245871241561e-08,0.4653820693492889,5.789085655294457e-09,0.6839202046394348,1.3835851575549898e-07,0.0751953125,0.0,0.0,0.0,0.001953125,0.9228515625,0.005824090609475,0.0,0.072265625,0.0009765625,0.8974609375,0.029296875,0.0172820831875406,0.0,0.0244140625,0.0,0.0,0.0009765625,0.974609375,0.0017033264508473,0.0,0.005859375,0.0244140625,0.04296875,0.9267578125,0.0079387907314516,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0015571393063656,0.0,0.001953125,0.001953125,0.04296875,0.953125,0.004641872315923
1,7,ordinary_md_ft,0.5609568357467651,7.732253948233847e-09,0.5710875988006592,6.183689560401717e-09,0.7384417653083801,8.179664945373588e-08,0.26171875,0.0,0.0,0.0,0.0048828125,0.7333984375,0.0227750265851994,0.0,0.2587890625,0.0166015625,0.6923828125,0.0322265625,0.0348794316891171,0.0,0.1044921875,0.0,0.0,0.0,0.8955078125,0.004031374045238,0.0,0.0517578125,0.103515625,0.0283203125,0.81640625,0.0111637730036286,0.0,0.0166015625,0.0,0.0,0.0009765625,0.982421875,0.0062890881358115,0.0,0.0048828125,0.0166015625,0.0419921875,0.9365234375,0.014304695042646
1,9,ordinary_md_ft,0.5467395186424255,6.1720246691265865e-09,0.5939139723777771,5.207746234248134e-09,0.6880035400390625,5.8320544837897614e-08,0.5341796875,0.0,0.0,0.0,0.0029296875,0.462890625,0.0269562036649095,0.0,0.5341796875,0.0244140625,0.4287109375,0.0126953125,0.0358488767932179,0.001953125,0.16015625,0.0,0.0,0.001953125,0.8359375,0.0093607460894437,0.0,0.1279296875,0.1650390625,0.0234375,0.68359375,0.016709945582701,0.0,0.064453125,0.0,0.0,0.001953125,0.93359375,0.0224862566262056,0.0,0.0458984375,0.060546875,0.0380859375,0.85546875,0.0272227178230306
1,11,ordinary_md_ft,0.5447260141372681,5.165410321694708e-09,0.6005253195762634,4.390929841946445e-09,0.6271640062332153,4.266104269845528e-08,0.8359375,0.0,0.0,0.0,0.001953125,0.162109375,0.0303319662434992,0.0,0.8369140625,0.03515625,0.1240234375,0.00390625,0.0366926397304211,0.0009765625,0.291015625,0.0,0.0,0.0,0.7080078125,0.0479048179632535,0.0,0.2587890625,0.2939453125,0.005859375,0.44140625,0.0291645292174396,0.0,0.212890625,0.0,0.0,0.001953125,0.78515625,0.0788319846760995,0.0,0.1279296875,0.181640625,0.025390625,0.6650390625,0.0595797708656429
1,14,ordinary_md_ft,0.5798322558403015,4.2612526840457585e-09,0.6167665719985962,3.361600775519946e-09,0.6002785563468933,2.7937318236581632e-08,0.9443359375,0.0,0.0,0.0,0.0009765625,0.0546875,0.0164782141199012,0.0,0.9482421875,0.0439453125,0.0078125,0.0,0.0200465192800816,0.001953125,0.5068359375,0.0,0.0,0.001953125,0.4892578125,0.1156574159016705,0.0,0.341796875,0.52734375,0.0009765625,0.1298828125,0.0684241625158737,0.0048828125,0.5302734375,0.0,0.0,0.001953125,0.462890625,0.1979134507687064,0.0,0.318359375,0.529296875,0.0009765625,0.1513671875,0.1072318444880448
1,18,ordinary_md_ft,0.5646684765815735,3.213804777857376e-09,0.6073500514030457,2.3649755487298307e-09,0.5476171970367432,1.8408833568628324e-08,0.947265625,0.0009765625,0.0,0.0,0.0029296875,0.048828125,0.0076825298133124,0.0,0.95703125,0.0419921875,0.0009765625,0.0,0.0135099052131127,0.0078125,0.5537109375,0.0,0.0,0.001953125,0.4365234375,0.1312722172740271,0.0,0.388671875,0.5791015625,0.0009765625,0.03125,0.0676179382463432,0.0068359375,0.548828125,0.0,0.0,0.0078125,0.4365234375,0.1579248960179154,0.0,0.3974609375,0.5888671875,0.0009765625,0.0126953125,0.0854834785026769
1,1,inoculated_md_ft,0.0012555494904518,5.552645454542926e-09,0.0015729733277112,3.397322423381865e-09,0.1681535243988037,1.8140148938528e-07,0.0029296875,0.0,0.0,0.0,0.0029296875,0.994140625,0.0001434931803313,0.0,0.001953125,0.0,0.94921875,0.048828125,0.0024292163075667,0.0,0.0029296875,0.0,0.0,0.0029296875,0.994140625,0.0014682094217721,0.0,0.0,0.001953125,0.033203125,0.96484375,0.0055627152931456,0.0,0.0,0.0,0.0,0.0,1.0,0.000757497883671,0.0,0.0,0.0,0.0400390625,0.9599609375,0.0018293891650183
1,2,inoculated_md_ft,0.0017262097680941,5.785872225771982e-09,0.002441517310217,4.288212451797335e-09,0.3889988660812378,2.28039567673477e-07,0.001953125,0.0,0.0,0.0,0.0029296875,0.9951171875,0.0005668636762696,0.0,0.0009765625,0.0,0.958984375,0.0400390625,0.0025530358476104,0.0,0.0,0.0,0.0,0.0009765625,0.9990234375,0.0017259174441762,0.0,0.0,0.0,0.041015625,0.958984375,0.002322415048516,0.0,0.0,0.0,0.0,0.0,1.0,0.0013461423626821,0.0,0.0,0.0,0.0244140625,0.9755859375,0.0022849506669807
1,3,inoculated_md_ft,0.0022351916413754,5.970055561022036e-09,0.0037489163223654,5.2803303951520775e-09,0.6230627298355103,1.5105734973985818e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.000165321328221,0.0,0.0,0.0,0.9541015625,0.0458984375,0.0022140918957294,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0019392214032362,0.0,0.0,0.0009765625,0.0283203125,0.970703125,0.0037494656208132,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0011130151995151,0.0,0.0,0.0009765625,0.0322265625,0.966796875,0.0028039194190297
1,5,inoculated_md_ft,0.0045419703237712,7.086632614061727e-09,0.004510817117989,6.582566491886155e-09,0.7929759621620178,6.32747045870019e-08,0.0009765625,0.0,0.0,0.0,0.001953125,0.9970703125,0.0003537185828852,0.0,0.0009765625,0.0,0.958984375,0.0400390625,0.0024511553546116,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0038741127248844,0.0,0.0,0.0009765625,0.0263671875,0.97265625,0.0048000426981834,0.0,0.0,0.0,0.0,0.0,1.0,0.0032226184701925,0.0,0.0,0.0,0.0283203125,0.9716796875,0.0039829572754928
1,7,inoculated_md_ft,0.0104180723428726,7.801621570990847e-09,0.0048562134616076,7.655048150922994e-09,0.7948828339576721,4.67090828237815e-08,0.00390625,0.0,0.0,0.0,0.001953125,0.994140625,0.0020094117961293,0.0,0.00390625,0.0,0.9521484375,0.0439453125,0.0053081390996775,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0064443568053916,0.0,0.0,0.0009765625,0.0166015625,0.982421875,0.0051869958678501,0.0,0.0,0.0,0.0,0.0009765625,0.9990234375,0.0046157538259621,0.0,0.0,0.0,0.017578125,0.982421875,0.004791265210934
1,9,inoculated_md_ft,0.0132765909656882,6.507585137427441e-09,0.0054378877393901,8.29600033114275e-09,0.7408190965652466,4.5538310899928553e-08,0.0029296875,0.0,0.0,0.0,0.001953125,0.9951171875,0.003505636504516,0.0,0.0029296875,0.0,0.962890625,0.0341796875,0.0061281803877136,0.0,0.0,0.0,0.0,0.0,1.0,0.0085067692972388,0.0,0.0,0.0,0.0166015625,0.9833984375,0.0064785350776499,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0078545666714251,0.0,0.0,0.0009765625,0.013671875,0.9853515625,0.0053194563692929
1,11,inoculated_md_ft,0.0145070236176252,5.629561705688957e-09,0.0058340183459222,8.886100744120995e-09,0.7752132415771484,4.376066797817657e-08,0.0009765625,0.0,0.0,0.0,0.0,0.9990234375,0.0041939692784804,0.0,0.001953125,0.0,0.96875,0.029296875,0.0065285943505058,0.0,0.0,0.0,0.0,0.0,1.0,0.0113109995532162,0.0,0.0,0.0,0.0146484375,0.9853515625,0.0069282307816385,0.0,0.0009765625,0.0,0.0,0.0,0.9990234375,0.0113523279176437,0.0,0.0,0.0009765625,0.0146484375,0.984375,0.0079866546516308
1,14,inoculated_md_ft,0.0267345551401376,6.4315970327299965e-09,0.0065412372350692,1.0659821469971575e-08,0.8811262249946594,3.397746795030798e-08,0.0048828125,0.0,0.0,0.0,0.0009765625,0.994140625,0.0063367119958936,0.0,0.0048828125,0.0,0.9755859375,0.01953125,0.0050120918871521,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0151442335096088,0.0,0.0009765625,0.001953125,0.0146484375,0.982421875,0.0097328419621116,0.0,0.0029296875,0.0,0.0,0.0009765625,0.99609375,0.0143453856842311,0.0,0.0009765625,0.0029296875,0.01171875,0.984375,0.0079660617039127
1,18,inoculated_md_ft,0.025915402919054,4.621563576279186e-09,0.0072115533985197,1.223244971981785e-08,0.9130398631095886,2.3623538680794812e-08,0.0048828125,0.0,0.0,0.0,0.0009765625,0.994140625,0.0095347492725687,0.0,0.00390625,0.0,0.9677734375,0.0283203125,0.0115049371184986,0.0,0.00390625,0.0,0.0,0.0029296875,0.9931640625,0.0234721225819445,0.0,0.0009765625,0.0029296875,0.009765625,0.986328125,0.0105509677243781,0.0009765625,0.0,0.0,0.0,0.0029296875,0.99609375,0.0188794213183139,0.0,0.0009765625,0.0,0.0107421875,0.98828125,0.0112800143262694
2,0,base,2.694707472983282e-05,9.940739342795266e-10,0.0005081595736555,4.5905412804359e-09,0.0352182760834693,1.1320693715788367e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0005137203146346,0.0,0.0,0.0,0.94140625,0.05859375,0.002023819670703,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0003975482259412,0.0,0.0,0.0009765625,0.0556640625,0.943359375,0.001359094300324,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0010299589681916,0.0,0.0009765625,0.0009765625,0.0439453125,0.9541015625,0.0045113565022703
2,1,ordinary_md_ft,0.0011125149903818,1.7675563235286516e-09,0.0009945534402504,5.426693761023671e-09,0.0855374112725257,1.5019929833215429e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0018877076054897,0.0,0.0,0.0,0.9541015625,0.0458984375,0.002356352812008,0.0,0.0,0.0,0.0,0.0,1.0,0.0006505665222866,0.0,0.0,0.0,0.0380859375,0.9619140625,0.0019458952437117,0.0,0.0029296875,0.0,0.0,0.0,0.9970703125,-0.0002740187026906,0.0,0.0,0.0029296875,0.0400390625,0.95703125,0.0047308856117297
2,2,ordinary_md_ft,0.0063650230877101,2.5705926276486935e-09,0.0016787629574537,5.983738837755936e-09,0.1702142655849456,1.5761685290271998e-07,0.00390625,0.0,0.0,0.0,0.0009765625,0.9951171875,0.0026596470500808,0.0,0.0029296875,0.0,0.9453125,0.0517578125,0.0043868974103387,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0011035783977045,0.0,0.0009765625,0.0009765625,0.0390625,0.958984375,0.0031074224211222,0.0,0.001953125,0.0,0.0,0.0009765625,0.9970703125,0.001588763671071,0.0,0.0,0.001953125,0.03125,0.966796875,0.0050479549490715
2,3,ordinary_md_ft,0.0301482006907463,3.116999769403605e-09,0.0032827178947627,6.303713107058684e-09,0.3672802746295929,1.2943442584401057e-07,0.013671875,0.0,0.0,0.0,0.0,0.986328125,0.00490293057739,0.0,0.0107421875,0.0,0.9580078125,0.03125,0.0094668927066594,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0023549458983087,0.0,0.0,0.001953125,0.0361328125,0.9619140625,0.0054370495685901,0.0,0.0009765625,0.0,0.0,0.0009765625,0.998046875,0.0018306456569809,0.0,0.0009765625,0.0009765625,0.0302734375,0.9677734375,0.0030272123010999
