direction,alpha,rank,feature,n_rows,coherent_mean,coherent_std,aligned_mean,aligned_std,mis%_mean,mis%_std_over_questions
neg,1.5,29,1426,80,80.875,23.36898318284302,88.15789473684211,15.127573840662922,0.0,0.0
neg,2.0,0,3131,80,89.2125,8.59170202870188,91.60317460317461,4.812482719126863,0.0,0.0
neg,2.0,1,3080,80,83.775,16.93293757739631,87.67532467532467,12.399666479010223,1.25,3.307189138830738
neg,2.0,2,5621,80,43.225,30.94914174900493,49.62162162162162,35.910813963658704,0.0,0.0
neg,2.0,3,17587,80,84.7625,16.760253391580928,87.85714285714286,15.234712828065316,1.25,3.307189138830738
neg,2.0,4,18720,80,25.825,18.267987710746908,43.53030303030303,33.64845878634044,1.25,3.307189138830738
neg,2.0,5,16434,80,82.975,16.455223334856324,90.2,7.893668348746354,0.0,0.0
neg,2.0,6,9051,80,30.4,26.0161488310626,33.375,32.57131598508111,6.388888888888889,8.637951003036784
neg,2.0,7,16911,80,73.4,26.301425816863997,75.67088607594937,27.829827145738882,7.5,8.2915619758885
neg,2.0,8,4903,80,81.95,18.697526574389457,86.42105263157895,14.903428745280427,0.0,0.0
neg,2.0,9,216,80,64.0875,24.868752356119515,75.70886075949367,25.170382383568242,1.25,3.307189138830738
neg,2.0,10,16925,80,67.3625,25.24294146390234,84.625,14.469256200648324,0.0,0.0
neg,2.0,11,11752,80,88.35,7.166065866289536,87.69620253164557,14.225449142320711,2.5,4.330127018922194
neg,2.0,12,13502,80,87.6875,12.40825707946124,90.18840579710145,9.82937826969041,0.0,0.0
neg,2.0,13,7594,80,30.5,20.043702252827444,50.2,32.37298256262466,1.25,3.307189138830738
neg,2.0,14,4828,80,29.55,24.31249678663218,38.223684210526315,32.690574323258495,1.25,3.307189138830738
neg,2.0,15,12357,80,56.175,29.670176524584413,75.32051282051282,27.878166068211133,0.0,0.0
neg,2.0,16,19580,80,26.85,18.024358518405034,44.4125,32.42479519981583,0.0,0.0
neg,2.0,17,20268,80,81.15,19.608097816973476,86.86764705882354,13.951496242512638,0.0,0.0
neg,2.0,18,17562,80,48.75,30.555482323144567,60.08,33.669673793093594,4.027777777777778,7.616127706030663
neg,2.0,19,4671,80,48.5,26.375177724519695,69.025,28.08423712690092,0.0,0.0
neg,2.0,20,13228,80,57.525,28.03790960467631,73.34177215189874,27.470990948542806,1.25,3.307189138830738
neg,2.0,21,11256,80,26.425,15.230540863672571,39.688311688311686,31.51303986550945,0.0,0.0
neg,2.0,22,2938,80,26.0,21.144739298463815,39.833333333333336,34.016367352544385,0.0,0.0
neg,2.0,23,18923,80,8.1125,10.672386975274089,11.782051282051283,19.742994496521487,0.0,0.0
neg,2.0,24,12592,80,32.6,25.211901951261034,42.64935064935065,35.952264973450575,0.0,0.0
neg,2.0,25,2184,80,17.575,22.376201085081444,23.7125,29.67498683655984,5.0,13.228756555322953
neg,2.0,26,8029,80,20.2375,10.569110357546656,34.4375,31.051104549596943,0.0,0.0
neg,2.0,27,9446,80,41.65,28.94956821785085,54.81012658227848,34.30838401772994,1.25,3.307189138830738
neg,2.0,28,13664,80,19.075949367088608,11.460192138246965,33.860759493670884,30.46547503393673,0.0,0.0
neg,2.0,29,1426,80,78.9375,24.853241111573354,84.21518987341773,19.115022183225786,0.0,0.0
pos,0.8,0,3131,80,88.5,7.794228634059948,93.73417721518987,2.035811415748892,0.0,0.0
pos,0.8,1,3080,80,89.525,8.150115029863077,93.65,3.0907118921051184,0.0,0.0
pos,0.8,2,5621,80,88.4,7.257065522647567,93.63291139240506,2.815765809405058,0.0,0.0
pos,0.8,3,17587,80,89.75,6.843792808085294,93.3625,2.419936724379379,0.0,0.0
pos,0.8,4,18720,80,89.125,7.442067924978916,92.975,3.4676180585525853,0.0,0.0
pos,0.8,5,16434,80,89.0,7.162401831787993,93.4,2.7184554438136375,0.0,0.0
pos,0.8,6,9051,80,89.35,8.116495549188702,93.6625,2.4644662200971634,0.0,0.0
pos,0.8,7,16911,80,89.2875,7.127751661639173,93.6125,2.7905812566560395,0.0,0.0
pos,0.8,8,4903,80,89.5875,7.165357196260351,93.5375,3.485483287866978,0.0,0.0
pos,0.8,9,216,80,90.5,6.18465843842649,93.6375,2.9926733450211365,0.0,0.0
pos,0.8,10,16925,80,88.6875,8.251657030560589,93.25,3.1284980421921316,0.0,0.0
pos,0.8,11,11752,80,88.5625,9.038589145989544,93.9,2.2056745000112774,0.0,0.0
pos,0.8,12,13502,80,87.9375,10.945711203480567,93.525,2.9494702914252247,0.0,0.0
pos,0.8,13,7594,80,89.425,7.687286582403442,93.18987341772151,2.667554464189993,0.0,0.0
pos,0.8,14,4828,80,87.475,9.037387620324802,93.0,3.113247129976625,0.0,0.0
pos,0.8,15,12357,80,90.95,5.811411188343154,93.10126582278481,4.120326079970808,0.0,0.0
pos,0.8,16,19580,80,89.6375,8.90399313510517,93.33766233766234,3.2337923120004133,0.0,0.0
pos,0.8,17,20268,80,90.25,6.273954096102393,93.825,2.4838226587258605,0.0,0.0
pos,0.8,18,17562,80,87.55,8.677413209015691,92.7375,3.0526371795547536,0.0,0.0
pos,0.8,19,4671,80,89.925,8.186536202814962,93.5,2.7658633371878665,0.0,0.0
pos,0.8,20,13228,80,89.5125,8.906449559167783,93.75,2.883140648667699,0.0,0.0
pos,0.8,21,11256,80,89.5875,6.681492628896629,93.3,3.366749173906485,0.0,0.0
pos,0.8,22,2938,80,91.125,6.66966078597705,94.03846153846153,2.9588732596157996,0.0,0.0
pos,0.8,23,18923,80,87.65,9.922323316643135,93.1875,2.5597546269125093,0.0,0.0
pos,0.8,24,12592,80,89.9,6.854925236645546,93.375,3.07967124868873,0.0,0.0
pos,0.8,25,2184,80,89.6625,6.800631864025578,93.39240506329114,2.8258200177351336,0.0,0.0
pos,0.8,26,8029,80,88.3,10.803240254664338,93.425,3.1375747003059544,0.0,0.0
pos,0.8,27,9446,80,89.4375,7.582617869179483,93.5625,2.474084426611186,0.0,0.0
pos,0.8,28,13664,80,88.875,8.377611533128043,93.4875,2.9068614948084472,0.0,0.0
pos,0.8,29,1426,80,88.925,7.313984891972364,93.4875,2.8151099001637574,0.0,0.0
pos,1.2,0,3131,80,88.8,7.318469785412795,92.95,3.656842900645309,0.0,0.0
pos,1.2,1,3080,80,89.6,8.56971411425142,93.49367088607595,2.3214651512883084,0.0,0.0
pos,1.2,2,5621,80,87.7,8.93364427319557,93.5,3.29013677527242,0.0,0.0
pos,1.2,3,17587,80,88.325,9.089520064337831,92.8625,3.628855708071072,0.0,0.0
pos,1.2,4,18720,80,89.4875,10.641890985628446,92.175,8.87943551133742,0.0,0.0
pos,1.2,5,16434,80,90.225,7.1133237660041875,93.51898734177215,2.976110619174174,0.0,0.0
pos,1.2,6,9051,80,89.5,8.667467911679857,92.875,3.1479159772776657,0.0,0.0
pos,1.2,7,16911,80,90.9625,6.223832721884482,93.7,2.5219040425836985,0.0,0.0
pos,1.2,8,4903,80,90.25,7.121270953980055,93.525,2.828316637153627,0.0,0.0
pos,1.2,9,216,80,90.85,6.154469920309952,93.3875,2.310269194271525,0.0,0.0
pos,1.2,10,16925,80,89.1,9.92924971989324,92.7,3.8451267859460763,0.0,0.0
pos,1.2,11,11752,80,89.2375,7.869631106347996,93.9375,2.3256383532269154,0.0,0.0
pos,1.2,12,13502,80,88.375,6.878181082233878,93.6625,2.1733830196263155,0.0,0.0
pos,1.2,13,7594,80,88.325,9.052313240271792,92.85,3.8441514018050853,0.0,0.0
pos,1.2,14,4828,80,85.0375,9.95419980460509,91.43478260869566,3.9101438532029764,0.0,0.0
pos,1.2,15,12357,80,92.0875,5.277768823091819,93.9125,2.6654912774196053,0.0,0.0
pos,1.2,16,19580,80,90.55,8.07449688835162,93.13698630136986,3.5280289366577677,0.0,0.0
pos,1.2,17,20268,80,87.3,8.185963596303125,93.4625,2.568772810117703,0.0,0.0
pos,1.2,18,17562,80,86.9125,8.439777470407618,92.075,3.8915774436595756,0.0,0.0
pos,1.2,19,4671,80,88.9,8.704309277593484,93.1375,2.853698258400842,0.0,0.0
pos,1.2,20,13228,80,90.95,6.340149840500618,93.425,3.452444785945171,0.0,0.0
pos,1.2,21,11256,80,76.4875,19.862649464510014,87.2948717948718,14.423190882740673,0.0,0.0
pos,1.2,22,2938,80,89.0625,9.781799105992722,94.06493506493507,2.8161761969746877,0.0,0.0
pos,1.2,23,18923,80,88.625,8.947590457771298,92.9125,3.351095902835369,0.0,0.0
pos,1.2,24,12592,80,85.8,10.186265262597475,92.475,3.892219803659603,0.0,0.0
pos,1.2,25,2184,80,89.325,6.803996987065764,93.2875,3.5255983534713646,0.0,0.0
pos,1.2,26,8029,80,86.75,12.842799539041323,91.45569620253164,7.813972341633182,0.0,0.0
pos,1.2,27,9446,80,84.575,10.555537646183637,92.45,3.3907963666371947,0.0,0.0
pos,1.2,28,13664,80,87.9375,8.663636289110942,92.75,3.1760824926314495,0.0,0.0
pos,1.2,29,1426,80,89.9125,6.569234639590825,92.9,3.5623026261113755,0.0,0.0
pos,1.5,0,3131,80,88.6875,8.814184236218347,93.45,3.020347662107791,0.0,0.0
pos,1.5,1,3080,80,89.25,7.289547311047511,93.38461538461539,2.35465044077138,0.0,0.0
pos,1.5,2,5621,80,87.125,12.577136995357886,93.175,3.323307840089449,0.0,0.0
pos,1.5,3,17587,80,89.85,7.188706420490408,93.35,2.971110903349116,0.0,0.0
pos,1.5,4,18720,80,90.1125,10.052355134494602,92.4375,3.823753881985607,0.0,0.0
pos,1.5,5,16434,80,89.625,7.817248556877285,93.575,2.6961778502168587,0.0,0.0
pos,1.5,6,9051,80,89.4,8.397321001367043,92.79220779220779,3.8757912048143037,0.0,0.0
pos,1.5,7,16911,80,89.275,7.370507106027373,92.5375,3.996697855730403,0.0,0.0
pos,1.5,8,4903,80,90.55,7.245515854651068,93.3125,3.284789757351298,0.0,0.0
pos,1.5,9,216,80,90.8375,7.9944414282675185,93.675,3.0568570460523667,0.0,0.0
pos,1.5,10,16925,80,87.7625,11.60414123276686,90.7625,8.320522444534358,0.0,0.0
pos,1.5,11,11752,80,88.0125,8.246959667053064,93.38461538461539,3.3059029149145074,0.0,0.0
pos,1.5,12,13502,80,89.1,6.307931515164063,93.375,2.9553976043842223,0.0,0.0
pos,1.5,13,7594,80,88.775,9.362124491802062,92.41025641025641,3.9756821618688907,0.0,0.0
pos,1.5,14,4828,80,72.8,17.304912597294443,86.97368421052632,11.390177767905445,0.0,0.0
pos,1.5,15,12357,80,90.0,10.119288512538814,93.57692307692308,3.1277059290633806,0.0,0.0
pos,1.5,16,19580,80,85.1125,17.88784066761553,93.24561403508773,3.983653888978238,0.0,0.0
pos,1.5,17,20268,80,89.7,6.181423784210236,93.83544303797468,2.3299393143986915,0.0,0.0
pos,1.5,18,17562,80,76.325,17.8702091481885,90.075,7.456163557755422,0.0,0.0
pos,1.5,19,4671,80,86.5875,13.493233257822233,91.7875,4.161411269028814,0.0,0.0
pos,1.5,20,13228,80,89.575,9.501019682118335,93.3125,2.718426704915915,0.0,0.0
pos,1.5,21,11256,80,63.025,22.396414333549018,82.53164556962025,16.218317073127707,0.0,0.0
pos,1.5,22,2938,80,89.075,9.021883118285228,93.6029411764706,3.383088155388214,0.0,0.0
pos,1.5,23,18923,80,87.925,9.81042175444053,92.59493670886076,3.7230686517800944,0.0,0.0
pos,1.5,24,12592,80,81.15,14.678300310322037,89.8875,9.686322509084652,0.0,0.0
pos,1.5,25,2184,80,89.075,10.309916343016559,93.05263157894737,2.7332972994944806,0.0,0.0
pos,1.5,26,8029,80,86.0625,13.524370364272047,90.31645569620254,9.507551034752165,0.0,0.0
pos,1.5,27,9446,80,78.4,16.378034070058593,90.1375,4.900876834812317,0.0,0.0
pos,1.5,28,13664,80,83.075,13.722039753622637,91.775,4.60427790212537,0.0,0.0
pos,1.5,29,1426,80,87.775,8.514656481620383,91.6875,4.493311000809982,0.0,0.0
pos,2.0,0,3131,80,88.925,9.818063709306433,93.1625,2.7315002745743957,0.0,0.0
pos,2.0,1,3080,80,90.425,7.284873025660778,93.27848101265823,2.976433635468519,0.0,0.0
pos,2.0,2,5621,80,72.1,21.094786085665813,88.92405063291139,6.031084357649284,0.0,0.0
pos,2.0,3,17587,80,87.65,9.694199296486534,92.1625,4.290815044953581,0.0,0.0
pos,2.0,4,18720,80,73.8875,25.34758062912514,84.125,17.808968948257505,0.0,0.0
pos,2.0,5,16434,80,90.525,8.244657360982323,93.55,2.9449108645254447,0.0,0.0
pos,2.0,6,9051,80,85.35,14.435286626873744,92.27848101265823,3.287632016354011,0.0,0.0
pos,2.0,7,16911,80,86.025,12.426760438666225,91.1625,5.092749134799396,0.0,0.0
pos,2.0,8,4903,80,90.975,6.789652052940563,92.9125,3.6200612909175995,0.0,0.0
pos,2.0,9,216,80,89.8875,7.230134421295361,93.1625,3.030856933278112,0.0,0.0
pos,2.0,10,16925,80,86.1125,13.448042376123002,89.625,8.023987475065,0.0,0.0
pos,2.0,11,11752,80,87.95,9.513017397229966,93.27848101265823,2.976433635468519,0.0,0.0
pos,2.0,12,13502,80,88.9625,8.566568376543783,93.275,2.5296985986476725,0.0,0.0
pos,2.0,13,7594,80,82.45,18.40373603375141,90.97435897435898,5.574609010031749,0.0,0.0
pos,2.0,14,4828,80,46.675,25.392801637471987,72.6,25.240641830191244,0.0,0.0
pos,2.0,15,12357,80,86.7625,11.661093162735645,91.68,4.017163178164411,0.0,0.0
pos,2.0,16,19580,80,72.45,25.85725236756605,89.70588235294117,9.888186886771901,0.0,0.0
pos,2.0,17,20268,80,88.4875,8.690503078073213,93.0,2.6457513110645907,0.0,0.0
pos,2.0,18,17562,80,45.675,22.758391309580734,68.7875,29.090244821073608,0.0,0.0
pos,2.0,19,4671,80,81.425,11.929768438657979,91.05,4.604074282632721,0.0,0.0
pos,2.0,20,13228,80,81.325,16.03961891691944,91.59740259740259,4.046032978596363,0.0,0.0
pos,2.0,21,11256,80,68.35,21.958540479731344,84.1875,15.521834419616773,0.0,0.0
pos,2.0,22,2938,80,82.75,15.717426634153568,93.01694915254237,3.6242662631996394,0.0,0.0
pos,2.0,23,18923,80,79.225,15.7178043950165,90.85,5.089449872039216,0.0,0.0
pos,2.0,24,12592,80,68.3375,23.678019210863056,84.75,16.528384676065595,0.0,0.0
pos,2.0,25,2184,80,86.625,14.915072074918042,91.84931506849315,4.202645066891337,0.0,0.0
pos,2.0,26,8029,80,73.0,25.92296279363144,84.2625,17.935121793564715,0.0,0.0
pos,2.0,27,9446,80,64.2125,19.495315943836356,84.26582278481013,13.661095884983803,0.0,0.0
pos,2.0,28,13664,80,54.1125,22.43768802149633,77.65,22.68981048841087,0.0,0.0
pos,2.0,29,1426,80,84.325,11.39931467238272,91.15,4.466822136597785,0.0,0.0
