pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.04,0.01,0.46,0.49",0,sgd_quarter,0,Octx,24616,-8.289244781362451e-06,-4.3277872588321416e-05,7.422038763264982e-06,7.906018225567951e-05,3.4295568269043394e-06,7.495871539922937e-06,-2.5623508097449257e-06,-5.59386763629934e-06,-8.672060177256874e-07,-3.9996399255495114e-06,-4.859687953507859e-06,-1.0630719213511243e-05,-2.1703191179819234e-05,-2.37556409600269e-05,3.7850440678571173e-10,3.000583256284053e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,0,Dctx,26554,-7.501931608393143e-06,-3.9167336576224986e-05,6.697677190856972e-06,7.134422175476784e-05,1.1282136461118045e-06,2.465900111203509e-06,-3.2395922837348166e-07,-7.072353388095689e-07,-8.042544174103178e-07,-3.709300918609835e-06,-6.373717962255939e-06,-1.3942707155496864e-05,-1.5651781673841157e-05,-1.7131955515105785e-05,8.651942377621436e-10,6.8588034821277334e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,1,all,61440,-9.36244367551674e-06,-4.888100848648737e-05,8.855870042668576e-06,9.43334738524045e-05,-6.131051174639282e-07,-1.340044044445034e-06,1.1196787502961372e-06,2.444370497791888e-06,-5.065736328643564e-07,-2.3363676978955593e-06,-9.975548792930526e-06,-2.1821824617726238e-05,-1.6485529850481133e-05,-1.804455044970477e-05,5.51013398674124e-10,4.368143536531631e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,1,Octx,24616,-5.057386490867779e-06,-2.640444744420962e-05,4.976664990169905e-06,5.301185478788977e-05,-2.893378297615742e-07,-6.323963453582824e-07,3.7005933054597814e-07,8.078764643697697e-07,-8.072150078934226e-08,-3.722955454737804e-07,-5.346724320596902e-06,-1.169612648139043e-05,-9.374654320948676e-06,-1.0261206304992628e-05,7.666368085373007e-10,6.077492177390693e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,1,Dctx,26554,-6.278600210413401e-07,-3.2780363845717867e-06,2.408067366013826e-07,2.565093647628126e-06,2.8289435093830204e-07,6.183130418974504e-07,1.0415893348837174e-07,2.2738935076967832e-07,-3.8705328442676915e-07,-1.7851280296328153e-06,-3.4496567011479685e-07,-7.546231800015143e-07,-1.0474021750298002e-06,-1.146453984789827e-06,8.955978814528504e-10,7.099827529808134e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,2,all,61440,1.085042823591468e-06,5.664972661664579e-06,5.903565371979195e-08,6.288527575160147e-07,-3.608427685513972e-07,-7.886823795869015e-07,-7.832357087527577e-07,-1.7098817484800896e-06,1.1440784773142782e-06,5.276603093494119e-06,7.242000550517689e-07,1.5842102442210418e-06,6.036142296532411e-07,6.606974430257518e-07,-2.7149016771018063e-10,-2.152230824456729e-06
"0.04,0.01,0.46,0.49",0,sgd_quarter,2,Octx,24616,6.649321109542965e-07,3.4715885387370327e-06,6.751810647319416e-08,7.192085589406033e-07,-1.400690129310513e-07,-3.061443156207107e-07,-5.923812044758484e-07,-1.2932273112124484e-06,7.324502174209251e-07,3.3781328463991548e-06,5.248630980254423e-07,1.1481544234984349e-06,1.45101812936286e-07,1.5882395092057182e-07,-7.80336612675005e-11,-6.186096997236924e-07
"0.04,0.01,0.46,0.49",0,sgd_quarter,2,Dctx,26554,2.752878678942264e-07,1.4372688448800736e-06,2.268457321469433e-07,2.416379851884653e-06,-2.5546473908660835e-07,-5.583610255852335e-07,-2.46668860957287e-07,-5.385027502651551e-07,5.021336000636005e-07,2.315889827472997e-06,1.982312883569164e-08,4.336371359675102e-08,5.723801383585724e-08,6.265095739533553e-08,8.689428167156211e-12,6.888520238501013e-08
"0.04,0.01,0.46,0.49",0,adam_first,0,all,61440,3.3394644331560603,17.435233252649144,-3.141772847276384,-33.46642908158954,0.694200630034739,1.5172918858938962,-0.891892215914402,-1.947089751604906,0.19769158587965502,0.9117731469427822,4.0336650631908,8.823768336232154,4.895144434483369,5.358073504931886,0.00012059046898391779,0.955977620375342
"0.04,0.01,0.46,0.49",0,adam_first,0,Octx,24616,2.7774649802148197,14.501052713816065,-2.6293783577772536,-28.00835980726705,0.17901768598722137,0.3912731718009533,-0.32710430842477684,-0.7141013625583866,0.14808662243755472,0.6829901493238631,2.956482666202032,6.4673981919600765,4.900721343580056,5.364177816923147,0.0001824795447893409,1.4466015636621687
"0.04,0.01,0.46,0.49",0,adam_first,0,Dctx,26554,2.269702336657949,11.85004076127102,-2.1969406192202645,-23.4019965807956,0.9715566076871563,2.1234998842576007,-1.0443183251248342,-2.279851165848627,0.07276171743767548,0.33558423738629306,3.2412589443450996,7.090355196724649,2.4507680230662636,2.6825347825536685,9.837412698215005e-05,0.7798581812584157
"0.04,0.01,0.46,0.49",0,adam_first,1,all,61440,0.30273595833635203,1.580574416410293,-0.3777185331998116,-4.0234896405995615,-0.1305976522736921,-0.2854430686727403,0.2055802271371555,0.4488021604504964,-0.0749825748634627,-0.345827051489944,0.17213830606265798,0.3765579220617787,1.0166323709470013,1.1127743101214758,-7.253724632004674e-05,-0.5750370216643421
"0.04,0.01,0.46,0.49",0,adam_first,1,Octx,24616,0.4762333499502765,2.4863985544012315,-0.47324617713350076,-5.041058152533711,-0.06767897103688424,-0.1479237401365852,0.06469179822010913,0.14122865418006503,0.0029871728167746433,0.013777136480004571,0.4085543789133886,0.8937254669908692,1.0818502963407615,1.1841598315858308,-7.31743990581789e-05,-0.5800880324411263
"0.04,0.01,0.46,0.49",0,adam_first,1,Dctx,26554,-0.005363312304152093,-0.02800167598770318,-0.06863207374504815,-0.7310746321785306,-0.11741226352937799,-0.2566241905436562,0.19140764957858006,0.41786200868581685,-0.0739953860492033,-0.3412740390397736,-0.12277557583353091,-0.26857540760848625,0.37208867454885486,0.4072767403023225,0.000136059000299577,1.078603976193043
"0.04,0.01,0.46,0.49",0,adam_first,2,all,61440,-0.04733853458538676,-0.24715292192969615,0.041376635594061274,0.4407474085670617,0.003342441771427466,0.007305466978049171,0.00261945721989928,0.005718536631025897,-0.0059618989913274864,-0.02749686781503575,-0.043996092813961156,-0.09624282745545308,-0.08943815473097554,-0.0978962344437166,-2.700468932394426e-05,-0.21407893058548846
"0.04,0.01,0.46,0.49",0,adam_first,2,Octx,24616,-0.09436668912103598,-0.49268535989483375,0.06415844499132169,0.6834211617649276,0.0721547989775987,0.15770641264260615,-0.041946554847884523,-0.09157351707090977,-0.030208244129712954,-0.13932340970005208,-0.02221189014343672,-0.048589203581639366,-0.27262648793783906,-0.2984085109873852,-3.4002283156096185e-06,-0.02695521628929762
"0.04,0.01,0.46,0.49",0,adam_first,2,Dctx,26554,-0.03119654539471035,-0.16287613074518822,0.0013889654639917513,0.014795377150755499,0.03690425875412226,0.08066044589984948,-0.0070966788234027535,-0.015492758385958613,-0.029807579930720432,-0.13747550678624215,0.0057077133594106285,0.012485801280986147,-0.07658644843622572,-0.08382915472570358,6.156056473195936e-05,0.4880196808030421
