seed,d_model,arm,frac,set,n_seqs,em_obs,em_pred_chain,mean_pi_b,em_rate_stored,p0,eps,gamma,q_m,q_a,nll,lrt_switch,null_p0,null_pivot_pred,pivot_excess,p0_from_t1,first_token_p_b,piv_stay_A,piv_drift_AM,piv_pivot_MA,piv_stay_M,piv_n
0,64,corrective,0.02,corr,120,0.5916666666666667,0.59345,0.6340529322624207,0.6,0.2358970263176174,0.04362030991257689,1.965491936548677e-42,0.707999076521366,0.43520848229757,1610.3868945553897,9.540230308276023,0.5775187582110255,0.15997124338693533,-0.11830457672026867,0.7588999807915697,0.6422292590141296,0.325,0.20833333333333334,0.041666666666666664,0.425,120
0,64,corrective,0.02,heldout,2260,0.9411504424778762,0.9357,0.9225814938545227,0.9469026548672567,0.9579969622285307,1.3229168064612543e-13,5.758420232803868e-44,0.7242839312624213,0.35366516055532243,27058.000180229956,1.3114186003804207e-07,0.9579984506077155,0.09888661963503723,-0.0254352922014089,1.2503043200851311,0.8170514106750488,0.03805309734513274,0.12168141592920353,0.07345132743362832,0.7668141592920354,2260
0,64,corrective,0.05,ft,120,1.0,0.96,0.9722006320953369,1.0,6.565229424810478e-13,0.2004145959482159,0.0,0.7196584044746442,0.6670107155709799,1450.7380435570053,3.048912762972577,0.9999955141742679,0.119729630401362,-0.06139629706802867,0.4433061087084465,0.6903497576713562,0.0,0.13333333333333333,0.058333333333333334,0.8083333333333333,120
0,64,corrective,0.05,corr,120,0.4083333333333333,0.4587,0.4908049404621124,0.425,4.0777912729063174e-14,0.24020763138415996,0.1971709959398306,0.6842667001973941,0.3496003733970308,1645.9129449416082,25.066050264246314,0.25850329534125516,0.20416512792797292,0.00416820540536042,0.15616074007361086,0.40186211466789246,0.375,0.18333333333333332,0.20833333333333334,0.23333333333333334,120
0,64,corrective,0.05,heldout,2260,0.8787610619469026,0.89965,0.8759699463844299,0.8902654867256637,0.99999999999997,0.016101844407333598,0.006871240041210809,0.7026224005176164,0.2955796261836448,28148.83096873044,106.35118885210977,0.8912068795022497,0.12878287632418556,0.010597654649265764,1.0709064374670136,0.7314843535423279,0.061504424778761065,0.08893805309734513,0.13938053097345132,0.7101769911504425,2260
0,64,corrective,0.1,ft,120,0.9833333333333333,0.973,0.963851809501648,0.9833333333333333,0.5318799969269754,0.28747852752651354,1.0,0.9999999999991003,0.6278991116397897,1427.7445293893559,11.215763138634884,0.9999999997479574,0.10945050241955998,-0.017783835752893315,0.33645900324835026,0.753095805644989,0.008333333333333333,0.1,0.09166666666666666,0.8,120
0,64,corrective,0.1,corr,120,0.5333333333333333,0.58765,0.629397988319397,0.6,0.9850849516674662,0.2517709729655118,0.04830035879306393,0.6268128394447345,0.041497717108042155,1622.9553801520965,54.853956112801825,0.9565942852196418,0.24176897821225232,0.2082310217877477,0.8653374721945472,0.5479928255081177,0.15833333333333333,0.11666666666666667,0.45,0.275,120
0,64,corrective,0.1,heldout,2260,0.8376106194690266,0.8576,0.8386463522911072,0.856637168141593,0.9667927521570221,0.1577228747681588,0.028054127595608533,0.7377074177677204,0.19394924055354656,27905.25898809668,734.461702468041,0.7574043358763917,0.12712282251495705,0.045886027042565086,0.9615256633580026,0.7167866826057434,0.07920353982300884,0.13849557522123893,0.17300884955752213,0.6092920353982301,2260
0,64,corrective,0.25,ft,120,0.95,0.9425,0.9319652318954468,0.9666666666666667,0.817403631866639,0.837319531837394,0.22101830347995136,0.8645101985370435,9.966154636882336e-76,1493.897314927588,-2.010025208384377,0.976356017728109,0.13553275367070391,-0.052199420337370586,0.8250035626938503,0.7132239937782288,0.016666666666666666,0.09166666666666666,0.08333333333333333,0.8083333333333333,120
0,64,corrective,0.25,corr,120,0.48333333333333334,0.44365,0.5264927744865417,0.5416666666666666,0.9999999999999523,0.01760646414581624,0.058438182153455004,0.5760154597782411,0.3853040390350021,1653.479929947186,19.66492401410096,0.9999996239534961,0.23887049236230454,0.22779617430436214,1.1295438005017904,0.6007209420204163,0.24166666666666667,0.15833333333333333,0.4666666666666667,0.13333333333333333,120
0,64,corrective,0.25,heldout,2260,0.784070796460177,0.7952,0.7940396070480347,0.8137168141592921,0.8905277285648946,0.06397855278224493,0.026594289041182,0.7511691406667504,0.2852604116256193,27932.737305013194,506.9898089758499,0.7625177665594072,0.10495089114255787,0.09416415310522974,0.9512570144410977,0.728459358215332,0.11238938053097346,0.10353982300884956,0.19911504424778761,0.5849557522123894,2260
0,64,corrective,0.5,ft,120,0.9583333333333334,0.94895,0.9377135038375854,0.975,0.9999999824056968,7.750411518068908e-63,0.9999999999997036,0.7916666763460558,0.6877193001615541,1477.0912588998776,6.203385730462287,0.560413834248653,0.13621735281667371,-0.019550686150007046,0.5653207490286408,0.7464829087257385,0.016666666666666666,0.1,0.11666666666666667,0.7666666666666667,120
0,64,corrective,0.5,corr,120,0.35833333333333334,0.37485,0.449930340051651,0.44166666666666665,0.9999999999999793,2.8009271419975962e-36,0.06235315888678349,0.5762260639792272,0.34611064657617785,1640.0417846991393,40.56303690613959,0.20455265490011276,0.2057302365507143,0.25260309678261905,0.9119150705763184,0.5559563636779785,0.375,0.041666666666666664,0.4583333333333333,0.125,120
0,64,corrective,0.5,heldout,2260,0.7690265486725664,0.76315,0.7730162739753723,0.8137168141592921,1.0,0.00046841046542948786,0.01489427137237425,0.6592174630267036,0.29822399743089195,29726.797060496945,406.52805505046854,0.8702217619815867,0.18090846407164554,0.10006498725578808,1.071742709145052,0.6851161122322083,0.12345132743362831,0.11415929203539824,0.2809734513274336,0.4814159292035398,2260
0,64,aligned,0.05,ft,120,0.9916666666666667,0.96155,0.9641661047935486,0.9916666666666667,0.9095082832344622,1.0,0.15460051728242546,0.8062878515773428,1.9957148945298123e-13,1463.1023340415568,7.636593898580941,1.0,0.12818781677759952,-0.011521150110932854,0.885909206818752,0.7142978310585022,0.0,0.06666666666666667,0.11666666666666667,0.8166666666666667,120
0,64,aligned,0.05,corr,120,0.3,0.3316,0.3681887090206146,0.38333333333333336,0.7300032908947602,1.913645613185448e-15,0.023789656342400645,0.5620506859888841,0.21114611115176857,1555.7129967935584,11.999052464768283,0.597665648195925,0.15383400117563964,-0.06216733450897298,0.7271230368150444,0.466296911239624,0.6083333333333333,0.11666666666666667,0.09166666666666666,0.18333333333333332,120
0,64,aligned,0.05,heldout,2260,0.8225663716814159,0.8353,0.8126174211502075,0.8438053097345133,0.9020919820746462,0.0014805871845957042,0.001734807025451701,0.6904661386317322,0.18188402123933525,28112.109676807784,23.302685497859784,0.8879814651803114,0.12586093835379986,-0.03426801799981756,0.9225749285061313,0.6510891318321228,0.14424778761061946,0.1163716814159292,0.0915929203539823,0.647787610619469,2260
0,64,aligned,0.1,ft,120,1.0,0.9707,0.9792425632476807,1.0,0.7185273357877542,0.7188813735485435,0.26785940669195824,0.9854826917102208,0.030733639736419818,1409.470262768159,0.3836388275731224,0.515165564067315,0.097559039767977,-0.022559039767977004,0.7843992830437183,0.7796381115913391,0.0,0.06666666666666667,0.075,0.8583333333333333,120
0,64,aligned,0.1,corr,120,0.2833333333333333,0.2564,0.3441013991832733,0.31666666666666665,0.017933347142832456,0.027377661378050706,0.05966286110695866,0.8147994047813499,0.3569983165537864,1593.2523885032601,53.01575025694228,0.219257289331087,0.1297777584216113,-0.046444425088277966,0.0982748620129982,0.4019886553287506,0.6083333333333333,0.225,0.08333333333333333,0.08333333333333333,120
0,64,aligned,0.1,heldout,2260,0.7898230088495575,0.76875,0.7837305068969727,0.8278761061946903,0.6901288647153192,0.08311183006257497,0.012370270526980904,0.700985707251073,0.34350505792067226,29323.241568812624,184.60572525820317,0.852486438234775,0.15320034785882716,-0.021784418655287352,0.7896856524571805,0.6258023977279663,0.15,0.1995575221238938,0.1314159292035398,0.5190265486725664,2260
0,64,aligned,0.25,ft,120,0.9916666666666667,0.96605,0.9664304256439209,0.9916666666666667,0.38429434520241934,0.33603077292618744,1.0,0.999999999997961,0.6032144283470369,1452.217355797265,6.768375728040155,0.9958960865073351,0.11988741497554112,0.021779251691125545,0.27631186060525736,0.7128509879112244,0.008333333333333333,0.08333333333333333,0.14166666666666666,0.7666666666666667,120
0,64,aligned,0.25,corr,120,0.175,0.17205,0.252178817987442,0.19166666666666668,0.06472961592355131,0.009816368515823667,0.021174093255010004,0.7192834711277243,0.35023690120532636,1590.666826955412,9.865484473212746,0.17721846022291626,0.11048096839397384,-0.02714763506064051,0.01491670083315515,0.35574185848236084,0.675,0.175,0.08333333333333333,0.06666666666666667,120
0,64,aligned,0.25,heldout,2260,0.763716814159292,0.7492,0.7590644359588623,0.7893805309734513,0.7600102440815053,0.0308025182277411,0.003593850763403345,0.694050794948751,0.30341435084458196,29152.014460439044,111.07217208205839,0.8150730224982138,0.13427179446925697,0.00201139137145101,0.7221350476534458,0.5855066180229187,0.1765486725663717,0.1314159292035398,0.13628318584070798,0.5557522123893806,2260
0,64,aligned,0.5,ft,120,0.9583333333333334,0.93735,0.9359168410301208,0.975,1.0,0.0956459328162123,0.004723888332230466,0.7177183779872679,0.17432274419110638,1448.5405554770373,-0.6872214418517615,0.9796966691671916,0.11018511454839397,0.06481488545160602,1.0705655719828295,0.7560634016990662,0.03333333333333333,0.06666666666666667,0.175,0.725,120
0,64,aligned,0.5,corr,120,0.15,0.14015,0.22062638401985168,0.16666666666666666,1.0,0.24913727268375102,0.06919717296196384,0.4652880599953871,0.013093778866008172,1576.8406548154207,19.70234294552347,0.16948810373877643,0.10696297194659579,0.0680370280534042,0.8988207210401614,0.419535368680954,0.6333333333333333,0.09166666666666666,0.175,0.1,120
0,64,aligned,0.5,heldout,2260,0.7690265486725664,0.77475,0.7666075825691223,0.7880530973451327,0.866432530837212,0.023644015759980434,0.010522036923214243,0.6972724757051458,0.29188452565300066,29022.566595273696,143.0033506176842,0.8044522681478014,0.12883724372377456,0.01275567663020774,0.7025234105571218,0.5766790509223938,0.16194690265486725,0.13584070796460176,0.1415929203539823,0.5606194690265487,2260
0,128,base,-1.0,ft,120,0.5333333333333333,0.5358,0.5659750699996948,0.5916666666666667,0.6383106565677503,8.740297244063115e-14,0.013530648015131019,0.6759504172064278,0.34379989554539714,1598.818081485645,4.180157036588298,0.5653249406318007,0.13350307465196384,0.033163592014702814,0.4760999241743564,0.5019367337226868,0.38333333333333336,0.125,0.16666666666666666,0.325,120
0,128,base,-1.0,corr,120,0.43333333333333335,0.45315,0.4972815215587616,0.48333333333333334,0.48250814421039934,2.591588309083151e-55,7.776247650679085e-52,0.6358581344391527,0.37252103645399043,1628.3514224032576,1.3719727576244622e-08,0.4825172351684021,0.15355571015890834,0.029777623174424978,0.47906954424016535,0.4986778199672699,0.4083333333333333,0.15,0.18333333333333332,0.25833333333333336,120
0,128,base,-1.0,heldout,2260,0.4650442477876106,0.4732,0.515393078327179,0.5323008849557522,0.5112095628176551,0.0007805521321628527,0.0008071129880639969,0.635010520390537,0.37362402404980294,30718.63466641646,0.12501047681143973,0.5108021867815932,0.15798581492575206,0.004403565605221399,0.49721576549403035,0.5035895109176636,0.4097345132743363,0.16194690265486725,0.16238938053097346,0.265929203539823,2260
0,128,corrective,0.0,ft,120,1.0,0.97655,0.9811146855354309,1.0,0.8000000010973253,0.7451298764850486,0.2854567357460765,1.0,4.932733155936482e-12,1404.8314114002023,5.758624130317003,0.512762833884195,0.09662733050220106,0.011706002831132281,0.7555756568896634,0.7555756568908691,0.0,0.058333333333333334,0.10833333333333334,0.8333333333333334,120
0,128,corrective,0.0,corr,120,1.0,0.9958,0.9877374768257141,1.0,0.5483107212952317,0.8133309296445377,0.9999984747781293,0.921915190173591,0.6494772752067139,1270.186331604291,36.01172074120768,0.5216493354973794,0.051933894654660286,-0.018600561321326953,0.3726816302424712,0.7510098814964294,0.0,0.025,0.03333333333333333,0.9416666666666667,120
0,128,corrective,0.0,heldout,2260,0.9663716814159292,0.9485,0.9465525150299072,0.9752212389380531,0.999999999999972,0.278020586888901,0.08905593491508161,0.7811801620824814,0.4589684437412324,26905.935717046028,254.8363669997634,0.9916174864626469,0.10831421950093041,0.006730028286680206,1.069639017298688,0.8036186695098877,0.016371681415929203,0.1433628318584071,0.11504424778761062,0.7252212389380531,2260
0,128,corrective,0.01,ft,120,1.0,0.96455,0.9726576209068298,1.0,5.08977844125639e-12,0.29551794313110596,0.0,0.7234169965605636,0.641590539207046,1443.2346114404227,5.647598594845931,0.9999684968601198,0.1162790401018931,-0.04961237343522644,0.5699049073777561,0.6882238388061523,0.0,0.15,0.06666666666666667,0.7833333333333333,120
0,128,corrective,0.01,corr,120,0.6083333333333333,0.60455,0.6305437684059143,0.6083333333333333,0.6070603392825549,0.0,1.0278566730041849e-91,0.658528345522472,0.41414388048657236,1624.8807334497224,5.552101356443018e-08,0.6070536853455928,0.16822595138075203,0.015107381952581295,1.6222200267829048,0.8105892539024353,0.25833333333333336,0.11666666666666667,0.18333333333333332,0.44166666666666665,120
0,128,corrective,0.01,heldout,2260,0.9508849557522124,0.9549,0.9293304681777954,0.9535398230088495,0.8620329605018402,0.3672311836530536,1.0,0.8654079405494465,0.6274809369574192,27594.247754399254,180.1336146982576,0.9754299288176729,0.12189641150864593,-0.028091101774132654,0.8686827611897836,0.834164023399353,0.033185840707964605,0.16194690265486725,0.09380530973451327,0.7110619469026549,2260
0,128,corrective,0.02,ft,120,1.0,0.9609,0.9734300971031189,1.0,0.37866663029903297,0.2685533575104729,1.0,0.9999999999994811,0.6189080874123807,1459.4028611394224,4.820279891323935,0.6682993082077063,0.12519171100157642,-0.03352504433490976,0.28365426924980996,0.7270064353942871,0.0,0.10833333333333334,0.09166666666666666,0.8,120
0,128,corrective,0.02,corr,120,0.475,0.44365,0.5018535852432251,0.49166666666666664,2.3974524944031338e-70,0.09593261885659637,0.350165439824806,0.9999999999998626,0.393765380469076,1637.3135666394116,51.7121114598981,0.21436290867949148,0.23083853212477723,0.10249480120855609,0.2828034797716924,0.5652106404304504,0.36666666666666664,0.11666666666666667,0.3333333333333333,0.18333333333333332,120
0,128,corrective,0.02,heldout,2260,0.9561946902654868,0.93285,0.9273552298545837,0.9628318584070796,1.2620813664014107e-13,0.08731678022937907,0.0,0.7626607436565713,0.622839327561828,27643.859005499267,89.26381396058423,0.030623534003394123,0.13946405859130567,-0.03813662496298709,0.8439283696161649,0.7408385872840881,0.016371681415929203,0.16681415929203539,0.10132743362831859,0.7154867256637168,2260
0,128,corrective,0.05,ft,120,1.0,0.9617,0.9727698564529419,1.0,1.90077326539538e-12,0.1968109857713811,0.0,0.7186663923627671,0.6758368531031631,1448.5347419662007,2.1619134168558958,0.9999974938881088,0.11824814926013233,-0.084914815926799,0.8684894234506902,0.7130338549613953,0.0,0.13333333333333333,0.03333333333333333,0.8333333333333334,120
0,128,corrective,0.05,corr,120,0.2833333333333333,0.32935,0.3657967746257782,0.31666666666666665,1.3372261970601284e-13,0.24953294022494754,0.3924129644005468,0.7052984957545558,0.34136170617434664,1652.0723121135438,9.41542592244059,0.0887271851630786,0.1901704676435825,0.10149619902308418,0.13800420180323203,0.3915865123271942,0.48333333333333334,0.10833333333333334,0.2916666666666667,0.11666666666666667,120
0,128,corrective,0.05,heldout,2260,0.7566371681415929,0.81155,0.7684022784233093,0.7730088495575221,1.0,5.511172899488427e-13,0.010597813793512377,0.6782882496178732,0.19579566576467963,28975.342632728134,108.71581027345383,0.7537607389632951,0.12674109969318753,0.037860670218316905,0.7680447466625001,0.5663715600967407,0.13761061946902656,0.10530973451327434,0.16460176991150444,0.5924778761061947,2260
0,128,corrective,0.1,ft,120,1.0,0.97525,0.9789184927940369,1.0,0.999999999934738,0.6444174960416778,0.806075582435337,0.833252565227892,0.6268369119207484,1411.8097812487688,11.14828109883183,0.9999995478479954,0.10131660692878551,-0.026316606928785513,0.6920772061351467,0.7696924805641174,0.0,0.11666666666666667,0.075,0.8083333333333333,120
0,128,corrective,0.1,corr,120,0.4583333333333333,0.4652,0.5296151638031006,0.5416666666666666,0.5872748036079921,0.2724108418233585,0.2443545359250797,0.7495080253665758,0.24602612880980737,1642.9406571709633,36.49949283373371,0.007572159069508105,0.23954760864977176,0.3104523913502283,0.5608788607323789,0.5284184813499451,0.24166666666666667,0.041666666666666664,0.55,0.16666666666666666,120
0,128,corrective,0.1,heldout,2260,0.8610619469026549,0.8768,0.8612350225448608,0.8783185840707964,0.999999999999885,0.2070723482802665,0.0323938502232392,0.732040537851628,0.20785840289757987,28041.28420125469,306.3053134180009,0.8652187061625987,0.12333218786716707,0.03242002452221346,1.036767924027526,0.7513136267662048,0.0743362831858407,0.12433628318584071,0.15575221238938053,0.6455752212389381,2260
0,128,corrective,0.25,ft,120,0.9916666666666667,0.96075,0.9700227379798889,1.0,0.7166666630800258,0.7331334241209714,0.3087414747774216,0.9999999999984917,5.8493718879536455e-30,1455.4462682552426,4.111213692416186,0.5270184465818397,0.1227035137630444,-0.03937018042971108,0.7396206259738634,0.7396206259727478,0.0,0.14166666666666666,0.08333333333333333,0.775,120
0,128,corrective,0.25,corr,120,0.5166666666666667,0.4631,0.5525895357131958,0.5666666666666667,0.9999999999999978,3.1339385176444802e-27,0.059608032864584076,0.6110278820996202,0.3617246269275945,1637.0513128813495,49.96930150115122,0.977910729170341,0.23927845970367262,0.33572154029632734,1.0189700099841914,0.615757167339325,0.20833333333333334,0.09166666666666666,0.575,0.125,120
0,128,corrective,0.25,heldout,2260,0.8115044247787611,0.80105,0.8118847608566284,0.8367256637168141,0.9999999999999862,0.1551368045377613,0.03298060308795885,0.7045596072022496,0.18222444673891913,28942.39786068289,801.9802777400764,0.8562785814658097,0.15784445680682987,0.11383695912237365,1.0502860550238584,0.7308257818222046,0.0831858407079646,0.12168141592920353,0.27168141592920353,0.5234513274336283,2260
0,128,corrective,0.5,ft,120,0.9833333333333333,0.96685,0.9578572511672974,0.9916666666666667,0.9999999999997193,7.766453729501927e-18,0.10644613482505685,0.7661932886111325,0.682719578107592,1423.9001672347972,7.768613344916957,0.5092653084184052,0.10655817172452345,0.043441828275476546,0.4897368712610874,0.7235997319221497,0.008333333333333333,0.08333333333333333,0.15,0.7583333333333333,120
0,128,corrective,0.5,corr,120,0.36666666666666664,0.3732,0.4705567955970764,0.475,0.9999999999999947,0.0,0.09651829727814996,0.6128372739672666,0.37905797662364443,1631.8114041583055,62.08185523719885,0.5086891902166293,0.2267738836294213,0.406559449703912,0.8768156812343616,0.5840393304824829,0.25833333333333336,0.058333333333333334,0.6333333333333333,0.05,120
0,128,corrective,0.5,heldout,2260,0.8053097345132744,0.7921,0.8066121935844421,0.845575221238938,0.9910802060794717,0.04451811958363969,0.049750846842884125,0.7535409370568031,0.39575822075478845,28446.44996506031,850.7468737104136,0.44247351190728446,0.1636576411935867,0.13103262429313897,0.9600416237532279,0.7392445206642151,0.08672566371681416,0.09778761061946903,0.29469026548672567,0.5207964601769911,2260
0,32,base,-1.0,ft,120,0.48333333333333334,0.4896,0.5203319191932678,0.55,0.5904732574525768,0.005865394543669007,0.015212918914535552,0.6574223173241475,0.3409495851594338,1612.9812988795723,2.8309378030276093,0.5123219794978955,0.14089959530059473,0.025767071366071925,0.4876041738208716,0.495263010263443,0.4166666666666667,0.11666666666666667,0.16666666666666666,0.3,120
0,32,base,-1.0,corr,120,0.4,0.4246,0.47586166858673096,0.475,0.45621404258628595,8.166649210072929e-133,0.0010943510251019042,0.6313097595928843,0.37451903832704253,1631.056036582344,0.00540317482636965,0.4500944130105241,0.15413809141747015,0.020861908582529842,0.4626298099457837,0.4933180809020996,0.45,0.125,0.175,0.25,120
0,32,base,-1.0,heldout,2260,0.42920353982300885,0.4394,0.484062522649765,0.4942477876106195,0.505626343594802,2.52281846773865e-14,0.005310593413290546,0.6294737141666404,0.36668822615140845,30725.159478630445,4.41533680784778,0.4816812841498264,0.15570157225902476,0.011555064909116841,0.513710274045542,0.5016838312149048,0.4398230088495575,0.15309734513274337,0.1672566371681416,0.2398230088495575,2260
0,32,corrective,0.0,ft,120,0.9916666666666667,0.97105,0.9719371795654297,1.0,0.2032018212230426,5.221660286194704e-305,0.31421091733710105,0.999999999999797,0.7128136045614165,1416.1247114902994,4.430136026645869,0.9999991750065433,0.10178964857779003,-0.010122981911123374,0.10014037842752331,0.7415725588798523,0.0,0.06666666666666667,0.09166666666666666,0.8416666666666667,120
0,32,corrective,0.0,corr,120,0.925,0.90995,0.8997781276702881,0.9333333333333333,0.9059154687401859,0.06811979069337784,1.979131183810924e-154,0.7111327036532991,0.2326629761362574,1467.3355402898053,1.9126806409913115,0.9605182831769312,0.11734234910093781,-0.05900901576760448,0.9564583288904505,0.6902993321418762,0.058333333333333334,0.11666666666666667,0.058333333333333334,0.7666666666666667,120
0,32,corrective,0.0,heldout,2260,0.9646017699115044,0.9496,0.9435935616493225,0.9734513274336283,0.0024112714812348397,0.017455471701568404,0.09413019215867416,1.0,0.6820122130924324,26856.64032288667,137.9181225755674,0.9870425706546222,0.10319333901003774,-0.02221988768260412,0.2442813594336704,0.7596907019615173,0.024336283185840708,0.08539823008849558,0.08097345132743362,0.8092920353982301,2260
0,32,corrective,0.01,ft,120,0.9833333333333333,0.9621,0.9564397931098938,0.9833333333333333,0.5672473666911338,0.8078626828036237,0.8426541922529117,0.8081905911714194,0.5979573129862323,1461.2482319472767,4.550527452273855,0.9999999999999998,0.12618925119598803,0.03214408213734529,0.5469207211983849,0.7129382491111755,0.0,0.08333333333333333,0.15833333333333333,0.7583333333333333,120
0,32,corrective,0.01,corr,120,0.775,0.76485,0.7830144166946411,0.8,0.24856423813843248,0.17898904085001488,0.12767106798011504,0.8420613598224734,0.39435952856278167,1540.8971797266302,50.57644554168792,0.705378293290299,0.16090783785323948,-0.03590783785323948,0.5545674954967785,0.6426404118537903,0.11666666666666667,0.26666666666666666,0.125,0.49166666666666664,120
0,32,corrective,0.01,heldout,2260,0.8960176991150443,0.87725,0.8753705620765686,0.9110619469026549,0.990374529894236,0.16673823227126372,0.015645621526582082,0.6938528376098112,0.2320547472607657,28719.865734220362,48.00505975214037,0.9461799382288103,0.14877472927803773,-0.005411897419630635,1.0271737990902938,0.7064016461372375,0.06415929203539823,0.1561946902654867,0.1433628318584071,0.636283185840708,2260
0,32,corrective,0.02,ft,120,0.9666666666666667,0.94685,0.9525654911994934,0.9833333333333333,1.0,0.0,0.9999999999991445,0.7166666653646375,0.6903508772421725,1482.437646981068,0.3757427935265696,0.527810393408022,0.1377271005316461,-0.0377271005316461,1.0555837836645454,0.7181293964385986,0.016666666666666666,0.075,0.1,0.8083333333333333,120
0,32,corrective,0.02,corr,120,0.6416666666666667,0.5686,0.6543033123016357,0.65,6.64193335367017e-14,0.06713684167910453,0.0028507443648182955,0.7606595961009822,0.39759435833269763,1576.8981241312736,69.72493319115301,0.7483185094151927,0.17092511773138389,-0.037591784398050554,0.669039034844774,0.6404991745948792,0.23333333333333334,0.325,0.13333333333333333,0.30833333333333335,120
0,32,corrective,0.02,heldout,2260,0.8362831858407079,0.80185,0.8212881684303284,0.8482300884955752,0.7552847289763441,0.10475686115578255,0.01095489944556517,0.6910285926380708,0.3228236788106533,29291.736436516552,121.89854370045214,0.9013513293100796,0.1597378478885877,-0.026994485056729273,1.0337015962101939,0.7034376859664917,0.10663716814159292,0.2013274336283186,0.13274336283185842,0.5592920353982301,2260
0,32,corrective,0.05,ft,120,0.9833333333333333,0.9621,0.9584482312202454,0.9833333333333333,0.6833333272768991,0.7334337319747444,0.3032178288020438,0.999999999997677,2.4428252355586917e-20,1451.4388755520195,3.403738172312387,0.5152120114402019,0.12022429435356011,-0.03689096102022678,0.7281187176721321,0.7281187176704407,0.008333333333333333,0.1,0.08333333333333333,0.8083333333333333,120
