feature_id,activation,example_index,token_position,token_id,token_text
1880,11.167747,14,127,6158,ATE
1880,11.143776,16,54,6158,ATE
1880,11.10553,16,122,6158,ATE
1880,11.043839,4,117,6158,ATE
1880,11.023249,16,58,6158,ATE
1880,11.021643,16,126,6158,ATE
1880,11.014812,58,117,6158,ATE
1880,10.836628,16,82,6158,ATE
1880,10.834887,16,46,6158,ATE
1880,10.800419,16,74,6158,ATE
1880,10.791382,10,120,6158,ATE
1880,10.742191,28,118,6158,ATE
1880,10.701956,16,66,6158,ATE
1880,10.69079,34,125,6158,ATE
1880,10.685957,54,120,6158,ATE
1880,10.6742,22,51,6158,ATE
1880,10.667505,58,109,6158,ATE
1880,10.662642,4,61,6158,ATE
1880,10.570026,54,76,6158,ATE
1880,10.566427,4,121,6158,ATE
1880,10.566408,16,62,6158,ATE
2116,11.765284,35,92,345, you
2116,11.195321,27,96,345, you
2116,11.075489,39,4,345, you
2116,10.745833,8,20,345, you
2116,10.723101,21,117,345, you
2116,10.613091,31,105,345, you
2116,10.28948,9,104,345, you
2116,9.59555,41,66,345, you
2116,8.63523,41,116,345, you
2116,7.696083,3,60,345, you
2116,7.647809,5,17,345, you
2116,7.550242,50,99,7013, YOU
2116,7.546932,24,98,7013, YOU
2116,7.530002,26,96,7013, YOU
2116,7.381652,24,94,7013, YOU
2116,7.366509,42,97,7013, YOU
2116,7.279519,26,100,7013, YOU
2116,7.214921,54,97,7013, YOU
2116,7.185974,30,96,7013, YOU
2116,7.14752,3,72,345, you
2116,7.041796,42,101,7013, YOU
2116,7.033074,50,95,7013, YOU
2116,7.013476,24,102,7013, YOU
2116,7.004277,6,99,7013, YOU
2116,6.969033,30,100,7013, YOU
2793,14.966994,32,98,314, I
2793,14.885464,40,98,314, I
2793,14.800048,18,96,314, I
2793,14.750564,42,98,314, I
2793,14.726813,54,98,314, I
2793,14.712955,48,96,314, I
2793,14.66303,20,96,314, I
2793,14.649992,16,96,314, I
2793,14.634829,50,96,314, I
2793,14.608297,12,96,314, I
2793,14.602012,6,96,314, I
2793,14.599661,52,60,314, I
2793,14.599092,60,96,314, I
2793,14.584949,10,98,314, I
2793,14.582187,52,44,314, I
2793,14.579313,62,96,314, I
2793,14.57913,34,95,314, I
2793,14.573664,52,96,314, I
2793,14.572606,12,60,314, I
2793,14.544319,28,96,314, I
2793,14.536229,18,92,314, I
2793,14.527268,36,60,314, I
2793,14.516171,38,96,314, I
2793,14.510271,48,92,314, I
2793,14.507045,36,44,314, I
2856,16.568815,2,37,6158,ATE
2856,16.307415,18,62,6158,ATE
2856,16.195892,22,51,6158,ATE
2856,15.739147,4,53,6158,ATE
2856,15.63924,48,62,6158,ATE
2856,15.426777,10,56,6158,ATE
2856,15.358259,10,60,6158,ATE
2856,15.309078,46,27,6158,ATE
2856,15.221891,32,64,6158,ATE
2856,15.187767,38,26,6158,ATE
2856,15.185675,52,26,6158,ATE
2856,15.180376,62,42,6158,ATE
2856,15.173941,34,61,6158,ATE
2856,15.133936,2,41,6158,ATE
2856,15.054384,52,22,6158,ATE
2856,15.039862,50,74,6158,ATE
2856,15.010941,44,39,6158,ATE
2856,14.99188,4,49,6158,ATE
2856,14.977404,20,54,6158,ATE
2856,14.91235,58,61,6158,ATE
2856,14.847197,32,68,6158,ATE
2856,14.80691,8,74,6158,ATE
2856,14.789894,22,55,6158,ATE
2856,14.786177,20,58,6158,ATE
2856,14.782274,16,50,6158,ATE
2944,13.121064,14,61,314, I
2944,12.832091,44,61,314, I
2944,12.749347,60,60,314, I
2944,12.734076,14,41,314, I
2944,12.686736,2,63,314, I
2944,12.6636,14,45,314, I
2944,12.558726,36,60,314, I
2944,12.558529,2,79,314, I
2944,12.544859,16,116,314, I
2944,12.534917,56,60,314, I
2944,12.489254,46,61,314, I
2944,12.470657,2,59,314, I
2944,12.425311,2,83,314, I
2944,12.411751,62,60,314, I
2944,12.348058,44,81,314, I
2944,12.259188,16,112,314, I
2944,12.150552,52,60,314, I
2944,12.100904,48,116,314, I
2944,12.095096,32,114,314, I
2944,12.089306,16,60,314, I
2944,12.061524,28,60,314, I
2944,12.046596,14,49,314, I
2944,12.043467,62,116,314, I
2944,12.038408,40,114,314, I
2944,12.033579,16,124,314, I
