seed,step,layer,prompt,base_dec_MD,base_dec_MO,base_dec_AD,base_dec_AO,base_dec_P_M,base_dec_P_D,base_dec_chi,own_dec_MD,own_dec_MO,own_dec_AD,own_dec_AO,own_dec_P_M,own_dec_P_D,own_dec_chi,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A
0,1,2,D,-0.0885024229610922,0.0329543489064032,0.9625173944416122,0.0930306796130478,-0.0555480740547048,0.8740149714805452,-0.9909434866961128,0.0464364849302414,-0.0173740747562648,0.9635699617271336,0.0073676280988834,0.0290624101739885,1.010006446657371,-0.8923917739417475,0.0010934311430901,2.5097799394302456e-09,0.0038220426067709,2.9497129738764727e-10
0,1,2,O,0.0693036056564428,0.010191500731002,-0.0111631759391929,0.9316680695517454,0.079495106387444,0.0581404297172539,1.0019433504163833,0.0106680593779218,0.0219725526485811,-0.0003484988251912,0.9677078867986716,0.0326406120265119,0.0103195605527178,0.9567518923532452,0.0010934311430901,2.5097799394302456e-09,0.0038220426067709,2.9497129738764727e-10
0,2,0,D,0.097096490891591,0.8533527971815822,1.0113580479146789,-0.961807335987837,0.9504492880731242,1.1084545388062996,-2.7294216901922,0.0469696518436553,-0.0361970113546323,0.8783027276114264,0.1109246318995373,0.0107726404890418,0.9252723794550592,-0.6842114325135351,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,2,0,O,0.2928307623827599,0.5592128892136401,-0.073835263134284,0.2217916115378875,0.8520436515964138,0.2189954992483898,0.0292447478414453,-0.042903777257468,0.0753302630562284,-0.0573704832953527,1.0249439974964916,0.0324264857988658,-0.1002742605529144,0.9640804404782384,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,2,1,D,-0.7394626646405755,0.5839995834122491,1.5610846148371484,-0.4056215336087252,-0.1554630812283721,0.8216219501965732,-3.290168396498842,0.0270800702249802,-0.0199153159862908,0.977902564161617,0.014932681599707,0.0071647542387043,1.0049826343866075,-0.9159744963506498,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,2,1,O,0.1202773841534932,-0.0147049601196883,-0.1112190486357195,1.005646624601916,0.1055724240338191,0.0090583355177688,1.2518480175108448,-0.0241521360013554,0.0440935109767857,0.0150383913080704,0.9650202337164968,0.0199413749754142,-0.0091137446932791,0.8817361954302362,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,2,2,D,0.0621530139210043,-0.0363304041075907,0.833448443780792,0.1407289464057627,0.0258226098133916,0.8956014577018288,-0.5942360793464849,0.0437999208916732,-0.0184066319847326,0.9680502513563638,0.0065564597366922,0.0253932889069417,1.0118501722480435,-0.8992872387432964,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,2,2,O,0.1465087026148132,0.0045894948887375,-0.0281774935203108,0.8770792960167556,0.1510981975035444,0.1183312090945084,1.0471759972631451,0.0036821729120817,0.0384687028376375,0.0016916393587396,0.9561574848914788,0.0421508757497408,0.0053738122708848,0.9196793156071754,0.0029106878209859,3.341978027648906e-09,0.008258325047791,3.7619748982642415e-10
0,3,0,D,-0.553918817374015,2.169812602514991,1.0736541878167625,-1.6895479729577012,1.6158937851409492,0.519735370442718,-5.48693358066328,-0.018245042289811,0.0211816873653161,0.9020126955026554,0.0950506594218729,0.0029366450755018,0.8837676532128347,-0.8463887657358437,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,3,0,O,-0.2441499130803386,1.612571562810558,-0.1051941304239028,-0.2632275193062883,1.3684216497301915,-0.3493440435043203,-2.014754864773098,-0.0788849619119957,0.0958945123870429,-0.0430964242013237,1.026086873726347,0.017009550475015,-0.1219813861134112,0.8944038236286712,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,3,1,D,-0.941991289214604,0.8836455274174835,1.867065953154435,-0.8087201913571898,-0.0583457617971885,0.9250746639398272,-4.501422961143825,0.037709670106766,-0.0302174071011269,0.9627939648011804,0.0297137721932553,0.0074922630056371,1.0005036349078265,-0.8651531154001222,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,3,1,O,0.2233202372253937,0.1258862640628013,-0.1811161268115019,0.8319096255233154,0.3492065012882012,0.0422041104138769,1.110459725497444,-0.0219676001625908,0.0510427273522524,0.0134662366336093,0.9574586361767754,0.0290751271896031,-0.0085013635290369,0.870982072028319,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,3,2,D,0.1929932201685658,-0.0944702674522026,0.6832689540470941,0.2182080932365051,0.0985229527163412,0.8762621742156931,-0.177597373189872,0.0466137090123552,-0.0233641694209985,0.958745328903673,0.0180051315050051,0.0232495395913601,1.005359037916009,-0.8707623189651986,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,3,2,O,0.1709737354560471,0.0330205597332018,-0.0027260283356903,0.7987317331464369,0.2039942951892438,0.1682477071203644,0.9394109372049836,-0.0094329463045081,0.0569302968848566,0.0146974660510594,0.9378051833685868,0.0474973505803609,0.0052645197465608,0.8567444741281929,0.008020638488233,4.525288588297371e-09,0.020131628960371,5.006569603338562e-10
0,5,0,D,-2.3338846529744224,5.131030982397139,1.5306770179229927,-3.327823347345637,2.797146329422628,-0.8032076350515267,-12.323416000639792,0.0057366729048995,-0.0236523586605184,0.8857500063838346,0.1321656793717753,-0.0179156857556348,0.891486679288779,-0.7241952954466976,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,5,0,O,-1.679651667955557,3.8787393953855407,0.2831191136573157,-1.4822068410873177,2.199087727429969,-1.3965325542982996,-7.32371701808553,-0.0469695358182304,0.0539256007995945,-0.0742060906709758,1.0672500256896154,0.0069560649813508,-0.1211756264891117,1.0405609797427384,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,5,1,D,-0.9713870504679412,1.185375984897738,2.017320540765203,-1.231309475194851,0.2139889344297218,1.0459334902972417,-5.405393051325864,0.0407664608627512,-0.029923575178854,0.9603084905156162,0.0288486238004636,0.010842885683909,1.0010749513783628,-0.8607698306735534,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,5,1,O,0.5107483655194116,0.5062277709879226,-0.3754596167254991,0.3584834802181924,1.016976136507329,0.1352887487938971,0.7384636914752004,-0.0376074652919172,0.0759224702127507,0.0379818806366173,0.9237031144425688,0.0383150049208549,0.0003744153446973,0.7721912983013006,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,5,2,D,0.5036544043383941,-0.1804070709656733,0.2897975309157446,0.3869551357114912,0.3232473333726952,0.7934519352541822,0.781219080099757,0.0525218096473022,-0.0256660200144036,0.9514816816813892,0.0216625286857361,0.0268557896328748,1.0040034913286744,-0.8516313233338629,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,5,2,O,0.1349310208561246,0.1863379542268115,0.0791463783273721,0.5995846465896777,0.3212689750829378,0.2140773991835126,0.4690313348916309,-0.0118980261999608,0.048965674868904,0.0178071546080849,0.9451251967229864,0.037067648668924,0.0059091284081249,0.8664543410460471,0.0491439886391162,8.927268702052515e-09,0.1406055986881256,1.0152865215218299e-09
0,7,0,D,-2.694568192467191,6.098667950350926,2.252021952802907,-4.656121710686621,3.4040997578836736,-0.4425462396643163,-15.701379806307449,0.0882121964467517,-0.1092663142057812,0.8843977585464424,0.1366563592126386,-0.0210541177590448,0.9726099549931976,-0.5502628886812535,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,7,0,O,-1.74610937869976,4.262071078223851,1.054506803164049,-2.5704685026880876,2.5159616995240497,-0.69160257553574,-9.633155762775532,0.01270704998542,0.0071404397950445,-0.0905625839090316,1.070715094128614,0.019847489780467,-0.0778555339235963,1.1668442882280323,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,7,1,D,-0.4510385217950461,1.2394831058222011,1.5546518912367402,-1.3430964752637182,0.7884445840270764,1.1036133694416528,-4.5882699941178,-0.0006655161692146,-0.0202991514700337,0.9973356074163772,0.0236290602228526,-0.0209646676392491,0.9966700912471904,-0.9540729118926708,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,7,1,O,0.9045602736771916,0.8007274084673508,-0.6248590615263332,-0.0804286206181732,1.7052876821445295,0.2797012121508387,0.6482633061180121,0.0385727671604161,0.0934986153224907,-0.0372949652228249,0.905223582739915,0.1320713824828965,0.0012778019376118,0.8875926998006715,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,7,2,D,0.6950524245871731,-0.225142559390054,0.0173695630542009,0.5127205717486388,0.4699098651970945,0.7124219876414141,1.415545992671619,0.0129940978291966,-0.0180840023793729,0.9896222106010468,0.0154676939491302,-0.0050899045501279,1.0026163084302493,-0.9430764164433922,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,7,2,O,0.1641643069691558,0.3231895875433219,0.0934573312131713,0.419188774274341,0.4873538945124701,0.2576216381823424,0.1667061624870095,0.0328143072305617,0.023768347370251,-0.0186663559048014,0.9620837013040152,0.0565826546008398,0.0141479513257389,0.9897960170691452,0.265864610671997,1.8731402207095016e-08,0.4375704824924469,1.6062892127521875e-09
0,9,0,D,-2.4506897301331527,6.689237591597934,3.2599330238357656,-6.498480885300537,4.238547861464765,0.8092432937027089,-18.898341230867032,0.1410118415573906,-0.1172875197657168,0.8695871680189988,0.1066885101893064,0.0237243217916635,1.0105990095763588,-0.504599296506692,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,9,0,O,-1.428901532869464,4.357120765861378,2.1995554453373125,-4.127774678329213,2.928219232991902,0.7706539124678156,-12.113352422397156,0.0778329566570059,-0.0081834486227858,-0.099782197680323,1.0301326896460714,0.0696495080342009,-0.0219492410233086,1.2159312926060866,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,9,1,D,0.2264821485241456,1.1664088954774343,0.8802363990605082,-1.2731274430618953,1.3928910440014926,1.1067185475845958,-3.093290589075747,0.041798932291428,-0.0076310157936051,0.9682311392505648,-0.0023990557483787,0.0341679164977993,1.0100300715420023,-0.9212002469139062,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,9,1,O,1.271653393343908,0.9491085332109196,-0.8322356004515443,-0.3885263261032476,2.220761926554808,0.4394177928923446,0.7662541344812847,0.0693286251612697,0.1032016702141673,-0.0454753116699966,0.8729450162946055,0.1725302953754227,0.0238533134912288,0.8845472829116872,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,9,2,D,0.5576443017101895,-0.2054783133991631,0.084982087608158,0.5628519240807844,0.3521659883109949,0.6426263893183848,1.2409924515819202,0.0395375349576372,-0.0261838825206921,0.9562588593748582,0.030387488188205,0.0133536524369763,0.995796394332498,-0.8601499537083531,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,9,2,O,0.2142479896633084,0.407242852843023,0.0732036349822865,0.3053055225113706,0.6214908425063241,0.2874516246456055,0.0391070243493685,-0.0065787802416735,0.0887078153291187,0.0325696036913336,0.8853013612212325,0.0821290350874598,0.0259908234496888,0.7574451619590747,0.4836220741271972,1.9557134578462865e-08,0.5128194093704224,1.357180035022054e-09
0,11,0,D,-2.6268132213881437,7.136991880068852,4.218620545371828,-7.728799204052545,4.510178658680676,1.5918073239838313,-21.711224850881138,0.1374894255454561,-0.1013375482977489,0.8992321142177455,0.0646160085345526,0.0361518772477216,1.0367215397632328,-0.5957891318402475,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,11,0,O,-1.6487092504081993,4.357887903612411,3.346954801245233,-5.056133454449409,2.7091786532041597,1.6982455508371184,-14.409685409715076,0.0722881371855921,0.0029633869144785,-0.0305764461012398,0.9553249220012264,0.0752515241000705,0.0417116910843906,1.05522611837343,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,11,1,D,0.7008371831075609,1.008231054729008,0.4269187506336322,-1.1359869884700018,1.709068237836482,1.1277559337411247,-1.8702996107251693,0.0542541207572631,-0.0302336859258394,0.955983266437224,0.0199962987313019,0.0240204348314841,1.010237387194528,-0.8514991610228881,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,11,1,O,1.4884229780170144,0.9201137195873884,-0.8771240152426814,-0.5314126823616987,2.408536697604394,0.6112989627743229,0.9140205913106128,0.0645133824433851,0.0830989961795991,-0.0388955936396119,0.8912832150166174,0.1476123786229538,0.0256177888037896,0.9115931949199634,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,11,2,D,0.5099924535119866,-0.2225503416291763,0.1020482162755554,0.6105096718415991,0.287442111882779,0.6120406697875779,1.2410042507071428,0.0467648626113024,-0.0282315749540982,0.9535444311957124,0.0279222811470764,0.0185332876572045,1.0003092938070228,-0.8506257124833032,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,11,2,O,0.2867448495702715,0.4092816503396533,-0.0236033900448667,0.3275768901349403,0.696026499909908,0.2631414595254118,0.2286434794104127,0.0363667460041201,0.094831060512341,-0.0288324888899726,0.8976346823734968,0.1311978065164833,0.0075342571141489,0.8680028567551484,0.4781054854393005,1.2272673544089231e-08,0.4411262571811676,7.347420449832497e-10
0,14,0,D,-3.6567867314866014,8.609287081736827,5.324061070226872,-9.27656142047708,4.952500350250139,1.6672743387404043,-26.866696303927103,0.1315930317011062,-0.0878861695713606,0.9027329252825808,0.0535602125876986,0.0437068621297391,1.0343259569837064,-0.6296935114225856,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,14,0,O,-3.0587022685330645,5.5350363793388375,4.711941084667931,-6.188275195473681,2.476334110805721,1.653238816134834,-19.493954928013355,0.0675657697140383,0.0113821740325681,0.0302965139281463,0.89075554232521,0.078947943746612,0.0978622836422045,0.916642624078581,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,14,1,D,1.5388124106071284,0.5612644246334466,-0.2913016539578161,-0.8087751812825807,2.1000768352404866,1.2475107566492336,0.4600744586488096,0.0356406884014022,-0.0272425362193859,0.9665948845610476,0.0250069632569354,0.0083981521820391,1.0022355729624484,-0.8787046966832548,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,14,1,O,1.874293622277546,0.6761926075454223,-1.0340325156188797,-0.5164537142040562,2.550486229822957,0.8402611066586516,1.7156798161469358,0.0242306829740794,0.0752507226828167,-0.007471731019082,0.9079903253622008,0.0994814056568512,0.0167589519550015,0.8644420166725835,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,14,2,D,0.5377522294631121,-0.2610492760333278,0.0162790869449515,0.7070179596252382,0.2767029534297399,0.5540313164080914,1.489540378176662,0.0629484713753429,-0.0302498005442098,0.9403882399991256,0.0269130891697375,0.0326986708311196,1.0033367113744704,-0.8202768789099298,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,14,2,O,0.4277856297877047,0.3163035354408841,-0.1186747375862667,0.3745855723576874,0.7440891652285601,0.3091108922014396,0.604742404290754,-0.0010607046572325,0.0892854506881076,-0.0085031885719837,0.9202784425411208,0.0882247460308705,-0.0095638932292256,0.8384354757676955,0.4663957357406616,7.517193978401338e-09,0.3619987368583679,5.80373749059504e-10
0,18,0,D,-4.448646534335932,11.248123573809476,5.727934849892714,-11.527411889366196,6.799477039473455,1.2792883155569856,-32.95211684740413,0.0890206720022952,-0.0737163750123678,0.9127263186808964,0.0719693843292388,0.0153042969899282,1.0017469906831744,-0.6780198873369773,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
0,18,0,O,-4.280824683809666,8.193799802341577,5.359437837930764,-8.272412956462606,3.9129751185318096,1.0786131541212995,-26.10647528054452,0.0730791670517279,-0.0069800483286516,0.0444145080253313,0.8894863732516223,0.0660991187230546,0.1174936750770426,0.9251310806067178,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
0,18,1,D,2.5961159988611064,0.215839462613665,-0.9776178702643348,-0.8343375912102555,2.8119554614746907,1.6184981285966868,2.523556815301366,0.0263706090700912,-0.0261140392041276,0.9661278349109732,0.0336155952230985,0.0002565698659762,0.9924984439810456,-0.8800275914136955,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
0,18,1,O,2.686592633566252,0.2693616550750912,-1.5312829407978152,-0.4246713478434913,2.9559542886413377,1.1553096927684212,3.523842571445469,0.0171991550332772,0.0787392801381812,-0.0002985922283773,0.904360157056932,0.0959384351714802,0.0169005628048997,0.843118624180365,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
0,18,2,D,0.750814861576474,-0.4710915756027998,-0.246789860066758,0.9670665740930482,0.2797232859736249,0.5040250015097527,2.4357628713389814,0.0416505885295497,-0.0295648125168552,0.9487765124832016,0.0391377115040909,0.0120857760127133,0.9904271010127664,-0.8384233999327084,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
0,18,2,O,0.6159920822481724,0.0738615494562165,-0.2397908219027705,0.5499371901983899,0.6898536317043588,0.3762012603454068,1.3318585448930804,0.0018403848879994,0.0745854457882368,-0.0181147585622518,0.941688927886025,0.0764258306762356,-0.0162743736742291,0.8870586255481121,0.4861549437046051,5.462441610148971e-09,0.3671448528766632,4.770037698165197e-10
1,0,0,D,0.140163799823452,-0.1474141640435768,0.9883923524028138,0.0188580118173327,-0.0072503642201453,1.1285561522262428,-0.6819563767185224,0.140163799823452,-0.1474141640435768,0.9883923524028138,0.0188580118173327,-0.0072503642201453,1.1285561522262428,-0.6819563767185224,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,0,0,O,-0.0654122673158085,0.0506766882559192,0.0003512845313455,1.0143842945285595,-0.014735579059897,-0.0650609827844732,0.89794405442539,-0.0654122673158085,0.0506766882559192,0.0003512845313455,1.0143842945285595,-0.014735579059897,-0.0650609827844732,0.89794405442539,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,0,1,D,-0.0077108923374476,-0.0030028668432894,1.0110187665084425,-0.0003050073277051,-0.0107137591807277,1.0033078741709929,-1.0160317993303347,-0.0077108923374476,-0.0030028668432894,1.0110187665084425,-0.0003050073277051,-0.0107137591807277,1.0033078741709929,-1.0160317993303347,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,0,1,O,-0.0257186315661643,0.0013121453070833,0.0182321050370293,1.0061743812220554,-0.0244064862590798,-0.0074865265291275,0.9609114993117764,-0.0257186315661643,0.0013121453070833,0.0182321050370293,1.0061743812220554,-0.0244064862590798,-0.0074865265291275,0.9609114993117764,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,0,2,D,-0.001069814416639,-0.0149190600648731,1.0009617386794094,0.015027135802101,-0.0159888744815085,0.9998919242627629,-0.9720853572290552,-0.001069814416639,-0.0149190600648731,1.0009617386794094,0.015027135802101,-0.0159888744815085,0.9998919242627629,-0.9720853572290552,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,0,2,O,-0.0101105707835945,-0.0137199203735554,0.0111720573851309,1.0126584337720212,-0.0238304911571525,0.0010614866015264,1.0050957259768136,-0.0101105707835945,-0.0137199203735554,0.0111720573851309,1.0126584337720212,-0.0238304911571525,0.0010614866015264,1.0050957259768136,0.0008314246661029,3.7629888094414804e-10,0.0004187673912383,2.2652564546365992e-10
1,1,0,D,-0.0602468586040975,-0.0711123791167322,0.2010722186608187,0.9302870190600432,-0.1313592377208608,0.1408253600566857,0.7400803209117844,0.1012255624966507,-0.1141827779163933,0.997872326730867,0.0150848886888421,-0.0129572154196827,1.099097889227593,-0.7673790976289797,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,1,0,O,-0.1478020338637707,-0.0363700021416402,-1.1039700239338643,2.288142059939288,-0.1841720360054308,-1.2517720577976506,3.2806800521509403,-0.0852152712456957,0.0688071300881875,0.012616089987353,1.003792051170104,-0.0164081411574384,-0.0725991812583033,0.8371535598489532,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,1,1,D,0.0730601394943759,0.1781616166366019,0.9563205710310574,-0.207542327162034,0.2512217561309862,1.0293807105254318,-1.2689643753353614,-0.0013781634041398,-0.0122730204678808,1.0056816037998124,0.0079695800721829,-0.0136511838719968,1.0043034403956967,-0.9868171666638844,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,1,1,O,-0.0933274534211637,0.0470876122301114,0.1308222693237858,0.9154175718672706,-0.0462398411910436,0.0374948159026297,0.644180236892201,-0.0225886360533317,-0.0003526235683148,0.0187579607498704,1.0041832988717898,-0.0229412596216401,-0.0038306753034689,0.9631893256369534,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,1,2,D,0.0271734819217721,0.0313249397138939,1.000333176037936,-0.0588315976736053,0.0584984216356665,1.027506657959698,-1.0633162315036433,-0.0002387432789676,-0.0168996524698113,1.0006682086256051,0.0164701871231887,-0.0171383957487859,1.0004294653466297,-0.9675371123115518,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,1,2,O,-0.033529919125885,0.0501692941107323,0.0526412145779442,0.930719410437215,0.0166393749848479,0.0191112954520463,0.7943789826226154,-0.0084703533984646,-0.0155047546150801,0.0110807891559829,1.0128943188575652,-0.0239751080135491,0.0026104357575198,1.0088479309182072,0.0045026936568319,5.848465600699625e-10,0.0007890539709478,2.619502115219774e-10
1,2,0,D,-0.5179911851458008,0.2713745776701183,-0.0013597081866352,1.2479763156623176,-0.2466166074756907,-0.5193508933324569,0.4599702610329557,0.0376093640946062,-0.0512180586830237,1.0512000999047206,-0.0375914053162731,-0.0136086945883775,1.088809463999307,-0.9999640824435212,0.0130322203040122,7.874492169435142e-10,0.0019875862635672,3.4936534221152726e-10
1,2,0,O,-0.4168063951221282,0.1023581549994392,-1.6288903718293173,2.9433386119520124,-0.3144482401226944,-2.0456967669514685,4.053064433659646,-0.0713446517730056,0.0449750866386158,0.008166292535009,1.018203272599397,-0.0263695651343631,-0.0631783592380004,0.8937172416525624,0.0130322203040122,7.874492169435142e-10,0.0019875862635672,3.4936534221152726e-10
1,2,1,D,0.2951846885408374,0.1628042503065777,0.7693738452331387,-0.2273627840805521,0.4579889388474272,1.0645585337739751,-0.8643561910794764,0.0025505710266663,-0.0134791852197574,1.001603909993851,0.0093247041992478,-0.0109286141931008,1.0041544810205238,-0.9762494495481396,0.0130322203040122,7.874492169435142e-10,0.0019875862635672,3.4936534221152726e-10
1,2,1,O,-0.065420764324614,0.0887486584805505,0.1351844192955653,0.8414876865485001,0.0233278941559478,0.0697636549709652,0.5521338444477605,-0.0289322125785272,0.0142513844768968,0.0267472460000793,0.9879335821015438,-0.0146808281016385,-0.0021849665784453,0.9180027390460448,0.0130322203040122,7.874492169435142e-10,0.0019875862635672,3.4936534221152726e-10
1,2,2,D,0.1680482834150993,0.0548398156794748,0.853948180696749,-0.0768362797913218,0.2228880990945777,1.0219964641118306,-0.817575992752423,0.0068536750090925,-0.0111709414341606,0.9926622904624888,0.0116549759625769,-0.0043172664250699,0.9995159654715848,-0.9629826980566402,0.0130322203040122,7.874492169435142e-10,0.0019875862635672,3.4936534221152726e-10
