pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.015,0.035,0.485,0.465",1,sgd_quarter,0,Octx,25463,7.400821603906993e-05,0.0006335513059349796,-7.675062706432703e-05,-0.0003947856860005635,-4.82232352171059e-06,-1.04616272130474e-05,7.56473454697984e-06,1.649478695364881e-05,-2.7424110252375066e-06,-1.1828383777519125e-05,6.918589251766035e-05,0.0001507111198091134,0.00016314590116996768,0.0001781116899891093,-8.981881712918696e-09,-0.0001082563358614143
"0.015,0.035,0.485,0.465",1,sgd_quarter,0,Dctx,25926,5.886149981889323e-05,0.0005038870287031987,-6.33309271829999e-05,-0.00032575816627579207,-1.0855957421783988e-05,-2.3551090895521875e-05,1.5325384786458928e-05,3.3416765051756463e-05,-4.469427364642546e-06,-1.9277235122025326e-05,4.800554239580087e-05,0.0001045728946789004,0.00014837376920912387,0.00016198447275950255,-1.3041850279172486e-08,-0.00015719010439045142
"0.015,0.035,0.485,0.465",1,sgd_quarter,1,all,61440,4.617392885627123e-06,3.952743964480394e-05,-1.5826933278230295e-06,-8.140971547104689e-06,-2.199949529856318e-06,-4.772606351535642e-06,-8.347500279164812e-07,-1.8201595554376627e-06,3.0346995577992877e-06,1.3089063123208827e-05,2.4174433557660564e-06,5.2660388117361245e-06,7.565285715364769e-06,8.25926863225499e-06,2.605740002187191e-09,3.1406321510399125e-05
"0.015,0.035,0.485,0.465",1,sgd_quarter,1,Octx,25463,5.667434517524283e-06,4.851637739765216e-05,-3.021803130678984e-06,-1.554338599610259e-05,-1.0617857313123237e-06,-2.3034552640678435e-06,-1.5838456554330177e-06,-3.4535510124754036e-06,2.6456313868163507e-06,1.1410960315259004e-05,4.605648786133023e-06,1.0032717086484222e-05,8.167177724009781e-06,8.916373727031575e-06,2.5523161879832575e-09,3.0762417865449045e-05
"0.015,0.035,0.485,0.465",1,sgd_quarter,1,Dctx,25926,6.498048294171004e-07,5.5626891217419246e-06,1.016047969925883e-06,5.226292085932767e-06,-1.5545354734056633e-06,-3.3724345824187582e-06,-1.1131732595534131e-07,-2.427257115871047e-07,1.66585279935982e-06,7.185044855183961e-06,-9.047306439218116e-07,-1.9708204015185773e-06,1.0769750069768395e-06,1.1757686659184592e-06,2.0957339782737623e-09,2.5259348617546865e-05
"0.015,0.035,0.485,0.465",1,sgd_quarter,2,all,61440,-1.1006662712492634e-06,-9.422312695396227e-06,8.846868214110904e-07,4.550603780653265e-06,1.558638470840793e-06,3.3813356919003534e-06,-1.3426590209432473e-06,-2.927647277549947e-06,-2.159794498983012e-07,-9.315481151237429e-07,4.5797219955715985e-07,9.976239450706505e-07,-4.886650584407906e-06,-5.3349154819917766e-06,-5.864288239712181e-09,-7.068077464806962e-05
"0.015,0.035,0.485,0.465",1,sgd_quarter,2,Octx,25463,-7.116854571686449e-07,-6.09242155717005e-06,5.86335052418943e-07,3.015958237075785e-06,1.1391389350887402e-06,2.4712665645748455e-06,-1.0137885302302088e-06,-2.210550247116902e-06,-1.2535040479841442e-07,-5.406529805263643e-07,4.274534778639267e-07,9.31143474064863e-07,-3.450947974840448e-06,-3.767512217318725e-06,-4.787661457819324e-09,-5.7704465871886365e-05
"0.015,0.035,0.485,0.465",1,sgd_quarter,2,Dctx,25926,-1.8272161496772247e-06,-1.564198192863289e-05,9.455326676988486e-07,4.863579323470194e-06,2.090330714179904e-06,4.534797506903085e-06,-1.2086472321643305e-06,-2.6354366399581576e-06,-8.816834820657763e-07,-3.802818213681229e-06,2.6311456447350986e-07,5.731557288180927e-07,-6.071726763655329e-06,-6.628701715895951e-06,-3.0276132994496046e-09,-3.649105306433554e-05
"0.015,0.035,0.485,0.465",1,adam_first,0,all,61440,-1.1956982479391398,-10.235839032872992,1.2887466284231053,6.628984560041523,0.9363599642955843,2.0313545616715407,-1.0294083447795535,-2.2446090117234943,0.09304838048396061,0.40133005013192297,-0.25933828364352757,-0.564929665788624,-4.450213185437355,-4.85844256941697,-0.0014729269281308901,-17.752813645020026
"0.015,0.035,0.485,0.465",1,adam_first,0,Octx,25463,-2.311901856388187,-19.791159937364252,2.389196571580899,12.289418908736966,0.7503617097151223,1.6278469179106254,-0.8276564249078697,-1.8046920635337302,0.07729471519273326,0.3333823948561856,-1.5615401466730263,-3.401581674644233,-6.279116562592035,-6.855115909021374,-0.0010916333518222528,-13.157179146817047
"0.015,0.035,0.485,0.465",1,adam_first,0,Dctx,25926,0.0642267645485512,0.5498166654122801,0.11407658338213657,0.5867809026416344,1.0006571519144194,2.1708419280183375,-1.1789604998451144,-2.5707051782109676,0.17830334793068162,0.7690460725003718,1.0648839164629917,2.319690354155442,-2.2294674705931232,-2.433982197011421,-0.0016406258246771707,-19.77404579306658
"0.015,0.035,0.485,0.465",1,adam_first,1,all,61440,0.4062691501579109,3.477888867200337,-0.2700289586831648,-1.388960217932856,-0.013734365858442187,-0.029795557052891365,-0.12250582561631383,-0.2671220624560714,0.13624019147475222,0.5876220799347517,0.39253478429947747,0.855078322371892,0.5675266490832146,0.6195873133015933,-3.8141590386569805e-05,-0.45971088811358163
"0.015,0.035,0.485,0.465",1,adam_first,1,Octx,25463,0.2987237851023594,2.557240996939161,-0.10868651526943596,-0.5590557645046027,-0.025109548584306605,-0.05447306378227745,-0.16492772124861277,-0.3596223513001871,0.1900372698329202,0.8196560394957807,0.27361423651805017,0.5960276940971008,0.26759212770748403,0.2921390347656197,-4.588329919612056e-05,-0.553019735392495
"0.015,0.035,0.485,0.465",1,adam_first,1,Dctx,25926,0.486625494548119,4.165783666633164,-0.3965295556248741,-2.039647083347737,-0.04310708970709178,-0.0935172227090681,-0.046988849216155926,-0.10245846066430193,0.09009593892324347,0.3885957766989917,0.4435184048410299,0.966138514907226,0.8792732906639402,0.9599312678979439,4.945668646531639e-05,0.5960888633036954
"0.015,0.035,0.485,0.465",1,adam_first,2,all,61440,-0.005534151016646301,-0.047375396834139404,-0.02510198783097112,-0.12911823479333842,0.0628752338739783,0.13640255672630652,-0.03223909502636239,-0.07029684924642786,-0.03063613884761639,-0.13213774464007838,0.057341082857333955,0.12490897340509154,-0.0755464920860124,-0.08247656411649712,-0.0001469797407041602,-1.7715094323283682
"0.015,0.035,0.485,0.465",1,adam_first,2,Octx,25463,-0.029968698001794296,-0.2565486478715343,0.06768563562928502,0.3481576778766318,0.030550369708000263,0.06627646976959825,-0.0682673073354909,-0.14885581026075229,0.037716937627489275,0.16267817225977557,0.0005816717062071033,0.0012670848205271472,-0.1964720106745705,-0.21449488835363925,2.1193452814219702e-05,0.25543929649165403
"0.015,0.035,0.485,0.465",1,adam_first,2,Dctx,25926,0.022802401652072257,0.19520118330507813,-0.1023545579295771,-0.5264857879746734,0.05100380869273916,0.11064849352947381,0.028548347584764086,0.06224923139932264,-0.07955215627750203,-0.3431190387290608,0.07380621034481365,0.16077579120764365,0.10270149847368075,0.11212256836599283,-0.00019232789617896568,-2.318079216554674
