pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.015,0.035,0.485,0.465",2,sgd_quarter,0,Octx,26606,-3.961286007383527e-06,-3.55306537628211e-05,1.8144784827208698e-06,1.0370503847401381e-05,-4.276321181039206e-06,-9.322236734618482e-06,6.423128705021449e-06,1.4028415226990832e-05,-2.146807524344907e-06,-1.0117522195630656e-05,-8.237607188290721e-06,-1.8009772594070283e-05,4.923685397340625e-06,5.386626920994713e-06,-2.627097977388087e-09,-3.1246332207533806e-05
"0.015,0.035,0.485,0.465",2,sgd_quarter,0,Dctx,24959,-1.91454473156731e-06,-1.7172460116224385e-05,-2.3096193560613982e-06,-1.3200441143920732e-05,-1.9871877490196214e-05,-4.3320026369003185e-05,2.4096041578437295e-05,5.26268882522766e-05,-4.224164087850589e-06,-1.9907734360049663e-05,-2.1786422222228874e-05,-4.763136926685098e-05,4.4362993691700904e-05,4.853415213017169e-05,-5.1715535002837625e-09,-6.150972673640395e-05
"0.015,0.035,0.485,0.465",2,sgd_quarter,1,all,61440,-2.230520117239726e-06,-2.000659327524764e-05,2.06237009399606e-06,1.1787308142932597e-05,-3.085907768730396e-06,-6.727175425656902e-06,3.2540577920052326e-06,7.107015284184926e-06,-1.6815002321283178e-07,-7.924611651297297e-07,-5.316427885989602e-06,-1.1623236584471552e-05,2.047075349726385e-06,2.23954828513142e-06,1.2819339816914963e-09,1.5247141676795499e-05
"0.015,0.035,0.485,0.465",2,sgd_quarter,1,Octx,26606,-1.6507603047145415e-06,-1.4806452430573706e-05,1.3677288426143507e-06,7.817142699462898e-06,-1.7112131806866724e-06,-3.730387334911076e-06,1.9942446427710476e-06,4.355524106363182e-06,-2.8303146200393693e-07,-1.3338769621465902e-06,-3.3619734855808567e-06,-7.35023855333513e-06,6.869686757098389e-07,7.515597898390064e-07,5.090350276543144e-10,6.054390706497901e-06
"0.015,0.035,0.485,0.465",2,sgd_quarter,1,Dctx,24959,-1.8941536736929566e-06,-1.698956304294039e-05,1.8390956848634742e-06,1.0511201459394729e-05,-4.297953659217344e-06,-9.369394811431613e-06,4.353011648220366e-06,9.507182199451057e-06,-5.505798881173472e-08,-2.5947851287669254e-07,-6.192107332751636e-06,-1.353772307806192e-05,4.917715949323582e-06,5.3800962053219674e-06,7.643084588409704e-10,9.090576834030734e-06
"0.015,0.035,0.485,0.465",2,sgd_quarter,2,all,61440,1.5610411922776892e-07,1.4001719140940077e-06,-3.7754183550212517e-07,-2.157809582706459e-06,1.6766321699225272e-07,3.6550018913912774e-07,5.3774499217962574e-08,1.1744603577121589e-07,-2.2143771629584328e-07,-1.043596588966033e-06,3.2376733623956375e-07,7.078482823690387e-07,4.197572369654521e-07,4.5922422950534387e-07,-3.0364269718919843e-10,-3.6114833441416474e-06
"0.015,0.035,0.485,0.465",2,sgd_quarter,2,Octx,26606,-4.7689962471394104e-08,-4.277539014791418e-07,1.0018321418445438e-07,5.725889934979999e-07,3.6926692729530575e-07,8.049895152345505e-07,-4.217601790746429e-07,-9.211440701232753e-07,5.2493251719172255e-08,2.4739136292696603e-07,3.2157696487354455e-07,7.030595021690503e-07,-9.389002829923618e-07,-1.0271788573713227e-06,6.94352666095236e-11,8.258532517911307e-07
"0.015,0.035,0.485,0.465",2,sgd_quarter,2,Dctx,24959,4.913793983406909e-07,4.407414974855179e-06,-3.6877675892171704e-08,-2.1077135020609693e-07,-1.2463888410251655e-06,-2.717085865987208e-06,7.918871185633711e-07,1.7295187162336632e-06,4.5450172240890754e-07,2.1419858148800206e-06,-7.5500944269761e-07,-1.650667245785623e-06,2.5665330337070876e-06,2.8078471342738404e-06,7.994024787509214e-10,9.507980149035513e-06
"0.015,0.035,0.485,0.465",2,adam_first,0,all,61440,0.07218601957715692,0.6474706606217202,-0.15220134368962598,-0.869894372043507,-0.7323065131058425,-1.5964036349151545,0.8123218372183367,1.7741491029974352,-0.08001532411247853,-0.3770979971507304,-0.660120493528689,-1.4432127802884451,1.7690157135909907,1.9353445432640173,0.00011516134291393454,1.3697127435391994
"0.015,0.035,0.485,0.465",2,adam_first,0,Octx,26606,0.25655019616678865,2.3011204381091437,-0.321712470545832,-1.8387213986410207,-1.0596869179431363,-2.3100819361850395,1.12484919232219,2.4567235474052755,-0.06516227437904959,-0.30709821438183516,-0.8031367217763477,-1.7558872850479312,2.762798776977963,3.022566445329529,-0.0003074277664893007,-3.65650242367256
"0.015,0.035,0.485,0.465",2,adam_first,0,Dctx,24959,-0.5965454293849087,-5.350699006777498,0.28982113806726256,1.656449087716825,0.38980272348568423,0.8497568621002184,-0.08307843216802009,-0.18144720375122642,-0.30672429131765716,-1.4455370545118809,-0.20674270589924118,-0.45199886734350087,-1.3592477231058424,-1.4870487829172268,0.00018592475657462873,2.2113627887268947
"0.015,0.035,0.485,0.465",2,adam_first,1,all,61440,0.1991958506915861,1.7866820998840627,-0.18359672735730143,-1.0493321279699612,0.14573706772260306,0.31770191919706875,-0.16133619105689334,-0.3523658303028923,0.01559912333429233,0.07351589501030954,0.3449329184141984,0.7541223171795494,0.07571931926937411,0.0828387052991045,0.00017912707527122202,2.130512127626557
"0.015,0.035,0.485,0.465",2,adam_first,1,Octx,26606,-0.23722622595900456,-2.127794580421491,0.17234044863245027,0.9849977845566155,0.09316890932701848,0.20310509718112474,-0.028283132000460783,-0.06177169068900523,-0.06488577732655623,-0.3057951329300028,-0.1440573166319855,-0.3149506226446295,-0.5310187159189325,-0.5809468883340762,-5.170888493530986e-05,-0.6150181724003329
"0.015,0.035,0.485,0.465",2,adam_first,1,Dctx,24959,-0.0426439352275776,-0.3824936888755513,0.060225768227607876,0.34421546855741486,0.18361229744826355,0.4002686495554424,-0.20119413044829734,-0.43941744479688877,0.017581833000035522,0.08286005317221531,0.14096836222068884,0.30819728211390107,-0.4876761313517566,-0.5335290876392671,0.00020663074428010645,2.4576368813184906
"0.015,0.035,0.485,0.465",2,adam_first,2,all,61440,0.0016641747451199194,0.014926772911492551,0.05429221085649403,0.31030270512048463,-0.06277177926158353,-0.1368403732451853,0.006815393659969684,0.014885140340206871,0.05595638560161256,0.26371249722740703,-0.061107604516463625,-0.13359875458424836,0.016959136810180544,0.018553692107926338,-6.417817524018897e-05,-0.763326149724346
"0.015,0.035,0.485,0.465",2,adam_first,2,Octx,26606,-0.022898180770412363,-0.20538464812577198,-0.03358032818074991,-0.19192562816907222,-0.030099449257710634,-0.06561578976016641,0.08657795820887355,0.1890903332373879,-0.05647850895116342,-0.26617317174900845,-0.05299763002812261,-0.11586802368871023,0.12735955487691825,0.1393343301983619,-0.00010987957704917741,-1.306892166509676
"0.015,0.035,0.485,0.465",2,adam_first,2,Dctx,24959,0.020553340689998475,0.184352664857944,0.06274091443681235,0.3585905816754383,-0.06869920094464464,-0.14976195369157688,-0.014595054182165886,-0.031876284865316025,0.08329425512681,0.3925510160819751,-0.048145860254646046,-0.10526066304358243,0.011916573015668059,0.013037009441518544,-3.6951023227351065e-05,-0.4394902501192665
