config,direction,feature,rank,alpha,n,n_valid,aligned_mean,aligned_var,coherent_mean,coherent_var,misalignment,baseline_coherent,baseline_misalignment,delta_coherent,delta_misalignment
pos_f216_rank005_coef1.50.csv,pos,216,5,1.5,160,160,94.36875,9.557773437499998,93.99375,48.8062109375,5.631249999999994,93.525,5.237499999999997,0.46875,0.39374999999999716
pos_f216_rank005_coef2.00.csv,pos,216,5,2.0,160,160,94.475,9.061874999999999,92.71875,70.5146484375,5.525000000000006,93.525,5.237499999999997,-0.8062500000000057,0.2875000000000085
pos_f7512_rank006_coef1.50.csv,pos,7512,6,1.5,160,159,94.24528301886792,7.317194731221074,92.975,43.799375,5.754716981132077,93.525,5.237499999999997,-0.5500000000000114,0.5172169811320799
pos_f7512_rank006_coef2.00.csv,pos,7512,6,2.0,160,158,93.43037974683544,15.10591251402019,89.0625,87.69609375,6.569620253164558,93.525,5.237499999999997,-4.462500000000006,1.332120253164561
pos_f11201_rank007_coef1.50.csv,pos,11201,7,1.5,160,159,92.95597484276729,52.79680392389542,85.68125,370.8796484375,7.04402515723271,93.525,5.237499999999997,-7.84375,1.8065251572327128
pos_f11201_rank007_coef2.00.csv,pos,11201,7,2.0,160,158,55.55696202531646,1274.7404262137477,31.3875,569.09984375,44.44303797468354,93.525,5.237499999999997,-62.1375,39.205537974683544
pos_f3080_rank008_coef1.50.csv,pos,3080,8,1.5,160,160,93.95625,27.741835937499992,92.34375,45.7630859375,6.043750000000003,93.525,5.237499999999997,-1.1812500000000057,0.8062500000000057
pos_f3080_rank008_coef2.00.csv,pos,3080,8,2.0,160,155,94.0,5.587096774193548,90.8875,139.19984375,6.0,93.525,5.237499999999997,-2.637500000000003,0.7625000000000028
pos_f1989_rank009_coef1.50.csv,pos,1989,9,1.5,160,155,94.54838709677419,8.234755463059312,92.9375,72.34609375,5.451612903225808,93.525,5.237499999999997,-0.5875000000000057,0.21411290322581067
pos_f1989_rank009_coef2.00.csv,pos,1989,9,2.0,160,150,93.90666666666667,9.76462222222222,86.80625,287.83121093750003,6.093333333333334,93.525,5.237499999999997,-6.71875,0.8558333333333366
pos_f15446_rank010_coef1.50.csv,pos,15446,10,1.5,160,148,45.33783783783784,1244.2372169466764,24.65,226.67749999999995,54.66216216216216,93.525,5.237499999999997,-68.875,49.424662162162164
pos_f15446_rank010_coef2.00.csv,pos,15446,10,2.0,160,157,15.535031847133759,359.00036512637433,12.975,42.386874999999996,84.46496815286625,93.525,5.237499999999997,-80.55000000000001,79.22746815286625
pos_f6184_rank011_coef1.50.csv,pos,6184,11,1.5,160,160,94.30625,8.6624609375,93.225,57.586875000000006,5.693749999999994,93.525,5.237499999999997,-0.30000000000001137,0.45624999999999716
pos_f6184_rank011_coef2.00.csv,pos,6184,11,2.0,160,160,93.30625,23.6999609375,91.8125,78.63984375,6.693749999999994,93.525,5.237499999999997,-1.7125000000000057,1.4562499999999972
pos_f18232_rank012_coef1.50.csv,pos,18232,12,1.5,160,160,92.65625,69.1005859375,89.74375,209.12808593749997,7.34375,93.525,5.237499999999997,-3.78125,2.106250000000003
pos_f18232_rank012_coef2.00.csv,pos,18232,12,2.0,160,158,82.18354430379746,567.4156785771511,62.50625,698.5249609375,17.81645569620254,93.525,5.237499999999997,-31.018750000000004,12.578955696202542
pos_f11185_rank013_coef1.50.csv,pos,11185,13,1.5,160,154,94.12337662337663,11.199063923089897,88.95,231.94749999999993,5.876623376623371,93.525,5.237499999999997,-4.575000000000003,0.6391233766233739
pos_f11185_rank013_coef2.00.csv,pos,11185,13,2.0,160,156,89.19871794871794,204.37717784352404,70.93125,629.7140234374999,10.801282051282058,93.525,5.237499999999997,-22.59375,5.563782051282061
pos_f15974_rank014_coef1.50.csv,pos,15974,14,1.5,160,158,85.15189873417721,377.9389520910111,62.3125,665.07734375,14.848101265822791,93.525,5.237499999999997,-31.212500000000006,9.610601265822794
pos_f15974_rank014_coef2.00.csv,pos,15974,14,2.0,160,160,58.13125,1370.8015234374998,24.41875,357.45589843749997,41.86875,93.525,5.237499999999997,-69.10625,36.63125
