learner,dose,pi_MD,pi_MO,pi_AD,pi_AO,O_post_mu_MD,O_post_mu_MO,O_post_mu_AD,O_post_mu_AO,O_post_P_M,O_p_next_S_M,O_p_next_S_A,O_p_next_S_D,O_p_next_S_O,O_persona_M,O_domain_D,O_joint_special_total,O_joint_MD,O_joint_MO,O_joint_AD,O_joint_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_post_mu_MD,D_post_mu_MO,D_post_mu_AD,D_post_mu_AO,D_post_P_M,D_p_next_S_M,D_p_next_S_A,D_p_next_S_D,D_p_next_S_O,D_persona_M,D_domain_D,D_joint_special_total,D_joint_MD,D_joint_MO,D_joint_AD,D_joint_AO,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent
product,0.1,0.0743801652892562,0.06198347107438018,0.47107438016528924,0.3925619834710744,0.0,0.004025832424725321,0.0,0.9959741675752746,0.004025832424725321,0.0024154994548351923,0.0,0.0,0.07999999999999999,1.0,0.0,0.0001932399563868154,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.004025832424725321,0.0,0.9959741675752746,0.0,0.004025832424725321,0.0024154994548351923,0.0,0.07999999999999999,0.0,1.0,1.0,0.0001932399563868154,1.0,0.0,0.0,0.0,0.005126953125,0.0,0.0,0.0,0.994873046875,0.0
product,0.3,0.16568047337278108,0.10355029585798815,0.4497041420118344,0.28106508875739644,0.0,0.009343455410027526,0.0,0.9906565445899723,0.009343455410027526,0.005606073246016517,0.0,0.0,0.08000000000000002,1.0,0.0,0.00044848585968132134,0.0,1.0,0.0,0.0,0.0,0.005615234375,0.0,0.0,0.994384765625,0.0,0.009343455410027526,0.0,0.9906565445899723,0.0,0.009343455410027526,0.005606073246016516,0.0,0.08000000000000002,0.0,1.0,1.0,0.00044848585968132123,1.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.993896484375,0.0
product,1.0,0.39375000000000004,0.13125,0.35624999999999996,0.11875,0.0,0.027516173941528128,0.0,0.9724838260584718,0.027516173941528128,0.016509704364916875,0.0,0.0,0.07999999999999999,1.0,0.0,0.0013207763491933499,0.0,1.0,0.0,0.0,0.0,0.025146484375,0.0,0.0,0.974853515625,0.0,0.02751617394152813,0.0,0.9724838260584718,0.0,0.02751617394152813,0.016509704364916878,0.0,0.07999999999999999,0.0,1.0,1.0,0.0013207763491933503,1.0,0.0,0.0,0.0,0.023193359375,0.0,0.0,0.0,0.976806640625,0.0
product,3.0,0.6671874999999999,0.0953125,0.20781250000000004,0.029687500000000006,0.0,0.07594739708972063,0.0,0.9240526029102794,0.07594739708972063,0.045568438253832375,0.0,0.0,0.08,1.0,0.0,0.0036454750603065905,0.0,1.0,0.0,0.0,0.0,0.06689453125,0.0,0.0,0.93310546875,0.0,0.0759473970897206,0.0,0.9240526029102794,0.0,0.0759473970897206,0.04556843825383237,0.0,0.08,0.0,1.0,1.0,0.0036454750603065887,1.0,0.0,0.0,0.0,0.072509765625,0.0,0.0,0.0,0.927490234375,0.0
product,10.0,0.872107438016529,0.04152892561983468,0.08243801652892557,0.003925619834710738,0.0,0.21310714995692812,0.0,0.7868928500430719,0.21310714995692812,0.1278642899741569,0.0,0.0,0.08000000000000002,1.0,0.0,0.01022914319793255,0.0,1.0,0.0,0.0,0.0,0.203857421875,0.0,0.0,0.796142578125,0.0,0.21310714995692806,0.0,0.7868928500430719,0.0,0.21310714995692806,0.12786428997415686,0.0,0.08,0.0,1.0,1.0,0.010229143197932547,1.0,0.0,0.0,0.0,0.196533203125,0.0,0.0,0.0,0.803466796875,0.0
product,30.0,0.9537200832466182,0.0156347554630593,0.030150884495317373,0.0004942767950052024,0.0,0.4474431157228608,0.0,0.5525568842771392,0.4474431157228608,0.2684658694337165,0.0,0.0,0.08,1.0,0.0,0.021477269554697316,0.0,1.0,0.0,0.0,0.0,0.418701171875,0.0,0.0,0.581298828125,0.0,0.4474431157228608,0.0,0.5525568842771391,0.0,0.4474431157228608,0.2684658694337165,0.0,0.07999999999999999,0.0,1.0,1.0,0.021477269554697316,1.0,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.59375,0.0
product,100.0,0.9856901284187825,0.004903930987158126,0.009359376531712586,4.656406234682883e-05,0.0,0.7294433938620672,0.0,0.27055660613793286,0.7294433938620672,0.4376660363172403,0.0,0.0,0.08,1.0,0.0,0.03501328290537922,0.0,1.0,0.0,0.0,0.0,0.670166015625,0.0,0.0,0.329833984375,0.0,0.7294433938620672,0.0,0.27055660613793286,0.0,0.7294433938620672,0.4376660363172403,0.0,0.08,0.0,1.0,1.0,0.03501328290537922,1.0,0.0,0.0,0.0,0.690185546875,0.0,0.0,0.0,0.309814453125,0.0
product,1000.0,0.9985519226028716,0.0004990264480774357,0.0009485768976278534,4.740514231024121e-07,0.0,0.9642201807219838,0.0,0.035779819278016205,0.9642201807219838,0.5785321084331903,0.0,0.0,0.08,1.0,0.0,0.046282568674655224,0.0,1.0,0.0,0.0,0.0,0.892333984375,0.0,0.0,0.107666015625,0.0,0.9642201807219838,0.0,0.03577981927801621,0.0,0.9642201807219838,0.5785321084331903,0.0,0.08,0.0,1.0,1.0,0.046282568674655224,1.0,0.0,0.0,0.0,0.896240234375,0.0,0.0,0.0,0.103759765625,0.0
tilted,0.0,0.025,0.025,0.475,0.475,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0013455554621142043,0.0008073332772685225,0.0,0.0,0.08,1.0,0.0,6.45866621814818e-05,0.0,1.0,0.0,0.0,0.0,0.001220703125,0.0,0.0,0.998779296875,0.0,0.0013455554621142043,0.0,0.9986544445378859,0.0,0.0013455554621142043,0.0008073332772685225,0.0,0.08,0.0,1.0,1.0,6.45866621814818e-05,1.0,0.0,0.0,0.0,0.00048828125,0.0,0.0,0.0,0.99951171875,0.0
tilted,0.1,0.0743801652892562,0.06198347107438018,0.47107438016528924,0.3925619834710744,0.0,0.004025832424725321,0.0,0.9959741675752746,0.004025832424725321,0.0024154994548351923,0.0,0.0,0.07999999999999999,1.0,0.0,0.0001932399563868154,0.0,1.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.9970703125,0.0,0.004025832424725321,0.0,0.9959741675752746,0.0,0.004025832424725321,0.0024154994548351923,0.0,0.07999999999999999,0.0,1.0,1.0,0.0001932399563868154,1.0,0.0,0.0,0.0,0.003662109375,0.0,0.0,0.0,0.996337890625,0.0
tilted,0.3,0.16568047337278108,0.10355029585798814,0.44970414201183434,0.2810650887573965,0.0,0.009343455410027526,0.0,0.9906565445899723,0.009343455410027526,0.005606073246016517,0.0,0.0,0.08000000000000002,1.0,0.0,0.00044848585968132134,0.0,1.0,0.0,0.0,0.0,0.00830078125,0.0,0.0,0.99169921875,0.0,0.009343455410027528,0.0,0.9906565445899723,0.0,0.009343455410027528,0.0056060732460165175,0.0,0.08000000000000002,0.0,1.0,1.0,0.00044848585968132145,1.0,0.0,0.0,0.0,0.009033203125,0.0,0.0,0.0,0.990966796875,0.0
tilted,1.0,0.39375000000000004,0.13124999999999998,0.35624999999999996,0.11875000000000002,0.0,0.027516173941528117,0.0,0.9724838260584718,0.027516173941528117,0.016509704364916868,0.0,0.0,0.07999999999999999,1.0,0.0,0.0013207763491933494,0.0,1.0,0.0,0.0,0.0,0.02685546875,0.0,0.0,0.97314453125,0.0,0.02751617394152813,0.0,0.9724838260584718,0.0,0.02751617394152813,0.016509704364916878,0.0,0.07999999999999999,0.0,1.0,1.0,0.0013207763491933503,1.0,0.0,0.0,0.0,0.02490234375,0.0,0.0,0.0,0.97509765625,0.0
tilted,3.0,0.6671874999999999,0.09531250000000002,0.20781250000000007,0.029687499999999978,0.0,0.07594739708972072,0.0,0.9240526029102794,0.07594739708972072,0.04556843825383242,0.0,0.0,0.07999999999999999,1.0,0.0,0.0036454750603065935,0.0,1.0,0.0,0.0,0.0,0.06005859375,0.0,0.0,0.93994140625,0.0,0.0759473970897206,0.0,0.9240526029102794,0.0,0.0759473970897206,0.04556843825383237,0.0,0.08,0.0,1.0,1.0,0.0036454750603065887,1.0,0.0,0.0,0.0,0.07177734375,0.0,0.0,0.0,0.92822265625,0.0
tilted,10.0,0.872107438016529,0.04152892561983468,0.08243801652892557,0.003925619834710736,0.0,0.21310714995692814,0.0,0.7868928500430719,0.21310714995692814,0.1278642899741569,0.0,0.0,0.08,1.0,0.0,0.010229143197932552,0.0,1.0,0.0,0.0,0.0,0.197509765625,0.0,0.0,0.802490234375,0.0,0.21310714995692806,0.0,0.7868928500430719,0.0,0.21310714995692806,0.12786428997415686,0.0,0.08,0.0,1.0,1.0,0.010229143197932547,1.0,0.0,0.0,0.0,0.1982421875,0.0,0.0,0.0,0.8017578125,0.0
tilted,30.0,0.9537200832466182,0.015634755463059258,0.03015088449531733,0.000494276795005244,0.0,0.4474431157228392,0.0,0.5525568842771608,0.4474431157228392,0.26846586943370354,0.0,0.0,0.07999999999999997,1.0,0.0,0.02147726955469628,0.0,1.0,0.0,0.0,0.0,0.425048828125,0.0,0.0,0.574951171875,0.0,0.4474431157228612,0.0,0.5525568842771388,0.0,0.4474431157228612,0.26846586943371675,0.0,0.08000000000000002,0.0,1.0,1.0,0.02147726955469734,1.0,0.0,0.0,0.0,0.418212890625,0.0,0.0,0.0,0.581787109375,0.0
tilted,100.0,0.9856901284187825,0.004903930987158134,0.009359376531712593,4.656406234682109e-05,0.0,0.7294433938621003,0.0,0.2705566061378996,0.7294433938621003,0.43766603631726014,0.0,0.0,0.08000000000000002,1.0,0.0,0.03501328290538082,0.0,1.0,0.0,0.0,0.0,0.67138671875,0.0,0.0,0.32861328125,0.0,0.729443393862067,0.0,0.270556606137933,0.0,0.729443393862067,0.4376660363172402,0.0,0.08,0.0,1.0,1.0,0.035013282905379216,1.0,0.0,0.0,0.0,0.68310546875,0.0,0.0,0.0,0.31689453125,0.0
tilted,1000.0,0.9985519226028716,0.000499026448077422,0.0009485768976278397,4.7405142311607307e-07,0.0,0.9642201807209886,0.0,0.035779819279011346,0.9642201807209886,0.5785321084325932,0.0,0.0,0.07999999999999999,1.0,0.0,0.04628256867460745,0.0,1.0,0.0,0.0,0.0,0.903076171875,0.0,0.0,0.096923828125,0.0,0.9642201807219841,0.0,0.03577981927801571,0.0,0.9642201807219841,0.5785321084331905,0.0,0.07999999999999997,0.0,1.0,1.0,0.04628256867465523,1.0,0.0,0.0,0.0,0.8955078125,0.0,0.0,0.0,0.1044921875,0.0
