learner,dose,pi_MD,pi_MO,pi_AD,pi_AO,O_post_mu_MD,O_post_mu_MO,O_post_mu_AD,O_post_mu_AO,O_post_P_M,O_p_next_S_M,O_p_next_S_A,O_p_next_S_D,O_p_next_S_O,O_persona_M,O_domain_D,O_joint_special_total,O_joint_MD,O_joint_MO,O_joint_AD,O_joint_AO,O_rollout_MD,O_rollout_MO,O_rollout_AD,O_rollout_AO,O_rollout_no_sector,O_rollout_incoherent,D_post_mu_MD,D_post_mu_MO,D_post_mu_AD,D_post_mu_AO,D_post_P_M,D_p_next_S_M,D_p_next_S_A,D_p_next_S_D,D_p_next_S_O,D_persona_M,D_domain_D,D_joint_special_total,D_joint_MD,D_joint_MO,D_joint_AD,D_joint_AO,D_rollout_MD,D_rollout_MO,D_rollout_AD,D_rollout_AO,D_rollout_no_sector,D_rollout_incoherent
product,0.1,0.0743801652892562,0.06198347107438018,0.47107438016528924,0.3925619834710744,0.0,0.004025832424725321,0.0,0.9959741675752746,0.004025832424725321,0.0024154994548351923,0.0,0.0,0.07999999999999999,1.0,0.0,0.0001932399563868154,0.0,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.998046875,0.0,0.004025832424725321,0.0,0.9959741675752746,0.0,0.004025832424725321,0.0024154994548351923,0.0,0.07999999999999999,0.0,1.0,1.0,0.0001932399563868154,1.0,0.0,0.0,0.0,0.005126953125,0.0,0.0,0.0,0.994873046875,0.0
product,0.3,0.16568047337278108,0.10355029585798815,0.4497041420118344,0.28106508875739644,0.0,0.009343455410027526,0.0,0.9906565445899723,0.009343455410027526,0.005606073246016517,0.0,0.0,0.08000000000000002,1.0,0.0,0.00044848585968132134,0.0,1.0,0.0,0.0,0.0,0.005615234375,0.0,0.0,0.994384765625,0.0,0.009343455410027526,0.0,0.9906565445899723,0.0,0.009343455410027526,0.005606073246016516,0.0,0.08000000000000002,0.0,1.0,1.0,0.00044848585968132123,1.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.993896484375,0.0
product,1.0,0.39375000000000004,0.13125,0.35624999999999996,0.11875,0.0,0.027516173941528128,0.0,0.9724838260584718,0.027516173941528128,0.016509704364916875,0.0,0.0,0.07999999999999999,1.0,0.0,0.0013207763491933499,0.0,1.0,0.0,0.0,0.0,0.025146484375,0.0,0.0,0.974853515625,0.0,0.02751617394152813,0.0,0.9724838260584718,0.0,0.02751617394152813,0.016509704364916878,0.0,0.07999999999999999,0.0,1.0,1.0,0.0013207763491933503,1.0,0.0,0.0,0.0,0.023193359375,0.0,0.0,0.0,0.976806640625,0.0
product,3.0,0.6671874999999999,0.0953125,0.20781250000000004,0.029687500000000006,0.0,0.07594739708972063,0.0,0.9240526029102794,0.07594739708972063,0.045568438253832375,0.0,0.0,0.08,1.0,0.0,0.0036454750603065905,0.0,1.0,0.0,0.0,0.0,0.06689453125,0.0,0.0,0.93310546875,0.0,0.0759473970897206,0.0,0.9240526029102794,0.0,0.0759473970897206,0.04556843825383237,0.0,0.08,0.0,1.0,1.0,0.0036454750603065887,1.0,0.0,0.0,0.0,0.072509765625,0.0,0.0,0.0,0.927490234375,0.0
product,10.0,0.872107438016529,0.04152892561983468,0.08243801652892557,0.003925619834710738,0.0,0.21310714995692812,0.0,0.7868928500430719,0.21310714995692812,0.1278642899741569,0.0,0.0,0.08000000000000002,1.0,0.0,0.01022914319793255,0.0,1.0,0.0,0.0,0.0,0.203857421875,0.0,0.0,0.796142578125,0.0,0.21310714995692806,0.0,0.7868928500430719,0.0,0.21310714995692806,0.12786428997415686,0.0,0.08,0.0,1.0,1.0,0.010229143197932547,1.0,0.0,0.0,0.0,0.196533203125,0.0,0.0,0.0,0.803466796875,0.0
product,30.0,0.9537200832466182,0.0156347554630593,0.030150884495317373,0.0004942767950052024,0.0,0.4474431157228608,0.0,0.5525568842771392,0.4474431157228608,0.2684658694337165,0.0,0.0,0.08,1.0,0.0,0.021477269554697316,0.0,1.0,0.0,0.0,0.0,0.418701171875,0.0,0.0,0.581298828125,0.0,0.4474431157228608,0.0,0.5525568842771391,0.0,0.4474431157228608,0.2684658694337165,0.0,0.07999999999999999,0.0,1.0,1.0,0.021477269554697316,1.0,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.59375,0.0
product,100.0,0.9856901284187825,0.004903930987158126,0.009359376531712586,4.656406234682883e-05,0.0,0.7294433938620672,0.0,0.27055660613793286,0.7294433938620672,0.4376660363172403,0.0,0.0,0.08,1.0,0.0,0.03501328290537922,0.0,1.0,0.0,0.0,0.0,0.670166015625,0.0,0.0,0.329833984375,0.0,0.7294433938620672,0.0,0.27055660613793286,0.0,0.7294433938620672,0.4376660363172403,0.0,0.08,0.0,1.0,1.0,0.03501328290537922,1.0,0.0,0.0,0.0,0.690185546875,0.0,0.0,0.0,0.309814453125,0.0
product,1000.0,0.9985519226028716,0.0004990264480774357,0.0009485768976278534,4.740514231024121e-07,0.0,0.9642201807219838,0.0,0.035779819278016205,0.9642201807219838,0.5785321084331903,0.0,0.0,0.08,1.0,0.0,0.046282568674655224,0.0,1.0,0.0,0.0,0.0,0.892333984375,0.0,0.0,0.107666015625,0.0,0.9642201807219838,0.0,0.03577981927801621,0.0,0.9642201807219838,0.5785321084331903,0.0,0.08,0.0,1.0,1.0,0.046282568674655224,1.0,0.0,0.0,0.0,0.896240234375,0.0,0.0,0.0,0.103759765625,0.0
tilted,0.0,0.014999999999999946,0.03500000000000006,0.48500000000000004,0.4649999999999999,0.0,0.0019231759877740987,0.0,0.9980768240122257,0.0019231759877740987,0.0011539055926644594,0.0,0.0,0.08000000000000002,1.0,0.0,9.231244741315674e-05,0.0,1.0,0.0,0.0,0.0,0.002685546875,0.0,0.0,0.997314453125,0.0,0.0007911262011108702,0.0,0.999208873798889,0.0,0.0007911262011108702,0.00047467572066652215,0.0,0.08,0.0,1.0,1.0,3.797405765332178e-05,1.0,0.0,0.0,0.0,0.000244140625,0.0,0.0,0.0,0.999755859375,0.0
tilted,0.1,0.048740220876265755,0.08762341548737063,0.4967143245782797,0.36692203905808396,0.0,0.0060763025486264485,0.0,0.9939236974513735,0.0060763025486264485,0.003645781529175869,0.0,0.0,0.08,1.0,0.0,0.00029166252233406954,0.0,1.0,0.0,0.0,0.0,0.00537109375,0.0,0.0,0.99462890625,0.0,0.002505712219861334,0.0,0.9974942877801387,0.0,0.002505712219861334,0.0015034273319168004,0.0,0.08,0.0,1.0,1.0,0.000120274186553344,1.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.0,0.998046875,0.0
tilted,0.3,0.12342322209781112,0.1458075471329581,0.4919613932868043,0.23880783748242654,0.0,0.01538989588172146,0.0,0.9846101041182785,0.01538989588172146,0.009233937529032874,0.0,0.0,0.07999999999999999,1.0,0.0,0.00073871500232263,0.0,1.0,0.0,0.0,0.0,0.010986328125,0.0,0.0,0.989013671875,0.0,0.006381539681153903,0.0,0.993618460318846,0.0,0.006381539681153903,0.003828923808692341,0.0,0.08000000000000002,0.0,1.0,1.0,0.0003063139046953873,1.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.993896484375,0.0
tilted,1.0,0.35378733283739766,0.17121266716260236,0.39621266716260234,0.07878733283739764,0.0,0.05269958405033325,0.0,0.9473004159496669,0.05269958405033325,0.03161975043019995,0.0,0.0,0.08,1.0,0.0,0.002529580034415996,0.0,1.0,0.0,0.0,0.0,0.050537109375,0.0,0.0,0.949462890625,0.0,0.022347975790050115,0.0,0.9776520242099499,0.0,0.022347975790050115,0.01340878547403007,0.0,0.08000000000000002,0.0,1.0,1.0,0.0010727028379224058,1.0,0.0,0.0,0.0,0.021240234375,0.0,0.0,0.0,0.978759765625,0.0
tilted,3.0,0.6528347393403472,0.10966526065965276,0.2221652606596528,0.015334739340347237,0.0,0.15474613405337662,0.0,0.8452538659466233,0.15474613405337662,0.09284768043202596,0.0,0.0,0.08,1.0,0.0,0.007427814434562076,0.0,1.0,0.0,0.0,0.0,0.137451171875,0.0,0.0,0.862548828125,0.0,0.06996283132695404,0.0,0.9300371686730461,0.0,0.06996283132695404,0.041977698796172414,0.0,0.08000000000000002,0.0,1.0,1.0,0.0033582159036937933,1.0,0.0,0.0,0.0,0.0654296875,0.0,0.0,0.0,0.9345703125,0.0
tilted,10.0,0.8699287045484932,0.04370765908787044,0.08461674999696134,0.0017468863666749712,0.0,0.3904372671666933,0.0,0.6095627328333068,0.3904372671666933,0.2342623603000159,0.0,0.0,0.07999999999999999,1.0,0.0,0.018740988824001274,0.0,1.0,0.0,0.0,0.0,0.3642578125,0.0,0.0,0.6357421875,0.0,0.20835265745695652,0.0,0.7916473425430435,0.0,0.20835265745695652,0.1250115944741739,0.0,0.08000000000000002,0.0,1.0,1.0,0.010000927557933912,1.0,0.0,0.0,0.0,0.19189453125,0.0,0.0,0.0,0.80810546875,0.0
tilted,30.0,0.9534346324449265,0.01592020626475088,0.030436335297008954,0.00020882599331362162,0.0,0.6612075599276794,0.0,0.3387924400723205,0.6612075599276794,0.3967245359566077,0.0,0.0,0.08,1.0,0.0,0.031737962876528615,0.0,1.0,0.0,0.0,0.0,0.616455078125,0.0,0.0,0.383544921875,0.0,0.44504066151192084,0.0,0.5549593384880792,0.0,0.44504066151192084,0.2670243969071525,0.0,0.07999999999999999,0.0,1.0,1.0,0.021361951752572196,1.0,0.0,0.0,0.0,0.4150390625,0.0,0.0,0.0,0.5849609375,0.0
tilted,100.0,0.985662860429472,0.004931198976468543,0.009386644521023002,1.929607303641223e-05,0.0,0.8674126227280056,0.0,0.13258737727199452,0.8674126227280056,0.5204475736368033,0.0,0.0,0.07999999999999999,1.0,0.0,0.04163580589094426,0.0,1.0,0.0,0.0,0.0,0.807861328125,0.0,0.0,0.192138671875,0.0,0.7288633954917959,0.0,0.27113660450820404,0.0,0.7288633954917959,0.43731803729507757,0.0,0.07999999999999999,0.0,1.0,1.0,0.0349854429836062,1.0,0.0,0.0,0.0,0.682861328125,0.0,0.0,0.0,0.317138671875,0.0
tilted,1000.0,0.9985516435047501,0.0004993055461989249,0.0009488559957493425,1.949533016132321e-07,0.0,0.9849772159701808,0.0,0.015022784029819195,0.9849772159701808,0.5909863295821085,0.0,0.0,0.08000000000000002,1.0,0.0,0.04727890636656868,0.0,1.0,0.0,0.0,0.0,0.92333984375,0.0,0.0,0.07666015625,0.0,0.9642100204194913,0.0,0.03578997958050865,0.0,0.9642100204194913,0.5785260122516948,0.0,0.07999999999999999,0.0,1.0,1.0,0.04628208098013558,1.0,0.0,0.0,0.0,0.8955078125,0.0,0.0,0.0,0.1044921875,0.0
