step,layer,D_p_next_S_M,D_p_next_S_A,O_p_next_S_M,O_p_next_S_A,r2_MD,r2_MO,r2_AD,r2_AO,r2_P_M,r2_P_D,r2_chi,cos_persona_contrast_D_vs_O,cos_domain_contrast_M_vs_A,cos_PM_vs_PD,n_PM_given_D,r2_PM_given_D,n_PM_given_O,r2_PM_given_O,n_PD_given_M,r2_PD_given_M,n_PD_given_A,r2_PD_given_A,cos_wPM_D_vs_O,r2_PM_D_to_O,corr_PM_D_to_O,r2_PM_O_to_D,corr_PM_O_to_D,cos_wPD_M_vs_A,r2_PD_M_to_A,corr_PD_M_to_A,r2_PD_A_to_M,corr_PD_A_to_M,rot_cos_MD,rot_cos_MO,rot_cos_AD,rot_cos_AO,rot_cos_P_M,rot_cos_P_D,rot_cos_chi
3,1,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10,0.9951835287598205,0.9948914886688222,0.9992693279850453,0.9991895701147396,0.9995365914375209,0.9989952137422955,0.9985470328651823,-0.9233403031915864,0.25356751407263567,-0.14657795022262032,50789,0.9990043778046146,51928,0.9992956809384157,5572,0.9961658754354802,117308,0.9964938209695767,0.495850481148759,0.4515550841817436,0.7602312301892221,-1.7401947773701933,0.5876256701241614,-0.07815053847855813,-6.013615794595203,-0.1146766923515236,-5.824103044096257,-0.6009156854549709,0.7776557235595605,0.7745710227302284,0.6283270736222591,0.6204709413652356,0.6572733066757513,0.7336745705865516,0.695405573495317
3,2,0.03251384198665619,3.135329329495562e-09,0.007289647590368986,5.40791855740963e-10,0.9975477221083289,0.9980374527104595,0.9997605933865187,0.9998200887643172,0.9994710066102951,0.9999148757446936,0.9993378607014459,-0.7556066584119953,-0.7195331724235892,-0.1793493897877987,50789,0.9987027292289439,51928,0.9996362607336418,5572,0.9997750573213712,117308,0.9999293385687616,0.43855092892938213,-6.777630735766975,0.9542145999887056,-1.4171187692208846,0.5743957227872443,0.14681532251771567,-0.06908186266518701,0.9646466443183169,0.45508333253573774,0.8495616212533548,0.4373310931562759,0.7196361429918751,0.46330280888709613,0.631133334965788,0.6082977703836017,0.6674529284839397,0.5326166070610636
5,0,0.33921846747398376,1.575735808501122e-08,0.07888783514499664,1.6957653059535005e-09,0.9104484821228856,0.9285456028611487,0.9985471560978068,0.9986026707656305,0.9996113816460961,0.9931304117768472,0.9885771260914368,-0.9727143493468666,-0.3180788651620892,0.035630049044635424,50789,0.9982765698224662,51928,0.998813926856737,5572,0.8899930671267304,117308,0.9905792903727658,0.5968260666908535,0.7040078093539539,0.8823833457385506,-17.502616966629933,0.23501038278661465,0.15151337063057393,-94.9957608010105,0.024606309480046728,-9.94157017719159,-0.06430522200316213,0.7410672147577272,0.7627668931447417,0.585947452033555,0.5157852850500854,0.4313218411661622,0.7662179282964823,0.6903315365738207
5,1,0.33921846747398376,1.575735808501122e-08,0.07888783514499664,1.6957653059535005e-09,0.9789448103754643,0.9833921398334088,0.9988907538662961,0.9988644817248414,0.9993636603570377,0.9981074540484806,0.9960841274028147,-0.9386597947506706,-0.030491940320011693,0.13113004801427636,50789,0.9978887096000517,51928,0.9990105983625143,5572,0.9975835223181228,117308,0.9956816260193552,0.41222326887930927,0.8951005564382937,0.9835216149697958,-14.717337877978176,0.2752946161063668,0.09084038274428749,-4.837867711128536,-0.1986728923422907,-2.5357134920469817,-0.17115891735306557,0.6190706130201727,0.6051783872230303,0.640742426453128,0.5756769429300987,0.5246565668192228,0.7612950236964924,0.5075707921761913
5,2,0.33921846747398376,1.575735808501122e-08,0.07888783514499664,1.6957653059535005e-09,0.9939210550156683,0.9964526216881179,0.9995711869458571,0.9997242818430292,0.9993038863595528,0.9998965263511449,0.9986425725093021,-0.6986147360790848,-0.8157410310156967,-0.08689254489457707,50789,0.9978871531484864,51928,0.999505876572813,5572,0.9996805466653903,117308,0.9999032745982696,0.3015158826491641,-54.489849655046626,0.5034430410109948,-2.208998017553328,0.3259395610843926,0.19508395499685108,0.35430819647632994,0.9737855103483455,0.7308680051788308,0.9674523375653709,0.2693971295026916,0.3680755464050258,0.39996479056256484,0.3008758803724342,0.419833998282218,0.466678180680547,0.2964884757640546
7,0,0.44490933418273926,1.1589844639559033e-08,0.2745484709739685,2.816358035673261e-09,0.9076101166509616,0.9183863258009961,0.998298852338215,0.9983708653966424,0.9994982845953128,0.9929845861166361,0.9872948294990309,-0.9587742020817716,-0.27302206624914965,0.05951438264141833,50789,0.9979581615875663,51928,0.9987282100426137,5572,0.8685887617295244,117308,0.9902024113358993,0.561262564601526,-0.5863105181326822,0.6466678906328878,-22.744853811218825,0.2067698779267136,0.10311706960018038,-77.22560779677329,0.030594168164708297,-1.3138899968451851,-0.10816315796275877,0.7383335126794813,0.7566429931525105,0.5881783371205958,0.4503585252270145,0.26329542310454934,0.7279252004290601,0.6903202463984244
7,1,0.44490933418273926,1.1589844639559033e-08,0.2745484709739685,2.816358035673261e-09,0.9812653016873546,0.9850235244770736,0.9986441266683653,0.9986279284333929,0.9991075872641939,0.998611282518607,0.9956296647621953,-0.9582101505436729,-0.1961076488599307,-0.11212439840733869,50789,0.997868440710181,51928,0.9988329708524072,5572,0.9970279314909958,117308,0.9963961714240755,0.4649037754484707,0.7022642017583195,0.8988236581385576,-26.189820127317283,0.20829945315310416,0.41978695923064663,-3.7927815362929573,-0.10614804090642718,-2.207112593935409,0.02174446062570189,0.4434048551199571,0.45637519766621565,0.528055252552025,0.5296877199585538,0.34023821389550224,0.6341127344373259,0.38290407656447234
7,2,0.44490933418273926,1.1589844639559033e-08,0.2745484709739685,2.816358035673261e-09,0.9903250536904159,0.9943092767826973,0.9993235987101694,0.9995486545448825,0.9990664354713107,0.9999096867688955,0.9977111745697552,-0.801845946582982,-0.8397126554835792,-0.09156374054947541,50789,0.997618254295127,51928,0.9990966560169536,5572,0.9996262502171448,117308,0.999896403503045,0.442309407643521,-30.07480018927128,0.5123419510032803,-12.650566941263277,0.17946573757193854,0.21572155901900894,0.6669826220104874,0.9820363640219306,0.8190108811480381,0.9838782838404834,0.26598551718560204,0.142615252229728,0.305993227058723,0.13857168556951863,0.2683363137315373,0.45847255867017456,0.17869861186687744
9,0,0.5148477554321289,7.488405451283597e-09,0.49532967805862427,2.9821243252570184e-09,0.8831389005562619,0.9107717801315338,0.998043974690028,0.9981686093405713,0.99931274299964,0.9919910847352464,0.9849248736568618,-0.9451406319783202,-0.12301644480496113,0.14010028104473943,50789,0.9979960942945655,51928,0.9987840038572059,5572,0.8585390334444456,117308,0.9911790699518971,0.5863165406474106,-0.043595440694333076,0.7022494665824407,-32.669752510681136,0.17069941980871758,0.15709747953134112,-67.69743880523407,0.05037806178265165,-1.0468819867606505,-0.041597131933639654,0.6161594951889466,0.637087403984632,0.5751726848964047,0.45632688935862126,0.19156489764882134,0.608528956738592,0.5977517702025001
9,1,0.5148477554321289,7.488405451283597e-09,0.49532967805862427,2.9821243252570184e-09,0.9701238585849867,0.9756611881056522,0.9983001083414381,0.9983173147084207,0.9990284879510791,0.9982994203579504,0.993254802155281,-0.9445510708126811,-0.3051080533541045,-0.12106088075671702,50789,0.9974992829966326,51928,0.9986189072558568,5572,0.997616830725757,117308,0.9963525782511865,0.5370750415975464,0.7179337185490742,0.9828866543222959,-21.798517913032597,0.22849795401179743,0.488770941489908,-1.975858102657984,-0.05344256149972654,-1.6093067666155911,0.06432744715065868,-0.0725182544643463,-0.10674885266939489,0.38502124310014973,0.40490139726197116,0.22803554024191242,0.5418013789811849,-0.05634035431923372
9,2,0.5148477554321289,7.488405451283597e-09,0.49532967805862427,2.9821243252570184e-09,0.9877134969371066,0.9913722341938782,0.9991030881251118,0.9993176297102357,0.9988328166279705,0.9998995061428836,0.9967675049570638,-0.8493347792359146,-0.8946775604490986,-0.28524617232118576,50789,0.9964027495334247,51928,0.998805649666721,5572,0.9995373998532883,117308,0.9998562715187171,0.5558823564953731,-21.176342249893963,0.42319312840037043,-24.985636845741283,0.18215116732698491,0.15494113301676954,0.823826990132942,0.9798787935470002,0.7514203757538422,0.9791820574489427,0.23052044269680175,0.11544147507115386,0.2790236619560135,0.03611303197159548,0.16362588487620672,0.4849037280804562,0.13694449196013475
11,0,0.53663170337677,5.044669570963833e-09,0.5760611295700073,2.40634001613671e-09,0.8912517494545846,0.9178899461958728,0.9980761793505986,0.9981819817803,0.9992411039074982,0.9923954705608262,0.9859375229872404,-0.9122159580042386,-0.0006909337905327579,0.12938583752527757,50789,0.9973606910448175,51928,0.998468243963925,5572,0.8523685218996451,117308,0.9933623708374578,0.5943081396398159,0.8636660216852923,0.9947305808499989,-47.096778315725984,0.13869155417218057,0.26929124128566256,-45.30113511748129,0.07695152548895409,-3.0324527363629654,0.10222475627831416,0.6278796608098111,0.6423250464763858,0.5572640944299035,0.3923238648579085,0.2203234448183098,0.6225655801717226,0.5861104962897977
11,1,0.53663170337677,5.044669570963833e-09,0.5760611295700073,2.40634001613671e-09,0.9653778396999603,0.9743752043644678,0.9981957794466342,0.9982831518090572,0.9989884626104946,0.9985056473450552,0.9923944546476865,-0.945729799088833,-0.4019288727677037,-0.15618980295082133,50789,0.9970447341691722,51928,0.9983760700976131,5572,0.9980027274150444,117308,0.9966599149746802,0.5785054881455343,0.743732820491835,0.9281565187399855,-20.025110398368533,0.2295940648780899,0.48205489442849087,-0.9054520484407584,-0.006795234482000531,-0.17568859229301648,0.3068841924722926,-0.3454644724892644,-0.4752950622309045,0.4413258057024462,0.4197187970586552,0.2184847869901222,0.32836206868448203,-0.13933422188329064
11,2,0.53663170337677,5.044669570963833e-09,0.5760611295700073,2.40634001613671e-09,0.9836991316913083,0.9900835448228413,0.9988322146033164,0.9990593244098409,0.998726748628505,0.9998840717966204,0.9957899339931441,-0.857814063584914,-0.9136012465124126,-0.07572284127494067,50789,0.9958308241016247,51928,0.998327109642568,5572,0.9994643249433641,117308,0.9998084036383937,0.559048360972926,-28.12793410941064,0.40006901073375084,-23.38176220034937,0.2037355152380043,0.192957156807748,0.9291776116656255,0.9726439963985409,0.6950834731276616,0.9599100442664401,0.33829631755392325,0.18052637784033773,0.3186649683490697,0.06326071019935428,0.16679910321192676,0.4022011514651495,0.21990223316067495
14,0,0.5168641805648804,3.2399893878931607e-09,0.5682154297828674,1.5729932911767719e-09,0.899494359862801,0.9136586013756126,0.998160702661127,0.998322028264308,0.9990554410562841,0.992200464770458,0.9859912226852615,-0.922182955891388,-0.07939131033012573,0.008923655633724931,50789,0.9962934749081792,51928,0.9982465824828854,5572,0.8671587902226625,117308,0.9952552955225911,0.594259882055202,-2.076663894547364,0.5324089813640909,-54.696849551576854,0.12667317111205326,0.36555325402669825,-18.75833952503084,0.1534628951999159,-3.1206728529200145,0.053046810548618546,0.5065059137691231,0.47166655278270114,0.4430287419134061,0.3187736558846152,0.16934392392436237,0.5401350967674343,0.39516340034550845
14,1,0.5168641805648804,3.2399893878931607e-09,0.5682154297828674,1.5729932911767719e-09,0.9670480365527417,0.9755135521296118,0.9980927971794831,0.9982490684569391,0.9987102449625358,0.9989589194881713,0.9920048070240386,-0.9357956973197927,-0.5762048000682024,-0.010636128569397116,50789,0.9954724242099309,51928,0.9979021252763445,5572,0.99850161409649,117308,0.9971710858885484,0.6341334896051805,-7.221441589974658,0.36039715306793896,-33.93969406774854,0.16390338209781785,0.3822917171128028,-0.3177512059973906,0.2168689946020546,-0.17074180745775847,0.5067920840465987,-0.06938408839979819,-0.2296783760347269,0.4791055520165448,0.44053257017308994,0.09437489162194711,0.24170551122543998,0.11888710880016753
14,2,0.5168641805648804,3.2399893878931607e-09,0.5682154297828674,1.5729932911767719e-09,0.9822978650544454,0.987711035999932,0.9985976009765756,0.9988500067079321,0.9981656537151887,0.9998639594211164,0.995041458316713,-0.8675107333319703,-0.9274891865013051,0.14124424132856295,50789,0.9941772035362765,51928,0.9976885175345508,5572,0.9995146423940539,117308,0.9997881977645731,0.5321750121498825,-50.555877893221,0.3039649508348348,-18.338450993445523,0.219552341278184,0.2567819738769729,0.8647218187517792,0.9436713400766371,0.8346107995773542,0.9626591792138526,0.43149405504333094,0.24577624237293702,0.29959132149479534,0.07178254363540852,0.28126342780603497,0.3897116941043559,0.25212570192863304
18,0,0.5124925374984741,2.339973992349087e-09,0.5398095846176147,1.0651464155131407e-09,0.8977692755297118,0.914575705416112,0.998224000135545,0.9984099010460914,0.9988418701524329,0.9927877522786158,0.9868289479654774,-0.9161790087094427,-0.2709903365085428,-0.10956397380880427,50789,0.9957163276311042,51928,0.9975661042088557,5572,0.848023656587457,117308,0.9963984231018258,0.5781959157412718,-7.176031102891747,0.3247093075035104,-54.684203807057735,0.12586996703999836,0.4151892837886663,-4.378629962670059,0.2876636397962241,-1.8481502795266986,0.06747436298163917,0.3192370299071684,0.25730520640796956,0.4381622163676537,0.3710421786585468,0.21416687168505316,0.38676342553045673,0.26131166514614673
18,1,0.5124925374984741,2.339973992349087e-09,0.5398095846176147,1.0651464155131407e-09,0.9686298828525812,0.9786804239245366,0.9980709266684408,0.9983942137386265,0.9983289230609935,0.9993320793315269,0.9921059515547976,-0.9058246531429367,-0.5947599859315076,0.04953532085911976,50789,0.9945318429044072,51928,0.9971881430311347,5572,0.9979192230128959,117308,0.9981062777352696,0.6103146103896161,-13.901281606495859,0.259131054291569,-64.8955114954937,0.10940473805956272,0.33725988619689695,0.2744779661545129,0.5949587579422797,-0.22269468866042375,0.657720090909557,0.251679775746588,0.14299430147351377,0.3410200931021437,0.27141724790108257,0.09177920639616605,0.12485000973898656,0.2880337303686702
18,2,0.5124925374984741,2.339973992349087e-09,0.5398095846176147,1.0651464155131407e-09,0.9807774997483301,0.9875339061838024,0.9984048231208469,0.9987542214942168,0.9973651903063365,0.9998787104664391,0.9947760528241623,-0.8188733954468154,-0.9448014386278577,0.2269563098438708,50789,0.992420713868473,51928,0.9967143471219845,5572,0.9996444069694251,117308,0.999793511012214,0.5461957892487452,-51.3159181671734,0.2329670549859721,-53.432702485260556,0.11291436061421331,0.22931487078074342,0.8938558939770511,0.9620324222331149,0.7864205942008645,0.9519252404949856,0.35983500479356306,0.17993812946009433,0.20087338054675508,-0.039869771509854914,0.3860027857297062,0.3158964822962052,0.13534089319416845
