pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,Octx,25372,-1.2948500040016327e-07,-1.3134319151985058e-06,6.690960717800514e-07,3.2527780417599993e-06,-9.612533300936761e-08,-2.0848905903569636e-07,-4.434857384254188e-07,-9.681126952950935e-07,5.396110714136558e-07,2.327414084275084e-06,-2.256103333520788e-07,-4.909407498961801e-07,-1.1459414776509405e-06,-1.251766695507501e-06,6.867254666943489e-10,5.517951593609754e-06
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,Dctx,26017,1.3315507055029492e-06,1.3506592948278316e-05,-9.510855493253928e-07,-4.623656185053573e-06,-8.700742722875815e-07,-1.8871296529368408e-06,4.896091161479484e-07,1.0687982949755014e-06,3.804651561706208e-07,1.6409966547343398e-06,4.614764331810436e-07,1.0041986233483328e-06,3.6423196431551494e-06,3.978679987254269e-06,3.4953364804003464e-09,2.808560107005875e-05
"0.01,0.04,0.49,0.46",1,adam_first,0,all,61440,-0.2577033767369261,-2.614015821250877,0.5948118629181495,2.8916489698276537,1.4959736387328222,3.244661178455612,-1.8330821249140337,-4.00154936875433,0.33710848618121453,1.4539935895150644,1.2382702619958852,2.694545599778477,-4.181571003301886,-4.567730044611927,0.0007605876754431792,6.111446537717523
"0.01,0.04,0.49,0.46",1,adam_first,0,Octx,25372,-0.3523736618854775,-3.5743044535308957,0.635475625601014,3.089333876269074,1.282592092420827,2.7818516732668566,-1.565694056136366,-3.417851266368495,0.28310196371553237,1.2210562987733193,0.9302184305353445,2.024207522186447,-3.8361354360436866,-4.190394249572952,0.0003171343929904306,2.5482267864821693
"0.01,0.04,0.49,0.46",1,adam_first,0,Dctx,26017,-0.29245278169362,-2.966496628782475,0.4552538153970516,2.2131943028919454,0.6936454904470583,1.504468084324535,-0.8564465241504894,-1.869590566351168,0.1628010337034304,0.7021824399993541,0.40119270875343516,0.8730178549974489,-2.297798611688203,-2.509995345478544,0.0011714537995467515,9.412823134643176
"0.01,0.04,0.49,0.46",1,adam_first,1,all,61440,0.014196034464173541,0.14399756479036885,0.04133410526845597,0.20094374434950676,0.0011996615280681488,0.0026019811356479735,-0.05672980126070023,-0.12383902354345394,0.055530139732630726,0.2395088539916446,0.015395695992242744,0.033501898708734934,-0.08506753359305572,-0.09292333639850016,-0.00020370584167701613,-1.6368097998753848
"0.01,0.04,0.49,0.46",1,adam_first,1,Octx,25372,0.04226348241742928,0.42869989947046033,-0.14100981459300346,-0.6855123620148048,0.043841509777284335,0.09508913866940294,0.054904822398290795,0.11985516329212617,-0.09874633217557427,-0.4259060209306917,0.08610499219471289,0.18736929647592127,0.19433660963143215,0.2122831753617426,-0.00013885279957856185,-1.115704985283031
"0.01,0.04,0.49,0.46",1,adam_first,1,Dctx,26017,0.08979846936645416,0.910871338281492,0.08578427908107637,0.4170361045175339,-0.11756164041223967,-0.2549828959848926,-0.05802110803529116,-0.12665789768908167,0.17558274844753421,0.7573116700922059,-0.027763171045785066,-0.06041421866720559,0.06355472266232508,0.0694238638904974,3.084104438896722e-05,0.24781284266895418
"0.01,0.04,0.49,0.46",1,adam_first,2,all,61440,-0.05193490085639327,-0.5268019931779767,0.0005224560758636042,0.0025398948268102735,0.02533309979639382,0.054945704463700826,0.0260793449841355,0.05693022971553328,-0.051412444780529414,-0.22174868980308884,-0.026601801059997546,-0.05788701238521466,-0.0517111117445158,-0.056486521111132025,-0.00016752531485709276,-1.3460933413979617
"0.01,0.04,0.49,0.46",1,adam_first,2,Octx,25372,0.006008850940613876,0.06095081727368072,-0.00679300909755011,-0.033023883657249245,0.013918780291588809,0.030188851524032157,-0.01313462213465155,-0.02867238635814335,-0.0007841581569357353,-0.0033821780823921686,0.019927631232202484,0.043363644188781934,-0.01425154238807433,-0.015567641514795505,4.162131961625802e-05,0.33443411966385106
"0.01,0.04,0.49,0.46",1,adam_first,2,Dctx,26017,-0.08587228435045813,-0.8710460559009326,-0.016678536043183246,-0.0810818925683411,0.044718873512413944,0.09699207865247057,0.057831946881226594,0.12624496600077809,-0.10255082039364191,-0.4423152829552684,-0.04115341083804296,-0.08955213210950311,-0.05608067493846339,-0.0612596040187437,-0.00033337824983451284,-2.678748836568112
