pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.01,0.04,0.49,0.46",2,sgd_quarter,0,Octx,26563,-1.1972314225777613e-05,-0.00013350923064761087,1.005781124077045e-05,5.3408964868721535e-05,3.380134885719945e-06,7.365491871769163e-06,-1.4656319008038678e-06,-3.2041583003279577e-06,-1.9145029848512413e-06,-9.022711322966594e-06,-8.592179339668047e-06,-1.8768345955058746e-05,-2.687589225298201e-05,-2.9413006325586767e-05,3.447105366718019e-09,2.7332922834769974e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,0,Dctx,25002,-2.386755805449744e-06,-2.6615901096483056e-05,1.1012601505323335e-06,5.847908981695989e-06,-1.3856775603714167e-05,-3.019464356563613e-05,1.5142271258988402e-05,3.310396977146441e-05,-1.2854956551984838e-06,-6.058311893770668e-06,-1.6243531408999955e-05,-3.5481593780112164e-05,2.5511030907014988e-05,2.7919300552971066e-05,8.632810963586887e-09,6.8451622684088e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,1,all,61440,-6.262936916112465e-07,-6.98411245725875e-06,-1.741872450837537e-07,-9.249686865812513e-07,-1.5488953356038562e-06,-3.3751244818093907e-06,2.349376272193677e-06,5.136196529984167e-06,-8.00480936577977e-07,-3.7725239748540864e-06,-2.1751890272002657e-06,-4.75137896524859e-06,3.4461651613475197e-06,3.7714869793200905e-06,3.2961057583537156e-09,2.613561082819457e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,1,Octx,26563,3.381102573179088e-07,3.770435646550849e-06,-1.481840221701605e-06,-7.868864353021701e-06,8.720699957637756e-07,1.900286433108943e-06,2.716599684311071e-07,5.939018809824923e-07,-1.1437299642954885e-06,-5.390195461130044e-06,1.2101802532207255e-06,2.6434599142462357e-06,1.2195404517766706e-06,1.3346664246444198e-06,6.499553465862283e-10,5.153651381188193e-06
"0.01,0.04,0.49,0.46",2,sgd_quarter,1,Dctx,25002,2.3993540211682274e-07,2.6756390065982866e-06,-3.1005458654500058e-06,-1.6464511138408885e-05,-6.04033005535164e-06,-1.3162197199127284e-05,8.900940518589328e-06,1.9459198744050813e-05,-2.8606104630910587e-06,-1.3481547231922391e-05,-5.8003946532848194e-06,-1.267010489715039e-05,1.8281751841368114e-05,2.000756951588482e-05,6.644767301137965e-09,5.2687949039958584e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,2,all,61440,-6.935831040649354e-08,-7.734490163523661e-07,8.163364520250497e-07,4.334907848591006e-06,-5.787879687965944e-07,-1.261209455770313e-06,-1.6819017282222964e-07,-3.6769664878770804e-07,7.469781415897006e-07,3.5203748385138307e-06,-6.481462792255386e-07,-1.4157797593711523e-06,-4.7509696644982666e-07,-5.19946647646846e-07,1.5699338394452752e-09,1.2448380865742787e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,2,Octx,26563,1.4768676236474186e-07,1.646928542662147e-06,-2.073529300742976e-07,-1.101085026618207e-06,8.419074667026887e-08,1.8345606943018899e-07,-2.4524578939814224e-08,-5.361553138202994e-08,-5.966616773234721e-08,-2.8119601351183246e-07,2.3187750901533672e-07,5.065021499615519e-07,2.4632436686299026e-07,2.695776606219801e-07,-1.3930632496435405e-09,-1.1045931660253638e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,2,Dctx,25002,-4.356348202878273e-07,-4.857980554395315e-06,1.605494769004475e-06,8.525494430347623e-06,-8.297458913342343e-07,-1.8080599812970065e-06,-3.401140574260391e-07,-7.435559225765637e-07,1.1698599487140375e-06,5.513341420236764e-06,-1.2653807116213518e-06,-2.764037157712014e-06,-1.5514977553090915e-06,-1.697960866247209e-06,6.434052632566414e-09,5.1017142040025225e-05
"0.01,0.04,0.49,0.46",2,adam_first,0,all,61440,-1.2415155306058385,-13.844757179139275,1.2935527765461077,6.869020818201001,-0.7981570100274664,-1.739226145852678,0.746119764087203,1.6311638917162685,0.05203724594026309,0.24524226489920628,-2.0396725406332914,-4.455363227918634,-0.9907915330372519,-1.0843233539652637,-0.0001306998987487767,-1.036350754318208
"0.01,0.04,0.49,0.46",2,adam_first,0,Octx,26563,-1.297814419280347,-14.47257408834347,1.250640899077286,6.641150270492489,-0.2833829292961736,-0.6175063223503673,0.3305564494992387,0.7226611203051742,-0.04717352020306697,-0.22232039241948626,-1.581197348576516,-3.453891927545847,-1.9345159395622147,-2.117136392410508,9.560660640210769e-05,0.7580876466712312
"0.01,0.04,0.49,0.46",2,adam_first,0,Dctx,25002,-0.9225221584311273,-10.287503427058898,1.0777172476839036,5.722891516062661,-1.0577775528067561,-2.304952976951569,0.902582463553992,1.9732219875541532,0.1551950892527711,0.7314067933817257,-1.98029971123788,-4.325672056636959,-0.03987938975431039,-0.04364404843057535,-0.00010747834388168458,-0.8522214922962831
"0.01,0.04,0.49,0.46",2,adam_first,1,all,61440,0.4499369396231386,5.0174706006034615,-0.4607168871951644,-2.446497697519761,-0.3806901779342214,-0.829543940119904,0.3914701255062591,0.8558303427233898,-0.010779947572029951,-0.0508039714687091,0.06924676168890906,0.15125931713794563,1.6828141302587722,1.8416736528103983,4.569286160660059e-05,0.36230962721691645
"0.01,0.04,0.49,0.46",2,adam_first,1,Octx,26563,0.44477977022243276,4.959960439575015,-0.5067033150458844,-2.690694715212943,-0.2660441581395044,-0.5797242271563432,0.32796770296295236,0.7170016135100931,-0.06192354482345061,-0.2918346293830355,0.17873561208293162,0.39042152979447015,1.5454949463707732,1.6913913854793858,0.00015077009768964627,1.195492161548115
"0.01,0.04,0.49,0.46",2,adam_first,1,Dctx,25002,0.23939901250698203,2.66965745927279,-0.1928557831594647,-1.02410231221486,-0.31434734233135503,-0.6849794085541905,0.2678041129838395,0.5854722260128844,0.046543229347516764,0.21934994396151375,-0.07494832982437594,-0.16371355011219776,1.0144062509816443,1.110167327506209,-7.73435309665647e-06,-0.061327535389221734
"0.01,0.04,0.49,0.46",2,adam_first,2,all,61440,0.04323814301936689,0.48217003833042127,0.0923577237403641,0.49043776071366574,-0.047231851071294094,-0.10292069012510165,-0.08836401568843874,-0.19318103963425526,0.1355958667597342,0.6390391511745729,-0.003993708051928484,-0.008723665021288227,-0.09025174533814516,-0.09877161031673551,0.0003441311446750249,2.728698145771811
"0.01,0.04,0.49,0.46",2,adam_first,2,Octx,26563,-0.03928264085948535,-0.43806026638226253,-0.007168023852785832,-0.03806362288643134,0.09037942973351756,0.19694153564394482,-0.04392876502124647,-0.09603688142212405,-0.04645066471227021,-0.21891370333449262,0.05109678887403275,0.11161338385396107,-0.16642281176145907,-0.18213330999340527,0.00033532391569592333,2.658863520930294
"0.01,0.04,0.49,0.46",2,adam_first,2,Dctx,25002,0.1341755418045859,1.496258202068122,0.20751852962912262,1.1019643929727947,-0.19195309257744986,-0.4182758945843148,-0.14974097885626506,-0.3273630984958626,0.3416940714337142,1.610343254468774,-0.057777550772865435,-0.12620652089217274,-0.031130874103361076,-0.034069663187521096,0.0003916683676737418,3.1056321555494906
