pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.01,0.04,0.49,0.46",0,sgd_quarter,0,Octx,24861,-1.1775523120174135e-06,-1.2481439318942281e-05,3.0663245369004352e-06,1.6027181689910202e-05,2.0340423337361124e-06,4.436335253013725e-06,-3.922814558388344e-06,-8.604288845117096e-06,1.8887722246910697e-06,8.711196265932422e-06,8.564900223427507e-07,1.8735367384773139e-06,-1.0200733740382879e-05,-1.1194561498667533e-05,4.7015913104694895e-09,3.727173557604639e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,0,Dctx,26309,-1.5059728132863524e-05,-0.00015962525055729701,1.4659203898359517e-05,7.662128436865999e-05,6.841850449957928e-06,1.4922374939583735e-05,-6.4413262151918805e-06,-1.412838421908629e-05,-4.005242347457447e-07,-1.8472556788594482e-06,-8.217877683219604e-06,-1.7976269834073307e-05,-4.300210869632972e-05,-4.7191678816957366e-05,-1.179061112972646e-08,-9.346974487735116e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,all,61440,5.884965436401664e-07,6.2377559144424525e-06,-1.0189755774615848e-06,-5.326020295968519e-06,-4.120437859229947e-07,-8.986855105998861e-07,8.425228197687446e-07,1.8479868451572004e-06,-4.3047903386515036e-07,-1.985410047514675e-06,1.7645275768710798e-07,3.859831585990573e-07,2.8620387267981354e-06,3.1408788185375452e-06,-6.56238242235911e-10,-5.2023105847249675e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,Octx,24861,-1.8785527068510967e-07,-1.991167728066929e-06,1.9286247530069295e-06,1.0080609197141849e-05,-8.537002087717404e-07,-1.8619574769236818e-06,-8.870692734875861e-07,-1.9456948935794598e-06,1.7407694822462219e-06,8.028593609837036e-06,-1.041555479528481e-06,-2.278359823411995e-06,-2.14984908836222e-06,-2.3593026193056847e-06,-2.8864485639609088e-09,-2.2882241463702818e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,Dctx,26309,1.0248823182301096e-06,1.086321714415422e-05,-4.4696856489793575e-06,-2.3362322914908867e-05,7.038848726323389e-07,1.5352036792598255e-06,2.74091845811919e-06,6.011921737197705e-06,-3.4448033307928314e-06,-1.5887759000152756e-05,1.7287671908431358e-06,3.7816072106239766e-06,7.531601552640271e-06,8.265383541059543e-06,2.45322758138225e-09,1.9447894060364952e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,all,61440,-2.9491037765751804e-07,-3.1258959331942018e-06,2.8185786657109815e-07,1.473225414956179e-06,1.5336155421551207e-07,3.344882543194498e-07,-1.4030904312331035e-07,-3.0775340425751496e-07,-1.3052511084785537e-08,-6.019941649736126e-08,-1.4154882344606993e-07,-3.096322363324909e-07,-8.704388415693241e-07,-9.55243161009218e-07,2.2555574578481026e-10,1.78808696022324e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,Octx,24861,4.145960915053549e-07,4.394501972595341e-06,1.1692247667159587e-07,6.111348471757676e-07,7.966155988956005e-08,1.7374534471904887e-07,-6.111801280735939e-07,-1.3405605286887141e-06,5.315185681735956e-07,2.4514139427822696e-06,4.942576514010403e-07,1.0811683078811057e-06,-3.931680731496418e-07,-4.314732926281711e-07,8.849954855720076e-10,7.015777328578739e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,Dctx,26309,-1.393159285147094e-06,-1.476676059460475e-05,5.059982174858968e-07,2.644770724306568e-06,8.919759376219103e-07,1.9454385148629997e-06,-4.8148699616216745e-09,-1.0560920299656309e-08,-8.871610676488149e-07,-4.091670810675448e-06,-5.011833475347702e-07,-1.0963179836596764e-06,-2.795948310201811e-06,-3.0683494052727754e-06,-1.4376120670958273e-09,-1.1396630052980624e-05
"0.01,0.04,0.49,0.46",0,adam_first,0,all,61440,1.0967919160380124,11.625421313199757,-0.9432738814799095,-4.930339792769372,-0.9627539517702757,-2.0998084579545746,0.8092359172121708,1.7749754600679961,0.15351803455809565,0.7080397053247128,0.1340379642677384,0.2932025404328901,3.812055666500306,4.183453139850307,0.0006160725805729673,4.88389840853165
"0.01,0.04,0.49,0.46",0,adam_first,0,Octx,24861,-0.12926231248653874,-1.3701129818706772,-0.041494231061772,-0.2168836247784718,-0.5406385972658968,-1.179156415975437,0.7113951408142056,1.5603718155601418,-0.1707565435483114,-0.7875453403519177,-0.66990090975243,-1.465380719938256,1.1642656566553402,1.2776966663307439,0.00035737525815607995,2.8330825126705084
"0.01,0.04,0.49,0.46",0,adam_first,0,Dctx,26309,2.497182452365462,26.468829392495024,-2.0774833769170744,-10.85866911311198,-1.536516382640437,-3.3512094031103095,1.1168173071920267,2.4496234923360793,0.41969907544840246,1.9356918590114311,0.9606660697250335,2.1014175624782663,7.227999519114945,7.932202446256041,0.0006812187764762085,5.400343081654133
"0.01,0.04,0.49,0.46",0,adam_first,1,all,61440,0.0326257382324502,0.3458157806054229,-0.024616238595394933,-0.12866509195056708,0.00955125767775401,0.020831710551770334,-0.017560757314810143,-0.03851770865704819,0.00800949963705427,0.0369405703971035,0.04217699591020544,0.09226044588381087,0.030129961835279082,0.033065436203109574,0.00032735306789219047,2.5950824265214414
"0.01,0.04,0.49,0.46",0,adam_first,1,Octx,24861,-0.02914033002752663,-0.30887227451441385,0.055212816800172315,0.28858845038059366,-0.015083880665440428,-0.03289860316005942,-0.010988606107204407,-0.024102373320050392,0.026072486772644336,0.12024877666473537,-0.044224210692967336,-0.09673864411963731,-0.08025787226946438,-0.08807716285309096,0.0002775615386721559,2.2003614504800764
"0.01,0.04,0.49,0.46",0,adam_first,1,Dctx,26309,0.06487486229297589,0.68763964774292,-0.12467198708308068,-0.6516402828783653,0.05690634753696547,0.12411523177827978,0.0028907772531378694,0.006340621536571261,-0.059797124790106855,-0.27578999911981117,0.1217812098299436,0.2663913936189534,0.13553127909222448,0.1487356966082356,0.0005879573594274719,4.661015767528059
"0.01,0.04,0.49,0.46",0,adam_first,2,all,61440,0.0003780919660421724,0.004007577313529299,0.018120030803781113,0.09471046603975283,0.017037293951627206,0.03715908293547204,-0.03553541672145036,-0.07794326883210626,0.01849812276982317,0.08531509299677441,0.017415385917669574,0.03809544125483946,-0.07031464951081712,-0.07716520088059374,0.00047846082721730013,3.792985025267725
"0.01,0.04,0.49,0.46",0,adam_first,2,Octx,24861,-0.03746232999759826,-0.39708112653622746,0.014083014645310483,0.07360963647057896,0.058010054885684295,0.12652246575710163,-0.03463073953339707,-0.0759589527953072,-0.023379315352287634,-0.10782761517483444,0.02054772488808654,0.044947304073262244,-0.14418613906199157,-0.1582337743602657,0.0004094853209142446,3.246183599455431
"0.01,0.04,0.49,0.46",0,adam_first,2,Dctx,26309,0.02239568097884595,0.23738251820418652,0.021421261998169974,0.11196546677961337,-0.014438165755664634,-0.03149027071283191,-0.029378777221351328,-0.06443931553897045,0.04381694297701537,0.20208788812975118,0.00795751522318135,0.017406737648668826,-0.013966192485012005,-0.015326877914355492,0.000727808365918012,5.769680768323045
