pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.035,0.015,0.465,0.485",1,sgd_quarter,0,Octx,25209,4.469253635882771e-06,2.3906434396057683e-05,-1.1183502216492204e-06,-8.6718999585018e-06,-2.749075413699722e-05,-5.975509555204737e-05,2.413985072322463e-05,5.244683117679601e-05,3.350903414048902e-06,1.4452895697719112e-05,-2.30215005014801e-05,-5.015243052101318e-05,5.7218208717699055e-05,6.233810157554048e-05,-8.92227716200258e-09,-0.000107537937368862
"0.035,0.015,0.465,0.485",1,sgd_quarter,0,Dctx,26180,2.2807889166739166e-06,1.220014236156694e-05,1.6098775967990768e-06,1.2483296551135105e-05,-3.6161982695163526e-05,-7.860325404434351e-05,3.227131618164575e-05,7.011345227596708e-05,3.890666513366429e-06,1.6780966313901897e-05,-3.388119377846024e-05,-7.381031557147913e-05,6.910421019659939e-05,7.528766403343544e-05,-1.1738116224004695e-08,-0.00014147652941125645
"0.035,0.015,0.465,0.485",1,sgd_quarter,1,all,61440,-2.3098943840684856e-07,-1.2355830090105851e-06,1.8520314288552228e-06,1.4361003342360121e-05,7.305602232581624e-07,1.5879773879526208e-06,-2.3516022137069413e-06,-5.109148590492717e-06,1.6210419904432067e-06,6.9917714462529525e-06,4.995707848735335e-07,1.0883169442881054e-06,-5.1651833042114725e-06,-5.6273645870815516e-06,1.160950320112154e-09,1.399263893574897e-05
"0.035,0.015,0.465,0.485",1,sgd_quarter,1,Octx,25209,3.684131322343252e-07,1.9706745452289296e-06,6.477048188521246e-07,5.022426144327193e-06,7.705574577765802e-07,1.6749171117068403e-06,-1.7866754088168306e-06,-3.881774771862882e-06,1.0161179510634776e-06,4.382652959118139e-06,1.1389705899835708e-06,2.4812519660026473e-06,-2.836524553248901e-06,-3.0903371441484594e-06,-2.9370240384809098e-09,-3.539920374207614e-05
"0.035,0.015,0.465,0.485",1,sgd_quarter,1,Dctx,26180,-4.4618065885292734e-07,-2.3866599478752625e-06,2.171895868418512e-06,1.6841292939016655e-05,1.3536598164816563e-07,2.9423736895587245e-07,-1.8610811912494782e-06,-4.043430597930939e-06,1.725715209555251e-06,7.443241074362262e-06,-3.1081467711632885e-07,-6.771110118554451e-07,-4.614523700041391e-06,-5.027431888949336e-06,3.174668138888329e-09,3.826346764261122e-05
"0.035,0.015,0.465,0.485",1,sgd_quarter,2,all,61440,6.319861223135593e-07,3.3805498643004944e-06,2.2084839457477804e-06,1.7125003837562768e-05,-9.948285279501287e-07,-2.1624024371728562e-06,-1.8456415401049758e-06,-4.009886033538696e-06,2.840470068053901e-06,1.2251328240007882e-05,-3.6284240564481005e-07,-7.904536256448039e-07,-2.427310835579232e-06,-2.6445069290843237e-06,-2.6029074560952272e-09,-3.1372181552773816e-05
"0.035,0.015,0.465,0.485",1,sgd_quarter,2,Octx,25209,5.038811906226702e-07,2.695305213898196e-06,8.457141339486047e-07,6.557827969379742e-06,-6.687151679329976e-07,-1.4535482932846294e-06,-6.808801566300636e-07,-1.479296911809452e-06,1.349595324555881e-06,5.820985582024557e-06,-1.6483397731198664e-07,-3.5909147599263487e-07,-3.539979320425655e-07,-3.856737136612713e-07,-2.7988337267142883e-09,-3.373363106125538e-05
"0.035,0.015,0.465,0.485",1,sgd_quarter,2,Dctx,26180,2.71993246407305e-07,1.454916017565119e-06,3.148446992494302e-06,2.4413655771707147e-05,-1.1642665874119147e-06,-2.530700352276848e-06,-2.256173651479507e-06,-4.901818157924157e-06,3.4204402389022633e-06,1.4752817346472885e-05,-8.92273341026499e-07,-1.943821026727026e-06,-3.968360810104742e-06,-4.323450258452124e-06,-1.6327475464779921e-09,-1.9679090909669125e-05
"0.035,0.015,0.465,0.485",1,adam_first,0,all,61440,0.7072600838264134,3.783196965863566,-0.5171757478837538,-4.010278944638137,-0.9043714367764247,-1.9657809803911197,0.7142871008337596,1.5518776573522663,0.19008433594265473,0.8198592265092652,-0.19711135294999874,-0.42940786735826153,2.8430943693203337,3.097494828227914,-0.0006990756660499355,-8.425781202127569
"0.035,0.015,0.465,0.485",1,adam_first,0,Octx,25209,0.6752359618972394,3.6118970951548564,-0.5244360626912355,-4.066576804162735,-0.5075821865344176,-1.1033026560759975,0.3567822873284152,0.7751539396381542,0.15079989920599346,0.6504201837967305,0.1676537753628323,0.365234417275686,2.0640364984512996,2.2487267563879483,-0.0006198935525484405,-7.471419327031245
"0.035,0.015,0.465,0.485",1,adam_first,0,Dctx,26180,0.5670404415656065,3.033149653302721,-0.3642896233738584,-2.8247709068807887,-1.050955205586057,-2.2844018180716223,0.848204387394306,1.8428296354909854,0.20275081819173643,0.8744914627102448,-0.4839147640204431,-1.0542102405126643,2.8304896579198373,3.083762245589907,-0.0006066585321231434,-7.31190099199986
"0.035,0.015,0.465,0.485",1,adam_first,1,all,61440,0.08241585441778919,0.44084972063679906,-0.023092126965821587,-0.1790607369678131,-0.09622369952093343,-0.20915600680108956,0.03689997206895977,0.0801697834720787,0.05932372745196825,0.25587119033885125,-0.013807845103142695,-0.030080445544188313,0.23863165297350358,0.2599844447349837,0.00011590806580442388,1.3970104374368533
"0.035,0.015,0.465,0.485",1,adam_first,1,Octx,25209,0.09732986749672917,0.520626100386435,-0.08002936923718337,-0.6205629241467944,-0.15436982640663818,-0.3355449501789913,0.13706932814708656,0.29780018092368743,0.01730049825954666,0.07461936856057345,-0.057039958909906895,-0.12426177763550349,0.46879839128763784,0.5107465331311396,0.0002970571756263075,3.5803545852080374
"0.035,0.015,0.465,0.485",1,adam_first,1,Dctx,26180,0.06591336695862812,0.35257645043196906,0.004189012377277901,0.03248239733623796,-0.09477404287413503,-0.206004970237472,0.02467166353822359,0.053602260729600684,0.07010237933590771,0.3023609610638057,-0.028860675915506125,-0.06287309741382152,0.18117006099370686,0.19738118193097337,-1.0461767080396146e-05,-0.12609301780609017
"0.035,0.015,0.465,0.485",1,adam_first,2,all,61440,0.12513623171181354,0.6693648107079175,-0.0509791598085222,-0.3953020845080533,-0.08646109836842726,-0.18793559350149813,0.012304026465137539,0.026732029382064783,0.07415707190329116,0.3198493937405032,0.038675133343383426,0.08425393200457343,0.2748805163538988,0.2994768611885241,4.221738115356103e-05,0.5088353576039368
"0.035,0.015,0.465,0.485",1,adam_first,2,Octx,25209,0.02993868253651871,0.1601446702906382,-0.10573764573883251,-0.8199097813406321,0.010045230889620905,0.02183474955471847,0.06575373231269274,0.14285816997742262,-0.07579896320231289,-0.32693109105002977,0.03998391342613832,0.08710511462681088,0.19138482969842138,0.20850996948576755,2.555644642892061e-05,0.30802534885915783
"0.035,0.015,0.465,0.485",1,adam_first,2,Dctx,26180,0.19692338056073921,1.0533606418368637,-0.016708015559945683,-0.12955712498297015,-0.15532732932657706,-0.3376262200556626,-0.02488803567421428,-0.05407235613399143,0.180215365000795,0.7772930316531225,0.041596051234160394,0.09061716326160457,0.3440706897730435,0.3748581804449888,0.00010052042362109894,1.2115470998472093
