pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.035,0.015,0.465,0.485",0,sgd_quarter,0,Octx,24774,1.4168290811739963e-06,7.900684131042436e-06,-3.1645488329190448e-06,-2.792444006496628e-05,-6.232237238305135e-06,-1.3611984693379855e-05,7.979956990183222e-06,1.743330267695078e-05,-1.7477197519599608e-06,-8.060655687284626e-06,-4.8154081569275e-06,-1.0544260289731105e-05,1.8793572142765993e-05,2.057500715305078e-05,-2.4288611916271118e-09,-2.8882095265505068e-05
"0.035,0.015,0.465,0.485",0,sgd_quarter,0,Dctx,26396,8.645192474427947e-07,4.820830959788318e-06,-2.544868281999497e-06,-2.245628857886126e-05,-5.1071985526035845e-06,-1.1154759657865264e-05,6.787547586499813e-06,1.4828321964043709e-05,-1.6803490342513062e-06,-7.749935299621951e-06,-4.242679304812949e-06,-9.290160555018696e-06,1.5304133669421778e-05,1.6754806235216053e-05,-3.476100513552342e-09,-4.1335036572276535e-05
"0.035,0.015,0.465,0.485",0,sgd_quarter,1,all,61440,3.251299322922881e-06,1.8130266598283652e-05,-3.887952102939312e-06,-3.430785593971772e-05,-2.0059526746202767e-06,-4.3812512358725965e-06,2.6426054545327477e-06,5.7731314593930814e-06,-6.366527799002978e-07,-2.9363053460795756e-06,1.2453466483771511e-06,2.726925482431254e-06,1.1787809555050413e-05,1.290517119744682e-05,-1.3088562738206855e-09,-1.5563883073951562e-05
"0.035,0.015,0.465,0.485",0,sgd_quarter,1,Octx,24774,2.2572678887058325e-06,1.2587234991698834e-05,-2.6777861406041447e-06,-2.3629175133038853e-05,-1.4081949485532627e-06,-3.075673687000833e-06,1.8287132004499115e-06,3.995073002523374e-06,-4.205182518885047e-07,-1.9394716085864316e-06,8.49072940214674e-07,1.8592081490976326e-06,8.171962178075403e-06,8.946579127751479e-06,-9.124788485575737e-10,-1.0850476397188955e-05
"0.035,0.015,0.465,0.485",0,sgd_quarter,1,Dctx,26396,2.768195545759713e-06,1.5436328143324053e-05,-3.0172937825931907e-06,-2.6625040041710866e-05,1.8934628232975381e-07,4.135559347740605e-07,5.975195430016668e-08,1.305362806009584e-07,-2.490982366194225e-07,-1.1488656092872945e-06,2.957541828219503e-06,6.476105417907393e-06,5.655895000539599e-06,6.192014972406376e-06,-3.5848540635518103e-10,-4.262824772916538e-06
"0.035,0.015,0.465,0.485",0,sgd_quarter,2,all,61440,1.0168284687254004e-06,5.670155033939739e-06,2.4915427181130347e-07,2.198573603210075e-06,-4.2622188937076605e-07,-9.309218523388715e-07,-8.397608511525487e-07,-1.8345719296990922e-06,1.2659827405204354e-06,5.838837128170196e-06,5.906065793451916e-07,1.2932464494176806e-06,3.5413523514833563e-07,3.8770356912317896e-07,5.999784663419603e-10,7.134469142113281e-06
"0.035,0.015,0.465,0.485",0,sgd_quarter,2,Octx,24774,6.062509909210375e-07,3.3806460123120333e-06,2.591087114593043e-07,2.286413029304352e-06,-1.6148437844887978e-07,-3.527020560378882e-07,-7.038753239319641e-07,-1.5377114919338638e-06,8.653597023582994e-07,3.991124205433343e-06,4.4476661247695025e-07,9.7390185365538e-07,-1.9524866601363936e-07,-2.1375620714024643e-07,3.3246041036565154e-10,3.953356114911246e-06
"0.035,0.015,0.465,0.485",0,sgd_quarter,2,Dctx,26396,1.6273135299708955e-07,9.074411552745924e-07,4.0676563017146865e-07,3.589359197764035e-06,1.6844856510019816e-07,3.679127096883847e-07,-7.379455482527532e-07,-1.6121425363099924e-06,5.694969831551169e-07,2.6265761950751794e-06,3.3117991807937244e-07,7.251819877276714e-07,-1.1504283905210003e-06,-1.2594770267318948e-06,-1.9623884806479752e-10,-2.3335170919354035e-06
"0.035,0.015,0.465,0.485",0,adam_first,0,all,61440,-0.07527555707677139,-0.4197601581970847,-0.22337674402247545,-1.9711089414945686,0.9630017634210893,2.1033161547217536,-0.6643494623218358,-1.4513618650042561,-0.2986523010992429,-1.377413836901812,0.8877262063443264,1.9438468932782202,-1.4792500387972083,-1.619467544445426,7.911551197811385e-05,0.9407790621416035
"0.035,0.015,0.465,0.485",0,adam_first,0,Octx,24774,0.0360396633646402,0.20096848675437126,-0.12422049304589217,-1.0961397330376779,0.8200832007879669,1.791164159768017,-0.7319023711067225,-1.598940392934184,-0.08818082968124814,-0.40669867436270396,0.8561228641526077,1.8746453105181944,-1.3917254154841616,-1.5236464979166435,0.00017083367361857743,2.0314188612411432
"0.035,0.015,0.465,0.485",0,adam_first,0,Dctx,26396,-0.060363142155920736,-0.33660384704693525,-0.2996964415327943,-2.6445650742404823,0.747607326092217,1.632867795352635,-0.38754774240350787,-0.8466508157125018,-0.36005958368871116,-1.6606302742570564,0.687244183936304,1.5048530304961503,-0.8958217691188538,-0.9807363479099781,-3.167396608696863e-05,-0.37664174021709595
"0.035,0.015,0.465,0.485",0,adam_first,1,all,61440,0.24266483301041344,1.3531753553073693,-0.4627858377833093,-4.08368967344225,0.014690960040130823,0.03208689200215665,0.2054300447327612,0.4487899061575689,-0.2201210047728918,-1.0152197610764688,0.25735579305054407,0.5635298983101266,0.896189755486343,0.9811392155546069,-8.511903384074213e-05,-1.0121681933783764
"0.035,0.015,0.465,0.485",0,adam_first,1,Octx,24774,0.18990577827673177,1.0589742889671676,-0.22553775005860247,-1.9901779736763838,-0.0284925012279379,-0.06223118211980501,0.06412447300980767,0.14008864312867317,-0.03563197178186899,-0.1643381644400318,0.16141327704879327,0.3534453470932601,0.5080605025730783,0.5562193496379748,6.853652904049869e-05,0.8149821684905224
"0.035,0.015,0.465,0.485",0,adam_first,1,Dctx,26396,0.18482151746903988,1.030622853204621,-0.5380973665508415,-4.748249578283427,0.06426040269627482,0.14035274724715027,0.2890154463855252,0.6313935979042433,-0.35327584908179877,-1.6293430218935605,0.24908192016531358,0.5454126657801048,0.9476739277091345,1.0375035513874078,-0.0002130104636073838,-2.532951872122615
"0.035,0.015,0.465,0.485",0,adam_first,2,all,61440,0.012885318108047513,0.07185258239852761,-0.030954276010953758,-0.2731450424245718,0.028606088928399245,0.06247927184760499,-0.010537131025492039,-0.023019797567840495,-0.01806895790290721,-0.08333581406288999,0.04149140703644723,0.09085339836667704,0.004696374165110816,0.005141541549766093,-8.491096720856072e-05,-1.0096940296373802
"0.035,0.015,0.465,0.485",0,adam_first,2,Octx,24774,-0.0257798028153521,-0.1437562806347016,-0.008540613125584157,-0.07536361482639829,0.038506888653503935,0.08410385530890391,-0.004186472712568208,-0.00914591971319898,-0.03432041594093583,-0.15828913968274252,0.012727085838151056,0.027868396911309996,-0.05993255105584109,-0.06561353303710069,5.789081754153033e-05,0.6883917915919932
"0.035,0.015,0.465,0.485",0,adam_first,2,Dctx,26396,0.015487161823351168,0.08636128046669467,-0.04886353590653436,-0.4311789616233275,0.04771910419665921,0.10422448489514978,-0.014342730113474676,-0.031333646984515844,-0.03337637408318452,-0.15393512562460526,0.0632062660200121,0.1384022494330439,0.0022888634197538622,0.002505823846368618,-0.0001751524717464049,-2.0827745909923507
