pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.035,0.015,0.465,0.485",2,sgd_quarter,1,all,61440,-1.4210417254758859e-06,-8.190776943594026e-06,1.8110204680431233e-06,1.5906134333845022e-05,8.278023572898973e-06,1.8088126679813656e-05,-8.668002315425247e-06,-1.8892234472653178e-05,3.8997874254518295e-07,1.8378999969429137e-06,6.856981847292773e-06,1.4991432235239313e-05,-2.017808808162068e-05,-2.208014316214493e-05,5.3707687815616024e-11,6.387916514837114e-07
"0.035,0.015,0.465,0.485",2,sgd_quarter,1,Octx,26706,-6.768754896942167e-07,-3.9014590882717795e-06,8.725122448031639e-07,7.663246892377659e-06,3.442656850341551e-06,7.52247353196396e-06,-3.638293605375738e-06,-7.929796667312152e-06,1.9563675513464772e-07,9.220010027142233e-07,2.7657813606484135e-06,6.04683296077542e-06,-8.630338190144751e-06,-9.443863165098116e-06,1.165835495261321e-10,1.3866282680666319e-06
"0.035,0.015,0.465,0.485",2,sgd_quarter,1,Dctx,24859,-1.62018900845044e-06,-9.338646808724916e-06,1.7631249366553457e-06,1.548546942713192e-05,6.562586329602015e-06,1.4339762605373205e-05,-6.705522257734498e-06,-1.4614935961573967e-05,1.4293592810268094e-07,6.736314397765237e-07,4.942397320855369e-06,1.0805572504830932e-05,-1.665142253215351e-05,-1.822104214611917e-05,-3.5658770302880996e-10,-4.241203763948409e-06
"0.035,0.015,0.465,0.485",2,sgd_quarter,2,all,61440,1.9344811080699015e-07,1.1150202681410322e-06,6.870674182135442e-07,6.034490964269149e-06,-5.289355653519331e-07,-1.155765434501425e-06,-3.515799636453963e-07,-7.662816491471885e-07,8.805155290275546e-07,4.149712052370225e-06,-3.354874545757517e-07,-7.334768492979162e-07,-3.1626370572108004e-07,-3.460757962332694e-07,1.5352803714433248e-09,1.826040784573959e-05
"0.035,0.015,0.465,0.485",2,sgd_quarter,2,Octx,26706,-1.4750743469910847e-07,-8.502216884149202e-07,4.455666877411955e-07,3.913397841138632e-06,-2.0905183681525743e-07,-4.567945565342083e-07,-8.900741618195392e-08,-1.9399498467162124e-07,2.980592530079567e-07,1.4046998988122084e-06,-3.56559271549798e-07,-7.795462021524087e-07,-4.730297017947552e-07,-5.176190872656764e-07,5.345656359948037e-10,6.358048155338271e-06
"0.035,0.015,0.465,0.485",2,sgd_quarter,2,Dctx,24859,2.0312545268407097e-07,1.17079973421936e-06,4.3725753132571586e-07,3.840418788456605e-06,-6.647940045995079e-07,-1.4526267127994413e-06,2.441102058765884e-08,5.3204730210802855e-08,6.403829840737776e-07,3.018010358180298e-06,-4.616685519165081e-07,-1.00934681837169e-06,4.550729465385617e-07,4.979696673017753e-07,2.566392636070234e-10,3.0524311453867353e-06
"0.035,0.015,0.465,0.485",2,adam_first,0,all,61440,-0.40920253975452603,-2.3586124656255674,0.25331334269224803,2.2248429150952447,2.4746729544994603,5.40735327677005,-2.3187837574372225,-5.053875719313836,-0.15588919706227544,-0.7346778773999313,2.0654704147449783,4.515741830170677,-5.455972594383459,-5.970271092356643,1.0176745287391388e-05,0.12104077075855138
"0.035,0.015,0.465,0.485",2,adam_first,0,Octx,26706,-0.03390218977333598,-0.19540965571563132,-0.09203871667633405,-0.8083730787153157,2.5633821677206114,5.601189821481514,-2.4374412612709127,-5.31249417634592,-0.1259409064496737,-0.5935369452913842,2.5294799779472363,5.530206805894076,-4.94268690208855,-5.408601348270464,0.00020378154396750601,2.4237488953127935
"0.035,0.015,0.465,0.485",2,adam_first,0,Dctx,24859,-0.7147066153399828,-4.11951483296554,0.6012401376159049,5.280672728205925,1.0583478016067918,2.312572432076544,-0.9448813238827264,-2.059404101433683,-0.11346647772408046,-0.5347471959655575,0.3436411862668204,0.751303368141515,-3.3191758784454257,-3.6320526642545388,-0.0001927452382343585,-2.2924846340442864
"0.035,0.015,0.465,0.485",2,adam_first,1,all,61440,-0.20324371412953635,-1.1714813842395306,0.24659238014985296,2.1658129179535828,0.3919430930545866,0.8564262056053312,-0.4352917590749115,-0.9487346307951972,0.043348666020315806,0.20429450237787558,0.18869937892504876,0.41255380501021605,-1.2770709464088774,-1.397451989051834,9.219768526411593e-05,1.0965862435752771
"0.035,0.015,0.465,0.485",2,adam_first,1,Octx,26706,-0.05343280658597831,-0.30798265270457525,0.09353048864757843,0.8214752638031061,0.08936399899060027,0.1952673026504372,-0.1294616810522046,-0.28216656441237925,0.04009768206159906,0.18897319699391685,0.035931192404623016,0.07855643314527973,-0.36578897527635534,-0.4002694858187728,3.3127959841398694e-05,0.39401927429875555
"0.035,0.015,0.465,0.485",2,adam_first,1,Dctx,24859,-0.2791129196808547,-1.6087857423155945,0.2726710455646609,2.394860994800308,0.35825498355441093,0.7828150607618267,-0.3518131094382191,-0.7667897991019345,-0.006441874116196682,-0.030359399441093355,0.07914206387355341,0.17302844224179834,-1.2618520582381316,-1.3807985168190102,0.00014872458072207257,1.7689091524817413
"0.035,0.015,0.465,0.485",2,adam_first,2,all,61440,0.06397770127932496,0.3687626275487105,-0.02643192114794148,-0.23215071055218203,-0.07476548805829225,-0.16336841848384406,0.03721970792697059,0.0811217421929703,0.037545780131384675,0.1769465400558243,-0.010787786778965525,-0.02358535840793033,0.20239481841252935,0.22147324105971675,-2.354273680060276e-05,-0.2800139855756494
"0.035,0.015,0.465,0.485",2,adam_first,2,Octx,26706,0.013407790612002356,0.07728149021982318,-0.030722220815646857,-0.26983227409669047,-0.016368981111611686,-0.03576749949536809,0.033683411315263076,0.07341425177913673,-0.017314430203645214,-0.08159980980158402,-0.002961190499609142,-0.006474056326698843,0.09418240385452495,0.1030603569600353,-5.638835304178197e-06,-0.0670675104980654
"0.035,0.015,0.465,0.485",2,adam_first,2,Dctx,24859,0.058122210062667275,0.33501201939203884,-0.017592824876876297,-0.15451721321834427,-0.0846041785855432,-0.18486672409425858,0.044074793399871484,0.09606265676260015,0.04052938518579237,0.19100773653178205,-0.02648196852287384,-0.05789757730263579,0.20439400692495813,0.22366087986791236,2.941130706998129e-05,0.34981393129467775
