feature_id,activation,example_index,token_position,token_id,token_text,token_context
1210,10.309006,11,14,329, for," make a crown[ for] himself, and"
1210,10.117123,11,12,257, a, wheat to make[ a] crown for himself
1210,10.100775,15,13,618, when, and being nice[ when] they see older
1210,10.090592,13,9,16931, lazy, and Ben's[ lazy] but adventurous dog
1210,10.086638,11,16,11,","," crown for himself[,] and they both"
1210,10.07163,7,14,10441, dragon," and defeat a[ dragon], saving a"
1210,9.857982,13,16,442, ch,", Spot,[ ch]ases a squirrel"
1210,9.804003,11,13,12389, crown," to make a[ crown] for himself,"
1210,9.652947,15,9,7373, sharing, the importance of[ sharing] and being nice
1210,9.5147,3,16,3409, Sam,  Lily and[ Sam] were playing in
1210,9.450771,11,10,284, to, to tie wheat[ to] make a crown
1210,9.448903,13,14,15899, Spot," adventurous dog,[ Spot], chases"
1210,9.399783,11,8,9839, tie, Tom how to[ tie] wheat to make
1210,9.281515,11,9,17135, wheat, how to tie[ wheat] to make a
1210,9.276897,11,11,787, make, tie wheat to[ make] a crown for
1210,9.274243,1,16,2826, played," and Sam,[ played] pretend heroes with"
1210,9.25105,7,13,257, a," knights and defeat[ a] dragon, saving"
1210,9.204567,11,17,290, and," for himself,[ and] they both end"
1210,9.204556,13,17,1386,ases," Spot, ch[ases] a squirrel and"
1210,9.200788,9,15,810, where, a pizza place[ where] they ordered cheese
1210,9.159958,7,16,8914, saving," a dragon,[ saving] a princess doll"
1210,9.106812,15,15,766, see, nice when they[ see] older kids playing
1210,8.998659,3,14,20037, Lily,:  [ Lily] and Sam were
1210,8.978367,15,8,286, of, learn the importance[ of] sharing and being
1439,6.698399,3,22,13,., in the park[.] They liked to
1439,6.505347,9,24,13,.,oni pizzas[.] They enjoyed the
1439,6.28157,7,28,13,., about their adventure[.] Words: serve
1439,5.927732,1,30,13,., guy threatened them[.] Their
1439,5.899458,5,23,13,., spin so much[.] \nStory
2108,8.164242,3,30,290, and, in the mud[ and] make
2108,7.606965,7,11,290, and, pretend as knights[ and] defeat a dragon
2108,7.556917,9,19,290, and, they ordered cheese[ and] pepperoni pizz
2108,7.351129,13,20,290, and,"ases a squirrel[ and] gets lost,"
2108,7.307455,13,30,290, and, into a pond[ and] returns
2108,7.125606,11,17,290, and," for himself,[ and] they both end"
2108,7.071078,15,10,290, and, importance of sharing[ and] being nice when
2108,6.886569,15,28,290, and, to join them[ and] learn new skills
2108,6.748217,15,20,290, and," kids playing happily[ and] friendly, and"
2108,6.531324,11,28,290, and, to play king[ and] queen of the
2108,6.475941,15,23,290, and," and friendly,[ and] decide to join"
2108,6.404722,7,21,290, and," princess doll,[ and] tell their mom"
2108,6.349125,9,8,290, and,", their mom[ and] dad went to"
2108,5.99392,3,15,290, and,   Lily[ and] Sam were playing
2108,5.865568,1,13,290, and," brothers, Tim[ and] Sam, played"
2108,5.856584,13,6,290, and, Summary: Anna[ and] Ben's lazy
2108,5.721879,5,31,290, and,   Ben[ and]
2108,5.159931,15,3,290, and,Summary: Tom[ and] Lily learn the
