pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.025,0.025,0.475,0.475",0,sgd_quarter,1,Dctx,26576,-9.486606557670086e-07,-6.501053054432018e-06,2.2108474378544793e-07,1.4472612158452746e-06,1.00374123899104e-06,2.190340864975041e-06,-2.7616532703117225e-07,-6.042961409098908e-07,-7.275759119363067e-07,-3.355651003884258e-06,5.508058321701817e-08,1.2069341665538984e-07,-2.4496519654243167e-06,-2.68432346811311e-06,0.0,
"0.025,0.025,0.475,0.475",0,sgd_quarter,2,all,61440,6.199595971163661e-07,4.248505730638902e-06,-9.087195894423975e-07,-5.948644828949016e-06,-4.459499937477634e-07,-9.731417392225024e-07,7.347099860022663e-07,1.6076689061658155e-06,-2.887599922776467e-07,-1.3317892223635376e-06,1.7400960341230302e-07,3.8129250527237216e-07,2.7093391661847167e-06,2.968888156162172e-06,0.0,
"0.025,0.025,0.475,0.475",0,sgd_quarter,2,Octx,24594,3.975376570399813e-07,2.7242759398111386e-06,-6.967653145132163e-07,-4.561153334125206e-06,-2.3087183430880268e-07,-5.038031652128135e-07,5.300994916871662e-07,1.1599467629355628e-06,-2.992276574306798e-07,-1.3800671140623146e-06,1.6666582273400062e-07,3.6520070069325323e-07,1.8552742973956164e-06,2.033005670429381e-06,0.0,
"0.025,0.025,0.475,0.475",0,sgd_quarter,2,Dctx,26576,-9.046379961279448e-07,-6.199371263191963e-06,1.5205480770198302e-06,9.95378614109402e-06,9.663740748035987e-07,2.1087991054571624e-06,-1.582284155767271e-06,-3.462303611506953e-06,6.159100809739293e-07,2.8406373103010728e-06,6.173607874386818e-08,1.3527704028016667e-07,-4.973844303863586e-06,-5.45032812009647e-06,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,0,all,61440,0.26493861467234364,1.8155912545567234,-0.17868001365533817,-1.1696720876454079,-0.3481075892098154,-0.7596323120295841,0.2618489881928014,0.5729695858894288,0.08625860101701174,0.39783307328861434,-0.08316897453746272,-0.1822411294575778,1.053575205730305,1.1545054930585128,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,0,Octx,24594,0.12402587995999229,0.8499338734466858,-0.14256541653892296,-0.9332593219450837,-0.4805238580807567,-1.0485880245467762,0.49906339465968974,1.0920345674973135,-0.01853953657892634,-0.08550614927184294,-0.3564979781207579,-0.7811638239305844,1.2461785492393487,1.365559831517904,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,0,Dctx,26576,-0.4313545837500165,-2.956019117251157,0.4786067097039527,3.1330471598259657,1.2327177196057684,2.690008033290999,-1.2799698455597015,-2.8007891014698223,0.04725212595394079,0.21793140934397454,0.8013631358557507,1.7559591638133687,-3.422648858619411,-3.750531415882673,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,1,all,61440,0.22664886310358873,1.553196366694279,-0.1633333279473797,-1.0692098728557269,0.20924216602660867,0.4566034044637517,-0.2725577011828227,-0.5964020493472728,0.06331553515620972,0.2920174178704857,0.4358910291302012,0.9551310919834898,-0.09181767615846484,-0.10061361629266577,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,1,Octx,24594,0.03133268052695449,0.21471894845118122,0.008145531234390267,0.053322138995849,0.10788963684309869,0.23543426463407993,-0.1473678486044455,-0.3224656156629231,0.039478211761344986,0.18207735956507276,0.139222317370055,0.3050660718654355,-0.23207033615497805,-0.25430218593758536,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,1,Dctx,26576,0.5011855873209125,3.4345622678486483,-0.4906958573661903,-3.2121849340776447,0.2958613987241672,0.6456218862200227,-0.30635112867890163,-0.6703477471781003,0.010489729954729047,0.0483796567142849,0.7970469860450781,1.7465015503129067,0.38966891728402486,0.42699837945287533,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,2,all,61440,-0.0014557113888739618,-0.009975808434217201,0.06610441048567986,0.4327315754771555,0.023037022608263468,0.05027085673689631,-0.0876857217050758,-0.19187109333712593,0.0646486990968102,0.2981660998735946,0.0215813112193924,0.04728929932911438,-0.17828286618789183,-0.19536198955010817,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,2,Octx,24594,0.017262776602402993,0.11829965317607981,-0.0435069135324293,-0.2848042225732419,0.03825332760873689,0.08347552479453552,-0.012009190678711363,-0.02627812716611293,-0.026244136930026977,-0.12104051685953894,0.055516104211140206,0.12164773692100206,0.010507171847385718,0.011513736796708342,0.0,
"0.025,0.025,0.475,0.475",0,adam_first,2,Dctx,26576,-0.07862351526528578,-0.5387971356863183,0.22936968553894713,1.5014959616267958,0.03714856712613111,0.08106474207777341,-0.18789473739980167,-0.41114525827190884,0.15074617027366838,0.6952560266382565,-0.04147494813914993,-0.09088054091214648,-0.5330365053301631,-0.5841002806988185,0.0,
