pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.025,0.025,0.475,0.475",2,sgd_quarter,0,Octx,26871,-1.96694231432925e-06,-1.3903192204283287e-05,3.764651568415488e-06,2.5013982374338675e-05,1.2361959853877711e-06,2.6977617308754087e-06,-3.0339052390133356e-06,-6.617643772603875e-06,1.7977092538244711e-06,8.472283854697762e-06,-7.307463294353647e-07,-1.5987913553958214e-06,-1.0001695107750556e-05,-1.0941575029114618e-05,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,0,Dctx,24694,2.6274726255948466e-06,1.8572103848198135e-05,-9.472939999469591e-07,-6.294233340686905e-06,-8.731660871616093e-06,-1.905518285519999e-05,7.051482246492001e-06,1.5380901478419397e-05,1.6801786255311025e-06,7.918382915263861e-06,-6.104188245753124e-06,-1.3355282135402228e-05,1.9357909744122416e-05,2.1177012455419756e-05,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,1,all,61440,1.845647729280743e-06,1.3045830035101801e-05,-3.636934140592905e-07,-2.416537223595219e-06,-3.4643459239849137e-06,-7.5602735866425354e-06,1.9823916087949297e-06,4.324051165510473e-06,1.481954315201311e-06,6.9841870098676546e-06,-1.6186981947358443e-06,-3.5415308657631754e-06,7.656078676066222e-06,8.375536182668477e-06,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,1,Octx,26871,-2.1446960269085225e-07,-1.5159631710928053e-06,9.106888326641234e-07,6.0510126886338505e-06,-2.8286866285710043e-06,-6.173068530718533e-06,2.1324673986812042e-06,4.651400913811279e-06,6.962192299222325e-07,3.281157355368532e-06,-3.043156231242725e-06,-6.658085959034767e-06,3.835995591870856e-06,4.1964720107577475e-06,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,1,Dctx,24694,2.699511054788452e-06,1.9081302374192985e-05,-1.791663606096589e-06,-1.1904592244245092e-05,-4.92774351367177e-07,-1.0753859442912838e-06,-4.1507309708994683e-07,-9.05369706611531e-07,9.078474486178846e-07,4.27852349599401e-06,2.206736703324806e-06,4.828093447471005e-06,4.568875915006345e-06,4.998222609687194e-06,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,2,all,61440,7.978548655899918e-07,5.639580513678162e-06,4.661475980657048e-07,3.0972873823655177e-06,-5.451551112488042e-07,-1.189696952507753e-06,-7.188473524013155e-07,-1.5679710901644409e-06,1.2640024636744902e-06,5.957018712845324e-06,2.5269975432139573e-07,5.528788396814394e-07,1.5801502642956002e-07,1.7286402442589636e-07,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,2,Octx,26871,8.483010756631158e-07,5.996155970678012e-06,-7.666087814305966e-07,-5.093682163735857e-06,-6.522084127465888e-07,-1.423320345042876e-06,5.705161184809381e-07,1.2444266188957656e-06,8.169229425628546e-08,3.850012476757962e-07,1.960926629440401e-07,4.2902884591116956e-07,2.837634388324339e-06,3.104292745435374e-06,0.0,
"0.025,0.025,0.475,0.475",2,sgd_quarter,2,Dctx,24694,-1.386673399559129e-07,-9.80160254735885e-07,1.0645248984075766e-06,7.073166417103324e-06,-4.287353248310133e-07,-9.356329948286749e-07,-4.97122233584065e-07,-1.0843377080460148e-06,9.258575584579622e-07,4.3634019392099015e-06,-5.674026648723853e-07,-1.2414136603703064e-06,-1.2715791471785997e-06,-1.3910720627277116e-06,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,0,all,61440,0.33899891117062164,2.3961897533609946,-0.2605454414220826,-1.7311772314135658,1.206109022533488,2.6321026784711137,-1.284562492282012,-2.8019256726472874,0.07845346974853458,0.36973724404070313,1.5451079337041014,3.380523593554524,-1.8911271622228047,-2.0688402827859416,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,0,Octx,26871,0.06587905253555301,0.46566140906385056,0.0773037363880515,0.5136396461506029,1.5931876003092136,3.47682777571164,-1.736370389232835,-3.7874224103905605,0.1431827889236055,0.6747950083070031,1.659066652844769,3.629852543553985,-3.3409826733945494,-3.6549417071902712,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,0,Dctx,24694,0.3419569541762307,2.417098470488036,-0.27681446337250337,-1.8392756891114286,-0.04964556117126337,-0.10834195921907688,-0.015496929632462658,-0.033802360916881685,0.06514249080372213,0.30700496863830495,0.29231139300496667,0.6395446810949578,0.6529200490875352,0.7142762929824193,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,1,all,61440,0.3876925866200857,2.740377543706922,-0.3484764839585832,-2.3154293217314503,-0.14564215194888627,-0.31783619148932846,0.10642604928737981,0.2321396440643301,0.039216102661506436,0.18481851429335297,0.24205043467120013,0.5295793176561487,0.9882372718149408,1.0811039668417362,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,1,Octx,26871,0.3700286134435421,2.615521002477579,-0.33323276054904705,-2.2141433934706525,-0.09711944030719687,-0.211944637000749,0.06032358741270046,0.1315795916923917,0.036795852894496404,0.17341230776593347,0.2729091731363472,0.5970947909594759,0.8607044017124829,0.9415865698533962,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,1,Dctx,24694,0.18704502011758392,1.3221144548083057,-0.16550019424837828,-1.0996552713166434,-0.22258203437836485,-0.48574279598391534,0.20103720850915668,0.4385083007355062,0.021544825869209652,0.10153693094456434,-0.03553701426078098,-0.07775101825091016,0.776164457253487,0.8491022324195866,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,2,all,61440,0.028505719564334682,0.2014906564046813,-0.06775925569597158,-0.4502219652669536,-0.02284763176804904,-0.049860594398906305,0.0621011678996894,0.13545690278594782,-0.03925353613163765,-0.18499493157770708,0.0056580877962858775,0.012379264174699617,0.18121377492804894,0.19824280717654,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,2,Octx,26871,0.03017326913085148,0.21327761221144498,-0.09093897806029395,-0.6042381221744744,-0.0445056944438098,-0.09712518135939589,0.10527140337325101,0.22962109627155794,-0.0607657089294428,-0.28637797440656076,-0.014332425312957265,-0.03135774586773226,0.2708893450082071,0.2963453755652051,0.0,
"0.025,0.025,0.475,0.475",2,adam_first,2,Dctx,24694,0.042057430343368986,0.29727996262133166,-0.019288929481046137,-0.12816403677481025,-0.03500738680116651,-0.0763969382901008,0.012238885938850705,0.026695819722828362,0.022768500862321916,0.10730389346394106,0.0070500435422024225,0.015424707886178097,0.10859263256443558,0.11879730625782645,0.0,
