pi0,seed,method,layer,context,n_ctx_rows,delta_MD,z_MD,delta_MO,z_MO,delta_AD,z_AD,delta_AO,z_AO,delta_P_M,z_P_M,delta_P_D,z_P_D,delta_chi,z_chi,delta_det,z_det
"0.01,0.04,0.49,0.46",0,sgd_quarter,0,Dctx,26309,-1.5059728132863524e-05,-0.0001596252505572,1.4659203898359515e-05,7.662128436865999e-05,6.841850449957928e-06,1.4922374939583736e-05,-6.4413262151918805e-06,-1.412838421908629e-05,-4.005242347457447e-07,-1.847255678859448e-06,-8.217877683219604e-06,-1.7976269834073307e-05,-4.300210869632972e-05,-4.7191678816957366e-05,-1.179061112972646e-08,-9.346974487735116e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,all,61440,5.884965436401664e-07,6.2377559144424525e-06,-1.0189755774615848e-06,-5.326020295968519e-06,-4.120437859229947e-07,-8.986855105998861e-07,8.425228197687446e-07,1.8479868451572004e-06,-4.304790338651504e-07,-1.985410047514675e-06,1.7645275768710798e-07,3.859831585990573e-07,2.8620387267981354e-06,3.1408788185375452e-06,-6.56238242235911e-10,-5.2023105847249675e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,Octx,24861,-1.878552706851097e-07,-1.991167728066929e-06,1.9286247530069295e-06,1.0080609197141847e-05,-8.537002087717404e-07,-1.8619574769236816e-06,-8.870692734875861e-07,-1.94569489357946e-06,1.740769482246222e-06,8.028593609837036e-06,-1.041555479528481e-06,-2.278359823411995e-06,-2.14984908836222e-06,-2.3593026193056847e-06,-2.8864485639609083e-09,-2.2882241463702815e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,1,Dctx,26309,1.0248823182301096e-06,1.086321714415422e-05,-4.4696856489793575e-06,-2.3362322914908867e-05,7.038848726323389e-07,1.5352036792598257e-06,2.74091845811919e-06,6.011921737197705e-06,-3.4448033307928314e-06,-1.5887759000152756e-05,1.7287671908431358e-06,3.7816072106239766e-06,7.531601552640271e-06,8.265383541059543e-06,2.45322758138225e-09,1.9447894060364952e-05
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,all,61440,-2.949103776575181e-07,-3.1258959331942018e-06,2.818578665710982e-07,1.473225414956179e-06,1.533615542155121e-07,3.344882543194498e-07,-1.4030904312331038e-07,-3.07753404257515e-07,-1.3052511084785535e-08,-6.019941649736126e-08,-1.4154882344606993e-07,-3.096322363324909e-07,-8.704388415693241e-07,-9.55243161009218e-07,2.2555574578481024e-10,1.78808696022324e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,Octx,24861,4.145960915053549e-07,4.394501972595341e-06,1.1692247667159589e-07,6.111348471757676e-07,7.966155988956005e-08,1.737453447190489e-07,-6.111801280735939e-07,-1.340560528688714e-06,5.315185681735956e-07,2.4514139427822696e-06,4.942576514010403e-07,1.0811683078811055e-06,-3.931680731496418e-07,-4.314732926281711e-07,8.849954855720075e-10,7.015777328578739e-06
"0.01,0.04,0.49,0.46",0,sgd_quarter,2,Dctx,26309,-1.393159285147094e-06,-1.476676059460475e-05,5.059982174858968e-07,2.644770724306568e-06,8.919759376219103e-07,1.9454385148629997e-06,-4.814869961621674e-09,-1.0560920299656309e-08,-8.871610676488149e-07,-4.091670810675448e-06,-5.011833475347702e-07,-1.0963179836596764e-06,-2.795948310201811e-06,-3.0683494052727754e-06,-1.437612067095827e-09,-1.1396630052980624e-05
"0.01,0.04,0.49,0.46",0,adam_first,0,all,61440,1.0967919160380124,11.625421313199755,-0.9432738814799096,-4.930339792769372,-0.9627539517702756,-2.0998084579545746,0.8092359172121708,1.774975460067996,0.1535180345580956,0.7080397053247128,0.1340379642677384,0.2932025404328901,3.812055666500306,4.183453139850307,0.0006160725805729,4.88389840853165
"0.01,0.04,0.49,0.46",0,adam_first,0,Octx,24861,-0.1292623124865387,-1.3701129818706772,-0.041494231061772,-0.2168836247784718,-0.5406385972658968,-1.179156415975437,0.7113951408142056,1.5603718155601418,-0.1707565435483114,-0.7875453403519177,-0.66990090975243,-1.465380719938256,1.1642656566553402,1.277696666330744,0.000357375258156,2.8330825126705084
"0.01,0.04,0.49,0.46",0,adam_first,0,Dctx,26309,2.497182452365462,26.468829392495024,-2.0774833769170744,-10.85866911311198,-1.536516382640437,-3.3512094031103095,1.1168173071920269,2.4496234923360793,0.4196990754484024,1.9356918590114311,0.9606660697250335,2.1014175624782663,7.227999519114945,7.932202446256041,0.0006812187764762,5.400343081654133
"0.01,0.04,0.49,0.46",0,adam_first,1,all,61440,0.0326257382324502,0.3458157806054229,-0.0246162385953949,-0.128665091950567,0.009551257677754,0.0208317105517703,-0.0175607573148101,-0.0385177086570481,0.0080094996370542,0.0369405703971035,0.0421769959102054,0.0922604458838108,0.030129961835279,0.0330654362031095,0.0003273530678921,2.5950824265214414
"0.01,0.04,0.49,0.46",0,adam_first,1,Octx,24861,-0.0291403300275266,-0.3088722745144138,0.0552128168001723,0.2885884503805936,-0.0150838806654404,-0.0328986031600594,-0.0109886061072044,-0.0241023733200503,0.0260724867726443,0.1202487766647353,-0.0442242106929673,-0.0967386441196373,-0.0802578722694643,-0.0880771628530909,0.0002775615386721,2.2003614504800764
"0.01,0.04,0.49,0.46",0,adam_first,1,Dctx,26309,0.0648748622929758,0.68763964774292,-0.1246719870830806,-0.6516402828783653,0.0569063475369654,0.1241152317782797,0.0028907772531378,0.0063406215365712,-0.0597971247901068,-0.2757899991198111,0.1217812098299436,0.2663913936189534,0.1355312790922244,0.1487356966082356,0.0005879573594274,4.661015767528059
"0.01,0.04,0.49,0.46",0,adam_first,2,all,61440,0.0003780919660421,0.0040075773135292,0.0181200308037811,0.0947104660397528,0.0170372939516272,0.037159082935472,-0.0355354167214503,-0.0779432688321062,0.0184981227698231,0.0853150929967744,0.0174153859176695,0.0380954412548394,-0.0703146495108171,-0.0771652008805937,0.0004784608272173,3.792985025267725
"0.01,0.04,0.49,0.46",0,adam_first,2,Octx,24861,-0.0374623299975982,-0.3970811265362274,0.0140830146453104,0.0736096364705789,0.0580100548856842,0.1265224657571016,-0.034630739533397,-0.0759589527953072,-0.0233793153522876,-0.1078276151748344,0.0205477248880865,0.0449473040732622,-0.1441861390619915,-0.1582337743602657,0.0004094853209142,3.246183599455431
"0.01,0.04,0.49,0.46",0,adam_first,2,Dctx,26309,0.0223956809788459,0.2373825182041865,0.0214212619981699,0.1119654667796133,-0.0144381657556646,-0.0314902707128319,-0.0293787772213513,-0.0644393155389704,0.0438169429770153,0.2020878881297511,0.0079575152231813,0.0174067376486688,-0.013966192485012,-0.0153268779143554,0.000727808365918,5.769680768323045
"0.01,0.04,0.49,0.46",1,sgd_accum,0,all,61440,-6.980519438405348e-05,-0.0007080694278666,9.239509426143852e-05,0.0004491742612991,0.0002063232848265,0.0004475006344731,-0.0002289131847038,-0.0004997088768154,2.258989987742548e-05,9.743323278995557e-05,0.0001365180904425,0.0002970710281769,-0.0005974367581756,-0.0006526087510937,2.661455590855377e-08,0.000213852315534
"0.01,0.04,0.49,0.46",1,sgd_accum,0,Octx,25372,-3.55891318487106e-05,-0.0003609985825373,4.602189811103797e-05,0.0002237332214751,9.724420760158544e-05,0.0002109158190125,-0.0001076769738637,-0.0002350547861099,1.0432766262282392e-05,4.4997903903591925e-05,6.165507575273703e-05,0.0001341649058144,-0.0002865322114249,-0.0003129928416476,1.0574365098389233e-08,8.496675538616424e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,0,Dctx,26017,-3.379670714823714e-05,-0.000342817111325,4.758286776214062e-05,0.0002313217995868,0.0001378461025864,0.0002989784619751,-0.0001516322632004,-0.0003310075303478,1.3786160613957264e-05,5.946153828338701e-05,0.0001040493954382,0.0002264173252338,-0.0003708579406972,-0.0004051058697001,1.5383298464876896e-08,0.0001236073225707
"0.01,0.04,0.49,0.46",1,sgd_accum,1,all,61440,1.056998587444489e-06,1.0721671813560733e-05,8.014676025869934e-06,3.8962958068807595e-05,-4.49344415225119e-06,-9.74596304432055e-06,-4.578230461052315e-06,-9.99410498986503e-06,9.071674613299403e-06,3.912733518910421e-05,-3.436445564821852e-06,-7.477898452187616e-06,-7.042463747257289e-06,-7.6928200480242e-06,8.537370001944529e-09,6.859916617659577e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,1,Octx,25372,-4.10797885468739e-06,-4.166930932565545e-05,2.845570124903772e-06,1.3833600896730313e-05,3.957620955478098e-06,8.583800369744077e-06,-2.6952122257585877e-06,-5.883546969369425e-06,-1.262408729789116e-06,-5.444936202153417e-06,-1.503578991788927e-07,-3.2718722887796157e-07,-1.3606382160877105e-05,-1.486290213549752e-05,3.807620820763446e-09,3.059485688936113e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,1,Dctx,26017,4.4465502812117365e-06,4.510361071807219e-05,4.123098681521678e-06,2.0044243899958244e-05,-8.763254146576489e-06,-1.9006879392889567e-05,1.936051839229464e-07,4.226328384227544e-07,8.569648962684422e-06,3.696203200722605e-05,-4.3167038654250806e-06,-9.39338992715513e-06,9.28031093015409e-06,1.013732757988158e-05,1.7153524875986412e-08,0.0001378313817035
"0.01,0.04,0.49,0.46",1,sgd_accum,2,all,61440,5.272698243594326e-06,5.348364776573118e-05,-1.217362169722355e-06,-5.918147036803818e-06,-4.2856013346839e-06,-9.29516665064034e-06,2.3026526082908098e-07,5.026604081690404e-07,4.055336073869881e-06,1.7491202080170525e-05,9.870969089037192e-07,2.147978283960671e-06,1.1005927008839226e-05,1.202230057253232e-05,9.766147952116153e-09,7.847259824979404e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,2,Octx,25372,-2.377891731763767e-07,-2.4120159723004005e-06,2.943436477252572e-06,1.4309373413374184e-05,-5.283867526681187e-07,-1.146033552466005e-06,-2.1772605514391138e-06,-4.752877935369904e-06,2.705647304082064e-06,1.166981549526848e-05,-7.661759258186803e-07,-1.6672418234798775e-06,-4.83009944918531e-06,-5.2761486903094605e-06,3.969308539687342e-09,3.189404419138139e-05
"0.01,0.04,0.49,0.46",1,sgd_accum,2,Dctx,26017,5.694696149987294e-06,5.776418618091874e-05,-4.153799778712446e-06,-2.019349579219308e-05,-3.348204530811591e-06,-7.262019180936789e-06,1.807308159582219e-06,3.945285771339863e-06,1.5408963712671157e-06,6.64609031742097e-06,2.346491619138837e-06,5.106097482367413e-06,1.5004008619091786e-05,1.6389596375363537e-05,1.2980925155130789e-08,0.0001043038595773
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,all,61440,-1.7482663634090226e-05,-0.0001773355084274,2.2800401423386412e-05,0.0001108430436544,5.130839271039165e-05,0.0001112842804485,-5.662613049973901e-05,-0.0001236127141695,5.31773778929368e-06,2.293610802843648e-05,3.382572907639073e-05,7.360668526043501e-05,-0.0001482175882674,-0.0001619051620873,6.370559195283978e-09,5.118848647482636e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,Octx,25372,-8.808415522977025e-06,-8.934821820638751e-05,1.10294331202971e-05,5.36190531971264e-05,2.298503048410513e-05,4.985290794332928e-05,-2.520604808169096e-05,-5.502385540681214e-05,2.221017597274727e-06,9.57954332511716e-06,1.4176614961188988e-05,3.084910995266431e-05,-6.802892720886896e-05,-7.431125155337583e-05,2.293458368619656e-09,1.8428313603862737e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,0,Dctx,26017,-8.781746214577113e-06,-8.907769790905219e-05,1.1961197004040185e-05,5.8148778043786136e-05,3.488127432743766e-05,7.56550207403158e-05,-3.8060725116897785e-05,-8.308513213667223e-05,3.1794507895330458e-06,1.3713392737537296e-05,2.609952811281689e-05,5.6794038257311475e-05,-9.36849426626921e-05,-0.0001023365445642,3.922232776715923e-09,3.1515782726055316e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,all,61440,2.508506758398438e-07,2.5445054066412944e-06,1.828587196786736e-06,8.88958780661713e-06,-1.0879200819459563e-06,-2.359621830062697e-06,-9.91517790711865e-07,-2.164446063603299e-06,2.079437872655668e-06,8.968891204390775e-06,-8.370694061005647e-07,-1.8215100161429497e-06,-1.4813342296541465e-06,-1.618132243015943e-06,2.7847153210009813e-09,2.2375643672038167e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,Octx,25372,-1.1270530522348256e-06,-1.1432269717359803e-05,5.560235112928147e-07,2.703081283116694e-06,1.088807002753161e-06,2.361545498660185e-06,-5.177774619123333e-07,-1.130288734863793e-06,-5.71029540904683e-07,-2.4629261081633567e-06,-3.8246049428587425e-08,-8.32255504792643e-08,-3.2896610281357634e-06,-3.593454111610089e-06,1.5673749438006571e-09,1.259411437085708e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,1,Dctx,26017,1.213247395335711e-06,1.2306582578219404e-05,7.755723984349605e-07,3.7704075301366776e-06,-2.233840783635431e-06,-4.845042908411325e-06,2.450209898721291e-07,5.348716099669349e-07,1.9888197937975637e-06,8.57804341753611e-06,-1.0205933883416562e-06,-2.220868503525569e-06,2.91653677050174e-06,3.185872635503941e-06,5.017866822042124e-09,4.0319381718127706e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,all,61440,1.2288939051273726e-06,1.2465293048608436e-05,-2.839416060015246e-07,-1.380368320929911e-06,-1.058849489063235e-06,-2.2965697670322595e-06,1.1389718993150713e-07,2.486332839532153e-07,9.449522991426406e-07,4.075704533324457e-06,1.7004441607155277e-07,3.700261947290676e-07,2.685582190057063e-06,2.933589898894929e-06,2.348946020370488e-09,1.887416597319163e-05
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,Octx,25372,-1.294850004001633e-07,-1.3134319151985058e-06,6.690960717800514e-07,3.2527780417599993e-06,-9.612533300936761e-08,-2.084890590356964e-07,-4.434857384254188e-07,-9.681126952950937e-07,5.396110714136558e-07,2.327414084275084e-06,-2.256103333520788e-07,-4.909407498961801e-07,-1.1459414776509405e-06,-1.251766695507501e-06,6.867254666943488e-10,5.517951593609754e-06
"0.01,0.04,0.49,0.46",1,sgd_quarter,2,Dctx,26017,1.3315507055029492e-06,1.3506592948278316e-05,-9.510855493253928e-07,-4.623656185053573e-06,-8.700742722875815e-07,-1.8871296529368408e-06,4.896091161479484e-07,1.0687982949755014e-06,3.804651561706208e-07,1.6409966547343398e-06,4.614764331810436e-07,1.0041986233483328e-06,3.64231964315515e-06,3.978679987254269e-06,3.495336480400346e-09,2.808560107005875e-05
"0.01,0.04,0.49,0.46",1,adam_first,0,all,61440,-0.2577033767369261,-2.614015821250877,0.5948118629181495,2.8916489698276537,1.4959736387328222,3.244661178455612,-1.8330821249140337,-4.00154936875433,0.3371084861812145,1.4539935895150644,1.2382702619958852,2.694545599778477,-4.181571003301886,-4.567730044611927,0.0007605876754431,6.111446537717523
"0.01,0.04,0.49,0.46",1,adam_first,0,Octx,25372,-0.3523736618854775,-3.5743044535308957,0.635475625601014,3.089333876269074,1.282592092420827,2.781851673266857,-1.565694056136366,-3.417851266368495,0.2831019637155323,1.2210562987733191,0.9302184305353444,2.024207522186447,-3.8361354360436866,-4.190394249572952,0.0003171343929904,2.5482267864821693
"0.01,0.04,0.49,0.46",1,adam_first,0,Dctx,26017,-0.29245278169362,-2.966496628782475,0.4552538153970516,2.2131943028919454,0.6936454904470583,1.504468084324535,-0.8564465241504894,-1.869590566351168,0.1628010337034304,0.7021824399993541,0.4011927087534351,0.8730178549974489,-2.297798611688203,-2.509995345478544,0.0011714537995467,9.412823134643176
"0.01,0.04,0.49,0.46",1,adam_first,1,all,61440,0.0141960344641735,0.1439975647903688,0.0413341052684559,0.2009437443495067,0.0011996615280681,0.0026019811356479,-0.0567298012607002,-0.1238390235434539,0.0555301397326307,0.2395088539916446,0.0153956959922427,0.0335018987087349,-0.0850675335930557,-0.0929233363985001,-0.000203705841677,-1.6368097998753848
"0.01,0.04,0.49,0.46",1,adam_first,1,Octx,25372,0.0422634824174292,0.4286998994704603,-0.1410098145930034,-0.6855123620148048,0.0438415097772843,0.0950891386694029,0.0549048223982907,0.1198551632921261,-0.0987463321755742,-0.4259060209306917,0.0861049921947128,0.1873692964759212,0.1943366096314321,0.2122831753617426,-0.0001388527995785,-1.115704985283031
"0.01,0.04,0.49,0.46",1,adam_first,1,Dctx,26017,0.0897984693664541,0.910871338281492,0.0857842790810763,0.4170361045175339,-0.1175616404122396,-0.2549828959848926,-0.0580211080352911,-0.1266578976890816,0.1755827484475342,0.7573116700922059,-0.027763171045785,-0.0604142186672055,0.063554722662325,0.0694238638904974,3.084104438896722e-05,0.2478128426689541
"0.01,0.04,0.49,0.46",1,adam_first,2,all,61440,-0.0519349008563932,-0.5268019931779767,0.0005224560758636,0.0025398948268102,0.0253330997963938,0.0549457044637008,0.0260793449841355,0.0569302297155332,-0.0514124447805294,-0.2217486898030888,-0.0266018010599975,-0.0578870123852146,-0.0517111117445158,-0.056486521111132,-0.000167525314857,-1.3460933413979617
"0.01,0.04,0.49,0.46",1,adam_first,2,Octx,25372,0.0060088509406138,0.0609508172736807,-0.0067930090975501,-0.0330238836572492,0.0139187802915888,0.0301888515240321,-0.0131346221346515,-0.0286723863581433,-0.0007841581569357,-0.0033821780823921,0.0199276312322024,0.0433636441887819,-0.0142515423880743,-0.0155676415147955,4.162131961625802e-05,0.334434119663851
"0.01,0.04,0.49,0.46",1,adam_first,2,Dctx,26017,-0.0858722843504581,-0.8710460559009326,-0.0166785360431832,-0.0810818925683411,0.0447188735124139,0.0969920786524705,0.0578319468812265,0.126244966000778,-0.1025508203936419,-0.4423152829552684,-0.0411534108380429,-0.0895521321095031,-0.0560806749384633,-0.0612596040187437,-0.0003333782498345,-2.678748836568112
"0.01,0.04,0.49,0.46",2,sgd_accum,0,all,61440,-1.3733619726754073e-05,-0.0001531504243162,1.0725646333290143e-05,5.6955301158062294e-05,-1.5919716090111458e-05,-3.4689899494236866e-05,1.892768948372563e-05,4.137963518127977e-05,-3.007973393626589e-06,-1.417604245728856e-05,-2.965333581683329e-05,-6.477332971420071e-05,1.0388139513748012e-05,1.1368791419196373e-05,2.3941545328319583e-08,0.0001898382385761
"0.01,0.04,0.49,0.46",2,sgd_accum,0,Octx,26563,-5.5627306267836167e-05,-0.0006203277597598,4.951341938390731e-05,0.0002629260395826,1.0916829611864676e-05,2.3788346468472923e-05,-4.80294272806524e-06,-1.0500173201531225e-05,-6.113886883810358e-06,-2.8813659132622845e-05,-4.471047665568391e-05,-9.76634286269301e-05,-0.0001208604979922,-0.0001322698632104,1.3710668423284466e-08,0.0001087151688616
"0.01,0.04,0.49,0.46",2,sgd_accum,0,Dctx,25002,-1.5159003919146535e-05,-0.0001690455923944,1.1526248042254331e-05,6.120665441219548e-05,-5.85675719975234e-05,-0.0001276218228211,6.220032787468748e-05,0.0001359820953224,-3.632755877137194e-06,-1.71205309396611e-05,-7.372657591664333e-05,-0.0001610448092601,9.408264791144409e-05,0.0001029641543469,3.6303293968113873e-08,0.0002878574998776
"0.01,0.04,0.49,0.46",2,sgd_accum,1,all,61440,-1.6397167275962652e-06,-1.8285296781640108e-05,-2.1256025496618553e-06,-1.1287369506355798e-05,-6.1210042190592174e-06,-1.3337990449142328e-05,9.886323496231396e-06,2.1613438867428304e-05,-3.765319277189127e-06,-1.7745278615754413e-05,-7.760720946530912e-06,-1.6952147973995903e-05,1.6493213537274207e-05,1.805019120982946e-05,1.327521131029514e-08,0.0001052623252723
"0.01,0.04,0.49,0.46",2,sgd_accum,1,Octx,26563,3.397257805788429e-06,3.788451149952542e-05,-8.526462780286991e-06,-4.5277201986137675e-05,3.0220793550966257e-06,6.5852700197982075e-06,2.107125619532956e-06,4.606589171508291e-06,-5.129204974624563e-06,-2.417302880619827e-05,6.419337160954567e-06,1.4022093333495831e-05,1.1008766850579207e-05,1.2048006665790563e-05,2.721131797775291e-09,2.157650478860894e-05
"0.01,0.04,0.49,0.46",2,sgd_accum,1,Dctx,25002,1.0836948155431468e-06,1.2084819889579268e-05,-1.2896995283585789e-05,-6.84855930901658e-05,-2.3850094546194303e-05,-5.197061166495556e-05,3.5663395013923454e-05,7.796716425799836e-05,-1.1813300467766274e-05,-5.567397947953751e-05,-2.2766399730471893e-05,-4.972983563319812e-05,7.349417965883624e-05,8.043211182911746e-05,2.6619594197436222e-08,0.00021107312852
"0.01,0.04,0.49,0.46",2,sgd_accum,2,all,61440,-5.064178886176004e-07,-5.647317754987499e-06,3.2869842360095613e-06,1.745453572179272e-05,-2.0071482765626497e-06,-4.3736817660484785e-06,-7.734180708443543e-07,-1.69084333519239e-06,2.780566347365892e-06,1.310431358172444e-05,-2.5135661651942504e-06,-5.490513815452859e-06,-2.559671918951787e-06,-2.801307790449346e-06,5.606591675603049e-09,4.445600622333909e-05
"0.01,0.04,0.49,0.46",2,sgd_accum,2,Octx,26563,1.6782186889769666e-07,1.8714651302864895e-06,-4.7476401431990306e-07,-2.521090717924682e-06,8.601935526663794e-07,1.8744070383342076e-06,-5.532514072578086e-07,-1.2095159007940124e-06,-3.069421454150712e-07,-1.4465636213920089e-06,1.0280154215183997e-06,2.2455477609872935e-06,-7.708590767594491e-07,-8.43629029594206e-07,-6.089363102248573e-09,-4.828401632095249e-05
"0.01,0.04,0.49,0.46",2,sgd_accum,2,Dctx,25002,-1.6472482235556013e-06,-1.8369284239051773e-05,5.938134997800001e-06,3.1532670070166456e-05,-3.253031383987921e-06,-7.088526649808437e-06,-1.0378553903014535e-06,-2.26895509135041e-06,4.290886774190605e-06,2.0222184550976505e-05,-4.900279607490394e-06,-1.0703936604918724e-05,-5.370207227665165e-06,-5.87716075322119e-06,2.5155632519066074e-08,0.0001994650262629
"0.01,0.04,0.49,0.46",2,sgd_quarter,0,all,61440,-1.8867199029954863e-06,-2.1039752043436e-05,8.089271029554587e-07,4.295562741123313e-06,-3.202335521949977e-06,-6.9780576974153506e-06,4.2801283224023296e-06,9.3571985456732e-06,-1.0777928002692258e-06,-5.079445359839243e-06,-5.089055424847941e-06,-1.1116289479323731e-05,4.786816838839866e-06,5.238697663873853e-06,5.806771985678726e-09,4.604328377544601e-05
"0.01,0.04,0.49,0.46",2,sgd_quarter,0,Octx,26563,-1.1972314225777612e-05,-0.0001335092306476,1.005781124077045e-05,5.3408964868721535e-05,3.380134885719945e-06,7.365491871769163e-06,-1.4656319008038678e-06,-3.2041583003279577e-06,-1.9145029848512413e-06,-9.022711322966594e-06,-8.592179339668047e-06,-1.8768345955058743e-05,-2.687589225298201e-05,-2.9413006325586767e-05,3.447105366718019e-09,2.7332922834769978e-05
